Reaction_Force:0,Reaction_Force:1,Reaction_Force:2,External_Displacement:0,External_Displacement:1,External_Displacement:2,Time,vtkOriginalIndices,__vtkIsSelected__
0,0,0,0,0,0,0,0,0
9.86775e-008,-0.15839,1.69407e-019,-2.88742e-009,9.6969e-009,-9.71146e-010,2.42423e-006,1,0
-3.46437e-007,-0.140069,-2.57498e-019,-7.52963e-009,1.93938e-008,-1.21684e-009,4.84845e-006,2,0
-1.90482e-005,-0.116808,-9.48677e-020,-1.25893e-008,2.90907e-008,-1.47653e-009,7.27268e-006,3,0
0.000424232,-0.092611,2.30393e-019,-1.80979e-008,3.87876e-008,-1.32238e-009,9.6969e-006,4,0
0.00254946,-0.0662403,-8.39444e-017,-2.36156e-008,4.84845e-008,-1.29799e-009,1.21211e-005,5,0
0.00642043,-0.0410212,1.74743e-013,-3.05551e-008,5.81814e-008,-1.58452e-009,1.45454e-005,6,0
0.00540602,-0.0406115,-1.82071e-013,-3.84114e-008,6.78783e-008,-2.02387e-009,1.69696e-005,7,0
0.000942757,-0.0877096,1.02977e-013,-4.18796e-008,7.75752e-008,-2.36237e-009,1.93938e-005,8,0
-0.00347835,-0.113734,-1.47835e-012,-4.4146e-008,8.72721e-008,-2.75957e-009,2.1818e-005,9,0
-0.00394303,-0.13299,1.3484e-012,-4.48096e-008,9.6969e-008,-2.66429e-009,2.42423e-005,10,0
-0.00227082,-0.14327,-1.3321e-013,-4.58349e-008,1.06666e-007,-2.9413e-009,2.66665e-005,11,0
-0.0039239,-0.17758,2.07463e-013,-4.76954e-008,1.16363e-007,-3.73426e-009,2.90907e-005,12,0
7.41829e-005,-0.223358,-5.26008e-013,-5.10868e-008,1.2606e-007,-3.55327e-009,3.15149e-005,13,0
-0.000144185,-0.243422,-2.91519e-012,-5.65488e-008,1.35757e-007,-4.35332e-009,3.39392e-005,14,0
0.00272415,-0.250603,-3.19744e-012,-6.47835e-008,1.45454e-007,-4.59271e-009,3.63634e-005,15,0
-0.000271463,-0.247582,-4.89074e-012,-7.2053e-008,1.5515e-007,-4.68683e-009,3.87876e-005,16,0
-0.00326231,-0.249925,1.47917e-012,-7.76333e-008,1.64847e-007,-5.15593e-009,4.12118e-005,17,0
-0.00190346,-0.250793,2.47597e-012,-8.23568e-008,1.74544e-007,-5.05857e-009,4.36361e-005,18,0
0.000914674,-0.249553,3.69797e-013,-8.76949e-008,1.84241e-007,-5.37644e-009,4.60603e-005,19,0
0.00345017,-0.271836,-1.31205e-012,-9.2347e-008,1.93938e-007,-5.98572e-009,4.84845e-005,20,0
0.00123932,-0.306795,1.03092e-012,-9.68298e-008,2.03635e-007,-6.32194e-009,5.09087e-005,21,0
0.00111308,-0.336202,3.34388e-012,-1.01018e-007,2.13332e-007,-6.43357e-009,5.3333e-005,22,0
0.000924271,-0.351882,-2.6715e-013,-1.03012e-007,2.23029e-007,-7.04656e-009,5.57572e-005,23,0
0.000705008,-0.356228,-1.21948e-012,-1.06495e-007,2.32726e-007,-7.0215e-009,5.81814e-005,24,0
-0.00140111,-0.378202,1.42821e-012,-1.08528e-007,2.42423e-007,-7.36444e-009,6.06056e-005,25,0
-0.00202653,-0.393929,-2.3481e-012,-1.12418e-007,2.52119e-007,-7.73089e-009,6.30299e-005,26,0
0.000892866,-0.409228,-5.98445e-012,-1.1825e-007,2.61816e-007,-7.86658e-009,6.54541e-005,27,0
0.0023264,-0.41889,-2.88713e-012,-1.23614e-007,2.71513e-007,-8.53622e-009,6.78783e-005,28,0
0.000430382,-0.428168,-3.70431e-012,-1.29912e-007,2.8121e-007,-8.71156e-009,7.03025e-005,29,0
-0.00186656,-0.436097,-8.23732e-012,-1.35468e-007,2.90907e-007,-8.83281e-009,7.27268e-005,30,0
-0.00240058,-0.436561,-3.27395e-012,-1.40147e-007,3.00604e-007,-9.10167e-009,7.5151e-005,31,0
-0.000507799,-0.443525,2.8497e-012,-1.44848e-007,3.10301e-007,-9.26771e-009,7.75752e-005,32,0
0.00051035,-0.47088,-3.82415e-012,-1.47857e-007,3.19998e-007,-9.81506e-009,7.99994e-005,33,0
-0.000593511,-0.502397,3.99048e-012,-1.52101e-007,3.29695e-007,-1.00587e-008,8.24237e-005,34,0
-0.000210181,-0.531338,3.72783e-013,-1.55519e-007,3.39392e-007,-1.04138e-008,8.48479e-005,35,0
0.00091839,-0.549089,-1.07934e-011,-1.59052e-007,3.49088e-007,-1.07345e-008,8.72721e-005,36,0
0.000707345,-0.559627,-9.95056e-012,-1.62733e-007,3.58785e-007,-1.09915e-008,8.96963e-005,37,0
-0.00084963,-0.575151,-7.84994e-012,-1.66529e-007,3.68482e-007,-1.12066e-008,9.21206e-005,38,0
-0.000659199,-0.58134,-4.02211e-012,-1.7245e-007,3.78179e-007,-1.13775e-008,9.45448e-005,39,0
0.00167322,-0.593986,6.04748e-012,-1.77859e-007,3.87876e-007,-1.16871e-008,9.6969e-005,40,0
0.00166159,-0.60347,-7.37605e-013,-1.83521e-007,3.97573e-007,-1.21481e-008,9.93933e-005,41,0
0.00102417,-0.617888,-1.55815e-012,-1.893e-007,4.0727e-007,-1.23078e-008,0.000101817,42,0
-0.000801698,-0.624547,3.19722e-012,-1.94066e-007,4.16967e-007,-1.25095e-008,0.000104242,43,0
-0.00102794,-0.629554,1.07753e-011,-1.98496e-007,4.26664e-007,-1.28109e-008,0.000106666,44,0
0.00101574,-0.646728,-1.97361e-012,-2.01876e-007,4.36361e-007,-1.31276e-008,0.00010909,45,0
-0.000914736,-0.669703,2.09927e-013,-2.05068e-007,4.46058e-007,-1.37177e-008,0.000111514,46,0
-0.00172259,-0.698177,7.00172e-012,-2.0946e-007,4.55754e-007,-1.38878e-008,0.000113939,47,0
-0.00200604,-0.72408,-1.00774e-011,-2.12424e-007,4.65451e-007,-1.44339e-008,0.000116363,48,0
-0.00146004,-0.737508,1.06546e-011,-2.16714e-007,4.75148e-007,-1.46828e-008,0.000118787,49,0
-0.000422409,-0.751415,8.70023e-012,-2.20604e-007,4.84845e-007,-1.48833e-008,0.000121211,50,0
-0.000546013,-0.759464,-6.05288e-013,-2.25854e-007,4.94542e-007,-1.51408e-008,0.000123636,51,0
0.00192129,-0.768105,3.16197e-012,-2.31703e-007,5.04239e-007,-1.51831e-008,0.00012606,52,0
0.00358402,-0.780984,-2.56437e-012,-2.36557e-007,5.13936e-007,-1.57183e-008,0.000128484,53,0
0.00385617,-0.793006,-1.27762e-011,-2.42579e-007,5.23633e-007,-1.59584e-008,0.000130908,54,0
4.06285e-005,-0.806546,-8.91088e-012,-2.47457e-007,5.3333e-007,-1.6239e-008,0.000133332,55,0
-0.00198031,-0.815163,-2.98e-012,-2.5214e-007,5.43027e-007,-1.65662e-008,0.000135757,56,0
-0.00268717,-0.826403,-1.2906e-011,-2.56415e-007,5.52723e-007,-1.67303e-008,0.000138181,57,0
-0.000454148,-0.839113,6.8144e-013,-2.5984e-007,5.6242e-007,-1.71507e-008,0.000140605,58,0
-0.00229119,-0.862877,-1.16166e-011,-2.64345e-007,5.72117e-007,-1.74315e-008,0.000143029,59,0
0.00173226,-0.902395,-1.05111e-011,-2.67997e-007,5.81814e-007,-1.77344e-008,0.000145454,60,0
-0.000142596,-0.929091,4.27057e-012,-2.71392e-007,5.91511e-007,-1.80726e-008,0.000147878,61,0
0.00677797,-0.945738,9.41491e-012,-2.75447e-007,6.01208e-007,-1.84105e-008,0.000150302,62,0
0.000708933,-0.957291,7.14682e-012,-2.79302e-007,6.10905e-007,-1.85622e-008,0.000152726,63,0
0.000439349,-0.947427,2.44106e-012,-2.84148e-007,6.20602e-007,-1.87315e-008,0.00015515,64,0
-0.00680725,-0.961731,9.95286e-012,-2.88539e-007,6.30299e-007,-1.92779e-008,0.000157575,65,0
-0.0016014,-0.921184,3.07936e-011,-2.94189e-007,6.39996e-007,-1.94835e-008,0.000159999,66,0
-0.00281159,-0.954609,-1.85889e-011,-3.003e-007,6.49692e-007,-1.97705e-008,0.000162423,67,0
-0.00173901,-0.960842,-4.94718e-012,-3.05864e-007,6.59389e-007,-2.02101e-008,0.000164847,68,0
0.00196418,-1.01688,3.0021e-012,-3.10602e-007,6.69086e-007,-2.01783e-008,0.000167272,69,0
0.005354,-1.02869,-1.37822e-011,-3.14431e-007,6.78783e-007,-2.07189e-008,0.000169696,70,0
0.0105734,-1.06064,-3.52696e-012,-3.16874e-007,6.8848e-007,-2.05756e-008,0.00017212,71,0
0.000712018,-1.12532,2.64709e-011,-3.2019e-007,6.98177e-007,-2.1307e-008,0.000174544,72,0
-0.00796721,-1.1558,-1.78163e-011,-3.21986e-007,7.07874e-007,-2.17555e-008,0.000176968,73,0
-0.00735743,-1.11114,2.40088e-011,-3.2616e-007,7.17571e-007,-2.21604e-008,0.000179393,74,0
-0.00130064,-1.11488,-1.49733e-013,-3.3086e-007,7.27268e-007,-2.22482e-008,0.000181817,75,0
-0.000429005,-1.10855,-2.14066e-011,-3.35896e-007,7.36965e-007,-2.21861e-008,0.000184241,76,0
