# x y z block_id volume
-0.005000 -0.010000 -0.001500 3 1.231831E-10
-0.005000 -0.010000 -0.001000 3 1.231831E-10
-0.005000 -0.010000 -0.000500 3 1.231831E-10
-0.005000 -0.010000 0.000000 3 1.231831E-10
-0.005000 -0.010000 0.000500 3 1.231831E-10
-0.005000 -0.010000 0.001000 3 1.231831E-10
-0.005000 -0.010000 0.001500 3 1.231831E-10
-0.005000 -0.009512 -0.001500 3 1.231831E-10
-0.005000 -0.009512 -0.001000 3 1.231831E-10
-0.005000 -0.009512 -0.000500 3 1.231831E-10
-0.005000 -0.009512 0.000000 3 1.231831E-10
-0.005000 -0.009512 0.000500 3 1.231831E-10
-0.005000 -0.009512 0.001000 3 1.231831E-10
-0.005000 -0.009512 0.001500 3 1.231831E-10
-0.005000 -0.009024 -0.001500 3 1.231831E-10
-0.005000 -0.009024 -0.001000 3 1.231831E-10
-0.005000 -0.009024 -0.000500 3 1.231831E-10
-0.005000 -0.009024 0.000000 3 1.231831E-10
-0.005000 -0.009024 0.000500 3 1.231831E-10
-0.005000 -0.009024 0.001000 3 1.231831E-10
-0.005000 -0.009024 0.001500 3 1.231831E-10
-0.005000 -0.008537 -0.001500 3 1.231831E-10
-0.005000 -0.008537 -0.001000 3 1.231831E-10
-0.005000 -0.008537 -0.000500 3 1.231831E-10
-0.005000 -0.008537 0.000000 3 1.231831E-10
-0.005000 -0.008537 0.000500 3 1.231831E-10
-0.005000 -0.008537 0.001000 3 1.231831E-10
-0.005000 -0.008537 0.001500 3 1.231831E-10
-0.005000 -0.008049 -0.001500 3 1.231831E-10
-0.005000 -0.008049 -0.001000 3 1.231831E-10
-0.005000 -0.008049 -0.000500 3 1.231831E-10
-0.005000 -0.008049 0.000000 3 1.231831E-10
-0.005000 -0.008049 0.000500 3 1.231831E-10
-0.005000 -0.008049 0.001000 3 1.231831E-10
-0.005000 -0.008049 0.001500 3 1.231831E-10
-0.005000 -0.007561 -0.001500 3 1.231831E-10
-0.005000 -0.007561 -0.001000 3 1.231831E-10
-0.005000 -0.007561 -0.000500 3 1.231831E-10
-0.005000 -0.007561 0.000000 3 1.231831E-10
-0.005000 -0.007561 0.000500 3 1.231831E-10
-0.005000 -0.007561 0.001000 3 1.231831E-10
-0.005000 -0.007561 0.001500 3 1.231831E-10
-0.005000 -0.007073 -0.001500 3 1.231831E-10
-0.005000 -0.007073 -0.001000 3 1.231831E-10
-0.005000 -0.007073 -0.000500 3 1.231831E-10
-0.005000 -0.007073 0.000000 3 1.231831E-10
-0.005000 -0.007073 0.000500 3 1.231831E-10
-0.005000 -0.007073 0.001000 3 1.231831E-10
-0.005000 -0.007073 0.001500 3 1.231831E-10
-0.005000 -0.006585 -0.001500 3 1.231831E-10
-0.005000 -0.006585 -0.001000 3 1.231831E-10
-0.005000 -0.006585 -0.000500 3 1.231831E-10
-0.005000 -0.006585 0.000000 3 1.231831E-10
-0.005000 -0.006585 0.000500 3 1.231831E-10
-0.005000 -0.006585 0.001000 3 1.231831E-10
-0.005000 -0.006585 0.001500 3 1.231831E-10
-0.005000 -0.006098 -0.001500 3 1.231831E-10
-0.005000 -0.006098 -0.001000 3 1.231831E-10
-0.005000 -0.006098 -0.000500 3 1.231831E-10
-0.005000 -0.006098 0.000000 3 1.231831E-10
-0.005000 -0.006098 0.000500 3 1.231831E-10
-0.005000 -0.006098 0.001000 3 1.231831E-10
-0.005000 -0.006098 0.001500 3 1.231831E-10
