Reaction_Force:0,Reaction_Force:1,Reaction_Force:2,External_Displacement:0,External_Displacement:1,External_Displacement:2,Time,vtkOriginalIndices,__vtkIsSelected__
0,0,0,0,0,0,0,0,0
-3.73559e-006,-0.120829,3.10702e-013,-9.18331e-009,2.47957e-008,-1.1739e-009,6.19893e-006,1,0
0.00483611,-0.0718239,-1.48138e-012,-2.16146e-008,4.95914e-008,-1.21268e-009,1.23979e-005,2,0
0.00102955,-0.0894337,-8.91698e-013,-3.79905e-008,7.43871e-008,-2.20963e-009,1.85968e-005,3,0
-0.00272568,-0.13659,9.24504e-014,-4.34427e-008,9.91828e-008,-2.85011e-009,2.47957e-005,4,0
-0.000167049,-0.220743,5.21283e-013,-4.93293e-008,1.23979e-007,-3.87486e-009,3.09946e-005,5,0
-0.00129746,-0.264933,1.91452e-012,-6.43351e-008,1.48774e-007,-4.5429e-009,3.71936e-005,6,0
0.00067974,-0.28156,2.9621e-013,-7.57206e-008,1.7357e-007,-5.2148e-009,4.33925e-005,7,0
0.00225219,-0.312612,-2.6612e-012,-9.05925e-008,1.98366e-007,-6.11662e-009,4.95914e-005,8,0
-0.000252352,-0.357898,-1.60151e-012,-9.84773e-008,2.23161e-007,-6.76198e-009,5.57903e-005,9,0
-5.99925e-005,-0.411665,1.88309e-012,-1.04977e-007,2.47957e-007,-7.41788e-009,6.19893e-005,10,0
-0.00036379,-0.458566,3.129e-012,-1.17508e-007,2.72753e-007,-8.28594e-009,6.81882e-005,11,0
-0.00127655,-0.483906,8.04348e-013,-1.29049e-007,2.97548e-007,-8.9595e-009,7.43871e-005,12,0
0.00128757,-0.51789,2.63946e-012,-1.42705e-007,3.22344e-007,-9.7776e-009,8.0586e-005,13,0
0.000322545,-0.567405,2.343e-012,-1.52415e-007,3.4714e-007,-1.04917e-008,8.6785e-005,14,0
0.00119047,-0.615665,-3.48236e-012,-1.59801e-007,3.71936e-007,-1.11863e-008,9.29839e-005,15,0
-0.000137647,-0.657627,-9.06854e-013,-1.71901e-007,3.96731e-007,-1.20135e-008,9.91828e-005,16,0
-0.00210278,-0.686097,-5.14167e-012,-1.83412e-007,4.21527e-007,-1.27422e-008,0.000105382,17,0
