Reaction_Force:0,Reaction_Force:1,Reaction_Force:2,External_Displacement:0,External_Displacement:1,External_Displacement:2,Time,vtkOriginalIndices,__vtkIsSelected__
0,0,0,0,0,0,0,0,0
3.13666e-005,-0.108816,7.4268e-014,-1.20512e-008,3.05514e-008,-1.45008e-009,7.63785e-006,1,0
0.00599975,-0.0522751,-4.51093e-013,-3.01812e-008,6.11028e-008,-2.09253e-009,1.52757e-005,2,0
-0.00334429,-0.127275,5.70259e-013,-4.25109e-008,9.16542e-008,-2.64938e-009,2.29135e-005,3,0
-0.000188628,-0.213871,3.62776e-013,-4.88726e-008,1.22206e-007,-4.14838e-009,3.05514e-005,4,0
-0.0015897,-0.26596,-7.01322e-013,-6.71873e-008,1.52757e-007,-5.34483e-009,3.81892e-005,5,0
0.00221017,-0.283585,-8.15761e-013,-8.24357e-008,1.83308e-007,-5.93964e-009,4.58271e-005,6,0
7.94982e-005,-0.345253,3.10686e-013,-9.68649e-008,2.1386e-007,-7.17141e-009,5.34649e-005,7,0
-0.000194866,-0.401625,-7.69824e-013,-1.04711e-007,2.44411e-007,-8.23132e-009,6.11028e-005,8,0
-0.000718483,-0.459364,2.97445e-012,-1.19865e-007,2.74963e-007,-9.14705e-009,6.87406e-005,9,0
-0.000121916,-0.484854,1.27086e-012,-1.34852e-007,3.05514e-007,-1.02055e-008,7.63785e-005,10,0
-0.000114182,-0.548217,5.31146e-012,-1.49753e-007,3.36065e-007,-1.13625e-008,8.40163e-005,11,0
0.000536726,-0.602393,-2.57064e-012,-1.59279e-007,3.66617e-007,-1.21496e-008,9.16542e-005,12,0
-1.49532e-005,-0.655031,8.32108e-014,-1.73822e-007,3.97168e-007,-1.32477e-008,9.9292e-005,13,0
-0.0024941,-0.686895,2.12356e-012,-1.88584e-007,4.2772e-007,-1.43796e-008,0.00010693,14,0
0.00483515,-0.745522,-7.07843e-012,-2.03479e-007,4.58271e-007,-1.52764e-008,0.000114568,15,0
-0.00399945,-0.800977,-3.17485e-012,-2.13695e-007,4.88822e-007,-1.62995e-008,0.000122206,16,0
0.00240737,-0.86052,-2.66399e-012,-2.28094e-007,5.19374e-007,-1.73777e-008,0.000129843,17,0
-0.00596752,-0.878052,9.47966e-012,-2.42287e-007,5.49925e-007,-1.82459e-008,0.000137481,18,0
-0.0035202,-0.94869,7.58789e-012,-2.57628e-007,5.80477e-007,-1.93787e-008,0.000145119,19,0
0.00130121,-1.00662,1.47743e-011,-2.64554e-007,6.11028e-007,-2.05263e-008,0.000152757,20,0
0.00185107,-1.0338,1.37208e-011,-2.83448e-007,6.41579e-007,-2.13481e-008,0.000160395,21,0
0.00778078,-1.1428,4.55557e-012,-2.96143e-007,6.72131e-007,-2.24708e-008,0.000168033,22,0
-0.00743614,-1.16269,-4.49908e-012,-3.07159e-007,7.02682e-007,-2.37446e-008,0.000175671,23,0
0.00466074,-1.18942,-4.54186e-012,-3.24326e-007,7.33233e-007,-2.47156e-008,0.000183308,24,0
0.00334163,-1.24072,-7.15729e-012,-3.35623e-007,7.63785e-007,-2.54203e-008,0.000190946,25,0
-0.00248937,-1.33918,-4.22252e-012,-3.44122e-007,7.94336e-007,-2.70005e-008,0.000198584,26,0
0.0013373,-1.26894,2.34259e-012,-3.65128e-007,8.24888e-007,-2.74015e-008,0.000206222,27,0
-0.00218349,-1.3808,1.37708e-011,-3.75712e-007,8.55439e-007,-2.85093e-008,0.00021386,28,0
0.0081744,-1.50074,9.75743e-012,-3.91756e-007,8.8599e-007,-2.94383e-008,0.000221498,29,0
-0.00290864,-1.47964,-1.02211e-011,-4.0517e-007,9.16542e-007,-3.07612e-008,0.000229135,30,0
0.001732,-1.54031,5.3394e-012,-4.14171e-007,9.47093e-007,-3.18178e-008,0.000236773,31,0
-0.0060415,-1.58195,-1.0168e-011,-4.27129e-007,9.77645e-007,-3.26207e-008,0.000244411,32,0
0.0073017,-1.67463,2.30882e-011,-4.42524e-007,1.0082e-006,-3.37492e-008,0.000252049,33,0
-0.00129379,-1.68523,-1.12212e-011,-4.62602e-007,1.03875e-006,-3.44091e-008,0.000259687,34,0
7.28228e-005,-1.71601,6.85528e-012,-4.69344e-007,1.0693e-006,-3.53592e-008,0.000267325,35,0
-0.00602503,-1.80194,-1.58136e-011,-4.79766e-007,1.09985e-006,-3.7141e-008,0.000274963,36,0
0.00538121,-1.85106,2.53309e-011,-4.94855e-007,1.1304e-006,-3.77435e-008,0.0002826,37,0
-0.00646286,-1.88912,-2.58303e-011,-5.13517e-007,1.16095e-006,-3.91205e-008,0.000290238,38,0
0.00250819,-1.93958,2.61998e-011,-5.23646e-007,1.1915e-006,-3.99333e-008,0.000297876,39,0
-0.00108337,-2.00662,1.27833e-011,-5.34925e-007,1.22206e-006,-4.09783e-008,0.000305514,40,0
0.0021167,-2.05076,-9.14015e-012,-5.4904e-007,1.25261e-006,-4.14121e-008,0.000313152,41,0
0.00140128,-2.08696,-1.02273e-011,-5.67058e-007,1.28316e-006,-4.30034e-008,0.00032079,42,0
-0.000623722,-2.11843,-2.45013e-011,-5.77337e-007,1.31371e-006,-4.36579e-008,0.000328427,43,0
-0.00102056,-2.18153,5.72262e-012,-5.88964e-007,1.34426e-006,-4.49255e-008,0.000336065,44,0
-0.000417353,-2.25368,-2.00355e-011,-6.04562e-007,1.37481e-006,-4.60143e-008,0.000343703,45,0
-0.000661311,-2.27419,1.58576e-011,-6.18403e-007,1.40536e-006,-4.70153e-008,0.000351341,46,0
0.00585027,-2.33698,8.91352e-012,-6.3021e-007,1.43592e-006,-4.7624e-008,0.000358979,47,0
-0.000216052,-2.45902,-3.348e-012,-6.3926e-007,1.46647e-006,-4.9404e-008,0.000366617,48,0
-0.00187761,-2.39579,2.37621e-011,-6.61898e-007,1.49702e-006,-4.99456e-008,0.000374255,49,0
0.00132152,-2.5251,2.0069e-011,-6.73922e-007,1.52757e-006,-5.1251e-008,0.000381892,50,0
-0.00248536,-2.56868,-7.8121e-012,-6.8001e-007,1.55812e-006,-5.17483e-008,0.00038953,51,0
0.00179787,-2.565,5.35873e-011,-6.98995e-007,1.58867e-006,-5.29737e-008,0.000397168,52,0
0.00825942,-2.6441,1.05369e-011,-7.13171e-007,1.61922e-006,-5.40115e-008,0.000404806,53,0
-0.00723918,-2.71877,1.57157e-011,-7.23245e-007,1.64978e-006,-5.50736e-008,0.000412444,54,0
0.00300174,-2.75352,4.59305e-012,-7.38509e-007,1.68033e-006,-5.6022e-008,0.000420082,55,0
0.00107442,-2.74325,-1.07361e-011,-7.53265e-007,1.71088e-006,-5.68883e-008,0.00042772,56,0
0.00614919,-2.89048,-2.30457e-011,-7.68157e-007,1.74143e-006,-5.83423e-008,0.000435357,57,0
-0.00324322,-2.87992,3.62765e-011,-7.7541e-007,1.77198e-006,-5.92383e-008,0.000442995,58,0
-0.00543891,-2.94157,-2.11784e-011,-7.89515e-007,1.80253e-006,-6.03663e-008,0.000450633,59,0
0.00175493,-2.95563,4.63389e-011,-8.05238e-007,1.83308e-006,-6.10633e-008,0.000458271,60,0
-0.00110709,-3.07859,4.9648e-012,-8.22459e-007,1.86364e-006,-6.22913e-008,0.000465909,61,0
0.00712539,-3.09798,2.61081e-011,-8.32572e-007,1.89419e-006,-6.32489e-008,0.000473547,62,0
-0.00322498,-3.12725,-4.44363e-011,-8.44116e-007,1.92474e-006,-6.39778e-008,0.000481184,63,0
-0.00376467,-3.18362,1.36714e-011,-8.55586e-007,1.95529e-006,-6.53562e-008,0.000488822,64,0
0.00635915,-3.27871,1.53645e-011,-8.76904e-007,1.98584e-006,-6.62043e-008,0.00049646,65,0
-0.000189941,-3.29392,4.59776e-011,-8.86762e-007,2.01639e-006,-6.72683e-008,0.000504098,66,0
-0.00134235,-3.33951,4.68741e-011,-8.98217e-007,2.04694e-006,-6.87956e-008,0.000511736,67,0
0.00154608,-3.35554,-5.06012e-011,-9.11062e-007,2.07749e-006,-6.95281e-008,0.000519374,68,0
-0.00509088,-3.4394,3.3847e-011,-9.27761e-007,2.10805e-006,-7.03369e-008,0.000527012,69,0
0.00123084,-3.51964,3.43868e-011,-9.38461e-007,2.1386e-006,-7.14879e-008,0.000534649,70,0
-0.00266684,-3.50231,-5.59431e-011,-9.55076e-007,2.16915e-006,-7.26583e-008,0.000542287,71,0
0.00396761,-3.5874,8.7685e-012,-9.65574e-007,2.1997e-006,-7.36317e-008,0.000549925,72,0
