Reaction_Force:0,Reaction_Force:1,Reaction_Force:2,External_Displacement:0,External_Displacement:1,External_Displacement:2,Time,vtkOriginalIndices,__vtkIsSelected__
0,0,0,0,0,0,0,0,0
1.2456e-007,-0.159506,-1.35525e-020,-1.8912e-009,7.23697e-009,-8.82101e-010,1.80924e-006,1,0
-1.19125e-006,-0.150279,1.35525e-020,-4.58541e-009,1.44739e-008,-1.27823e-009,3.61849e-006,2,0
-4.79536e-006,-0.135802,-8.80914e-020,-7.79653e-009,2.17109e-008,-1.24508e-009,5.42773e-006,3,0
-2.43016e-005,-0.119664,7.11508e-020,-1.11854e-008,2.89479e-008,-1.31032e-009,7.23697e-006,4,0
9.52527e-005,-0.102646,-3.91177e-014,-1.48791e-008,3.61849e-008,-1.27351e-009,9.04621e-006,5,0
0.00152943,-0.0856598,-2.57747e-013,-1.86524e-008,4.34218e-008,-1.04474e-009,1.08555e-005,6,0
0.00566477,-0.0699323,-2.53404e-014,-2.27017e-008,5.06588e-008,-1.10049e-009,1.26647e-005,7,0
0.00675466,-0.0545097,9.01457e-013,-2.77614e-008,5.78958e-008,-1.77405e-009,1.44739e-005,8,0
0.00584063,-0.0613552,1.40553e-014,-3.38037e-008,6.51327e-008,-2.62778e-009,1.62832e-005,9,0
0.00283895,-0.0857532,-1.62296e-012,-3.71416e-008,7.23697e-008,-2.54433e-009,1.80924e-005,10,0
-0.000441708,-0.105144,-1.39088e-012,-3.96121e-008,7.96067e-008,-3.10932e-009,1.99017e-005,11,0
-0.00387765,-0.12506,8.00573e-013,-4.09527e-008,8.68436e-008,-3.39642e-009,2.17109e-005,12,0
-0.00448601,-0.138218,-1.24893e-012,-4.15919e-008,9.40806e-008,-3.05944e-009,2.35202e-005,13,0
-0.00271771,-0.147987,-1.08161e-012,-4.20737e-008,1.01318e-007,-2.9945e-009,2.53294e-005,14,0
-0.00394088,-0.164167,1.66048e-012,-4.30968e-008,1.08555e-007,-3.73884e-009,2.71386e-005,15,0
-0.00163074,-0.194935,5.55258e-012,-4.4622e-008,1.15792e-007,-3.9367e-009,2.89479e-005,16,0
-0.000726625,-0.228453,4.7708e-012,-4.62415e-008,1.23028e-007,-4.24428e-009,3.07571e-005,17,0
-0.000502775,-0.255476,3.94114e-012,-4.91648e-008,1.30265e-007,-4.77796e-009,3.25664e-005,18,0
0.000923561,-0.266384,1.35598e-012,-5.42528e-008,1.37502e-007,-5.03016e-009,3.43756e-005,19,0
0.00132219,-0.274632,-2.94248e-014,-5.93633e-008,1.44739e-007,-5.11362e-009,3.61849e-005,20,0
-0.00090674,-0.275666,-1.68993e-012,-6.44541e-008,1.51976e-007,-5.2079e-009,3.79941e-005,21,0
-0.00237851,-0.278436,-2.36117e-012,-6.8259e-008,1.59213e-007,-5.52296e-009,3.98033e-005,22,0
-0.00237474,-0.281923,-2.65678e-012,-7.17139e-008,1.6645e-007,-5.62934e-009,4.16126e-005,23,0
-0.00147362,-0.283344,8.4392e-014,-7.51202e-008,1.73687e-007,-5.86113e-009,4.34218e-005,24,0
0.00090976,-0.285312,3.40353e-012,-7.89969e-008,1.80924e-007,-6.25481e-009,4.52311e-005,25,0
0.00287998,-0.292771,-8.3364e-013,-8.3323e-008,1.88161e-007,-6.71266e-009,4.70403e-005,26,0
0.00301203,-0.313613,1.70614e-012,-8.71041e-008,1.95398e-007,-6.89652e-009,4.88496e-005,27,0
0.00222435,-0.338786,6.29201e-012,-9.0126e-008,2.02635e-007,-7.12072e-009,5.06588e-005,28,0
0.00153313,-0.359185,8.29132e-013,-9.27697e-008,2.09872e-007,-7.29201e-009,5.2468e-005,29,0
0.0001423,-0.372675,2.0557e-012,-9.43509e-008,2.17109e-007,-7.49763e-009,5.42773e-005,30,0
6.176e-005,-0.379978,7.87561e-012,-9.64764e-008,2.24346e-007,-7.68238e-009,5.60865e-005,31,0
0.000375065,-0.390913,1.99363e-012,-9.79379e-008,2.31583e-007,-8.09091e-009,5.78958e-005,32,0
-0.000978545,-0.405486,-1.17397e-012,-9.93646e-008,2.3882e-007,-8.28575e-009,5.9705e-005,33,0
-0.00136407,-0.424925,-1.45876e-012,-1.01167e-007,2.46057e-007,-8.56226e-009,6.15142e-005,34,0
0.000187574,-0.442662,2.4199e-012,-1.04116e-007,2.53294e-007,-8.8726e-009,6.33235e-005,35,0
0.00167185,-0.454761,2.42834e-012,-1.08031e-007,2.60531e-007,-9.12193e-009,6.51327e-005,36,0
0.000961304,-0.465356,-2.90905e-012,-1.12065e-007,2.67768e-007,-9.28556e-009,6.6942e-005,37,0
