DxNo,FxNo,DxSto1,FxSto1,DxSto2,FxSto2,DxSto3,FxSto3
0,0,0,0,0,0,0,0
0.00661927,3,0.00655337,3,0.00582522,2,0.00582522,2
0.0132385,8,0.0131067,7,0.0116504,6,0.0116504,6
0.0198578,12,0.0196601,12,0.0174757,9,0.0174757,9
0.0264771,16,0.0262135,15,0.0233009,15,0.0233009,15
0.0330964,20,0.0327669,19,0.0291261,16,0.0291261,16
0.0397156,23,0.0393202,23,0.0349513,22,0.0349513,22
0.0463349,29,0.0458736,28,0.0407765,25,0.0407765,25
0.0529542,33,0.052427,31,0.0466018,28,0.0466018,28
0.0595735,37,0.0589803,34,0.052427,31,0.052427,31
0.0661927,41,0.0655337,38,0.0582522,33,0.0582522,33
0.072812,45,0.0720871,42,0.0640774,37,0.0640774,37
0.0794313,47,0.0786405,46,0.0699026,39,0.0699026,39
0.0860506,53,0.0851938,50,0.0757278,44,0.0757278,44
0.0926698,56,0.0917472,55,0.0815531,46,0.0815531,46
0.0992891,59,0.0983006,59,0.0873783,53,0.0873783,53
0.105908,62,0.104854,63,0.0932035,58,0.0932035,58
0.112528,68,0.111407,65,0.0990287,59,0.0990287,59
0.119147,71,0.117961,69,0.104854,63,0.104854,63
0.125766,77,0.124514,73,0.110679,64,0.110679,64
0.132385,79,0.131067,77,0.116504,69,0.116504,69
0.139005,83,0.137621,81,0.12233,71,0.12233,71
0.145624,87,0.144174,86,0.128155,73,0.128155,73
0.152243,91,0.150728,90,0.13398,76,0.13398,76
0.158863,94,0.157281,94,0.139805,83,0.139805,83
0.165482,97,0.163834,97,0.14563,87,0.14563,87
0.172101,101,0.170388,100,0.151456,89,0.151456,89
0.17872,104,0.176941,105,0.157281,94,0.157281,94
0.18534,110,0.183494,108,0.163106,98,0.163106,98
0.191959,112,0.190048,112,0.168931,100,0.168931,100
0.198578,116,0.196601,115,0.174757,103,0.174757,103
0.205197,121,0.203155,121,0.180582,104,0.180582,104
0.211817,125,0.209708,125,0.186407,108,0.186407,108
0.218436,130,0.216261,128,0.192232,113,0.192232,113
0.225055,134,0.222815,132,0.198057,116,0.198057,116
0.231675,137,0.229368,136,0.203883,118,0.203883,118
0.238294,140,0.235921,139,0.209708,125,0.209708,125
0.244913,145,0.242475,143,0.215533,128,0.215533,128
0.251532,149,0.249028,146,0.221358,132,0.221358,132
0.258152,153,0.255581,150,0.227184,135,0.227184,135
0.264771,157,0.262135,155,0.233009,136,0.233009,136
0.27139,159,0.268688,159,0.238834,140,0.238834,140
0.278009,165,0.275242,163,0.244659,143,0.244659,143
0.284629,169,0.281795,166,0.250484,146,0.250484,146
0.291248,174,0.288348,170,0.25631,149,0.25631,149
0.297867,178,0.294902,174,0.262135,156,0.262135,156
0.304487,182,0.301455,176,0.26796,159,0.26796,159
0.311106,185,0.308008,180,0.273785,163,0.273785,163
0.317725,190,0.314562,185,0.279611,166,0.279611,166
0.324344,195,0.321115,190,0.285436,168,0.285436,168
0.330964,197,0.327669,194,0.291261,174,0.291261,174
0.337583,201,0.334222,196,0.297086,175,0.297086,175
0.344202,205,0.340775,201,0.302911,177,0.302911,177
0.350822,209,0.347329,205,0.308737,180,0.308737,180
0.357441,212,0.353882,208,0.314562,185,0.314562,185
0.36406,217,0.360435,212,0.320387,189,0.320387,189
0.370679,219,0.366989,215,0.326212,194,0.326212,194
0.377299,222,0.373542,219,0.332037,197,0.332037,197
0.383918,227,0.380096,224,0.337863,200,0.337863,200
0.390537,231,0.386649,227,0.343688,205,0.343688,205
0.397156,235,0.393202,232,0.349513,206,0.349513,206
0.403776,239,0.399756,236,0.355338,207,0.355338,207
0.410395,242,0.406309,240,0.361164,213,0.361164,213
0.417014,246,0.412862,244,0.366989,215,0.366989,215
0.423634,250,0.419416,246,0.372814,221,0.372814,221
0.430253,254,0.425969,251,0.378639,223,0.378639,223
0.436872,257,0.432523,255,0.384464,227,0.384464,227
0.443491,262,0.439076,260,0.39029,232,0.39029,232
0.450111,263,0.445629,263,0.396115,236,0.396115,236
0.45673,268,0.452183,268,0.40194,239,0.40194,239
0.463349,273,0.458736,272,0.407765,240,0.407765,240
0.469968,278,0.465289,277,0.413591,244,0.413591,244
0.476588,280,0.471843,281,0.419416,247,0.419416,247
0.483207,284,0.478396,284,0.425241,251,0.425241,251
0.489826,290,0.48495,288,0.431066,254,0.431066,254
0.496446,295,0.491503,292,0.436891,256,0.436891,256
0.503065,300,0.498056,296,0.442717,264,0.442717,264
0.509684,304,0.50461,299,0.448542,266,0.448542,266
0.516303,307,0.511163,303,0.454367,270,0.454367,270
0.522923,312,0.517716,308,0.460192,272,0.460192,272
0.529542,316,0.52427,313,0.466018,275,0.466018,275
0.536161,321,0.530823,317,0.471843,281,0.471843,281
0.54278,325,0.537376,321,0.477668,282,0.477668,282
0.5494,328,0.54393,323,0.483493,285,0.483493,285
0.556019,332,0.550483,329,0.489318,288,0.489318,288
0.562638,335,0.557037,332,0.495144,292,0.495144,292
0.569258,340,0.56359,335,0.500969,297,0.500969,297
0.575877,343,0.570143,339,0.506794,299,0.506794,299
0.582496,348,0.576697,343,0.512619,304,0.512619,304
0.589115,351,0.58325,347,0.518445,307,0.518445,307
0.595735,355,0.589803,352,0.52427,313,0.52427,313
0.602354,358,0.596357,355,0.530095,315,0.530095,315
0.608973,363,0.60291,359,0.53592,317,0.53592,317
0.615592,367,0.609464,363,0.541745,320,0.541745,320
0.622212,371,0.616017,367,0.547571,322,0.547571,322
0.628831,373,0.62257,371,0.553396,328,0.553396,328
0.63545,378,0.629124,373,0.559221,330,0.559221,330
0.64207,382,0.635677,376,0.565046,333,0.565046,333
0.648689,385,0.64223,381,0.570871,339,0.570871,339
0.655308,389,0.648784,385,0.576697,343,0.576697,343
0.661927,393,0.655337,389,0.582522,349,0.582522,349
0.668547,397,0.661891,393,0.588347,349,0.588347,349
0.675166,400,0.668444,396,0.594172,352,0.594172,352
0.681785,405,0.674997,400,0.599998,356,0.599998,356
0.688404,408,0.681551,406,0.605823,358,0.605823,358
0.695024,412,0.688104,407,0.611648,362,0.611648,362
0.700001,417,0.694657,411,0.617473,364,0.617473,364
0.700008,417,0.701211,414,0.623298,369,0.623298,369
0.700015,417,0.707764,418,0.629124,373,0.629124,373
0.700021,417,0.714318,424,0.634949,378,0.634949,378
0.700028,417,0.717784,428,0.640774,381,0.640774,381
0.700035,417,0.717791,428,0.646599,384,0.646599,384
0.700041,417,0.717797,428,0.652425,389,0.652425,389
0.700048,417,0.717804,428,0.65825,391,0.65825,391
0.700054,417,0.71781,427,0.664075,394,0.664075,394
0.700061,416,0.717817,427,0.6699,395,0.6699,395
0.700068,416,0.717824,427,0.675725,398,0.675725,398
0.700074,416,0.71783,428,0.681551,404,0.681551,404
0.700081,416,0.717837,428,0.687376,407,0.687376,407
0.700087,416,0.717843,428,0.693201,411,0.693201,411
0.700094,415,0.71785,428,0.699026,415,0.699026,415
0.700101,415,0.717856,427,0.704852,418,0.704852,418
0.700107,415,0.717863,427,0.710677,423,0.710677,423
0.700114,416,0.717869,427,0.716502,424,0.716502,424
0.700121,416,0.717876,427,0.722327,429,0.722327,429
0.700127,416,0.717883,427,0.728152,429,0.728152,429
0.700134,416,0.717889,427,0.733978,432,0.733978,432
0.70014,416,0.717896,427,0.739803,439,0.739803,439
0.700147,417,0.717902,427,0.740001,438,0.740001,438
0.700154,417,0.717909,427,0.740007,438,0.740007,438
0.70016,417,0.717915,427,0.740013,438,0.740013,438
0.700167,417,0.717922,427,0.740018,438,0.740018,438
0.700174,417,0.717928,427,0.740024,438,0.740024,438
0.70018,417,0.717935,427,0.74003,438,0.74003,438
0.700187,417,0.717942,427,0.740036,438,0.740036,438
0.700193,417,0.717948,427,0.740042,438,0.740042,438
0.7002,417,0.717955,427,0.740047,437,0.740047,437
0.700207,418,0.717961,427,0.740053,437,0.740053,437
0.700213,418,0.717968,428,0.740059,437,0.740059,437
0.70022,418,0.717974,428,0.740065,436,0.740065,436
0.700226,418,0.717981,428,0.740071,436,0.740071,436
0.700233,417,0.717987,427,0.740077,436,0.740077,436
0.70024,417,0.717994,427,0.740082,436,0.740082,436
0.700246,417,0.718001,427,0.740088,436,0.740088,436
0.700253,417,0.718007,427,0.740094,435,0.740094,435
0.70026,417,0.718014,427,0.7401,435,0.7401,435
0.700266,417,0.71802,427,0.740106,435,0.740106,435
0.700273,417,0.718027,427,0.740112,435,0.740112,435
0.700279,416,0.718033,427,0.740117,435,0.740117,435
0.700286,416,0.71804,427,0.740123,435,0.740123,435
0.700293,416,0.718046,427,0.740129,436,0.740129,436
0.700299,416,0.718053,427,0.740135,436,0.740135,436
0.700306,416,0.718059,427,0.740141,436,0.740141,436
0.700313,415,0.718066,427,0.740147,436,0.740147,436
0.700319,415,0.718073,427,0.740152,437,0.740152,437
0.700326,415,0.718079,427,0.740158,437,0.740158,437
0.700332,415,0.718086,427,0.740164,437,0.740164,437
0.700339,416,0.718092,428,0.74017,437,0.74017,437
0.700346,416,0.718099,428,0.740176,437,0.740176,437
0.700352,416,0.718105,428,0.740181,437,0.740181,437
0.700359,416,0.718112,428,0.740187,437,0.740187,437
0.700366,416,0.718118,428,0.740193,437,0.740193,437
0.700372,416,0.718125,428,0.740199,437,0.740199,437
0.700379,416,0.718132,428,0.740205,437,0.740205,437
0.700385,416,0.718138,428,0.740211,437,0.740211,437
0.700392,416,0.718145,428,0.740216,437,0.740216,437
0.700399,416,0.718151,427,0.740222,437,0.740222,437
0.700405,416,0.718158,427,0.740228,437,0.740228,437
0.700412,416,0.718164,427,0.740234,437,0.740234,437
0.700418,416,0.718171,427,0.74024,437,0.74024,437
0.700425,416,0.718177,427,0.740246,436,0.740246,436
0.700432,416,0.718184,427,0.740251,436,0.740251,436
0.700438,416,0.718191,427,0.740257,436,0.740257,436
0.700445,416,0.718197,427,0.740263,436,0.740263,436
0.700452,416,0.718204,427,0.740269,436,0.740269,436
0.700458,416,0.71821,427,0.740275,435,0.740275,435
0.700465,417,0.718217,427,0.740281,435,0.740281,435
0.700471,417,0.718223,426,0.740286,435,0.740286,435
0.700478,417,0.71823,426,0.740292,435,0.740292,435
0.700485,417,0.718236,426,0.740298,435,0.740298,435
0.700491,417,0.718243,426,0.740304,435,0.740304,435
0.700498,418,0.71825,426,0.74031,435,0.74031,435
0.700505,418,0.718256,426,0.740315,435,0.740315,435
0.700511,418,0.718263,425,0.740321,434,0.740321,434
0.700518,417,0.718269,425,0.740327,434,0.740327,434
0.700524,417,0.718276,425,0.740333,434,0.740333,434
0.700531,417,0.718282,425,0.740339,435,0.740339,435
0.700538,417,0.718289,425,0.740345,435,0.740345,435
0.700544,417,0.718295,425,0.74035,435,0.74035,435
0.700551,417,0.718302,425,0.740356,436,0.740356,436
0.700557,417,0.718309,425,0.740362,436,0.740362,436
0.700564,417,0.718315,425,0.740368,437,0.740368,437
0.700571,417,0.718322,424,0.740374,438,0.740374,438
0.700577,417,0.718328,424,0.74038,438,0.74038,438
0.700584,416,0.718335,424,0.740385,439,0.740385,439
0.700591,416,0.718341,424,0.740391,440,0.740391,440
0.700597,416,0.718348,424,0.740397,440,0.740397,440
0.700604,416,0.718354,424,0.740403,441,0.740403,441
0.70061,417,0.718361,424,0.740409,441,0.740409,441
0.700617,417,0.718368,424,0.740414,441,0.740414,441
0.700624,417,0.718374,424,0.74042,441,0.74042,441
0.70063,417,0.718381,424,0.740426,441,0.740426,441
0.700637,418,0.718387,425,0.740432,441,0.740432,441
0.700644,418,0.718394,425,0.740438,441,0.740438,441
0.70065,418,0.7184,425,0.740444,440,0.740444,440
0.700657,418,0.718407,425,0.740449,440,0.740449,440
0.700663,418,0.718413,425,0.740455,439,0.740455,439
0.70067,418,0.71842,425,0.740461,439,0.740461,439
0.700677,418,0.718426,425,0.740467,439,0.740467,439
0.700683,418,0.718433,425,0.740473,439,0.740473,439
0.70069,418,0.71844,425,0.740479,439,0.740479,439
0.700696,418,0.718446,425,0.740484,439,0.740484,439
0.700703,418,0.718453,425,0.74049,439,0.74049,439
0.70071,418,0.718459,425,0.740496,439,0.740496,439
0.700716,418,0.718466,425,0.740502,439,0.740502,439
0.700723,418,0.718472,425,0.740508,438,0.740508,438
0.70073,417,0.718479,425,0.740514,438,0.740514,438
0.700736,417,0.718485,425,0.740519,438,0.740519,438
0.700743,417,0.718492,425,0.740525,438,0.740525,438
0.700749,417,0.718499,425,0.740531,438,0.740531,438
0.700756,417,0.718505,425,0.740537,438,0.740537,438
0.700763,417,0.718512,425,0.740543,438,0.740543,438
0.700769,417,0.718518,425,0.740548,439,0.740548,439
0.700776,417,0.718525,425,0.740554,439,0.740554,439
0.700783,417,0.718531,425,0.74056,439,0.74056,439
0.700789,417,0.718538,425,0.740566,439,0.740566,439
0.700796,417,0.718544,425,0.740572,440,0.740572,440
0.700802,417,0.718551,425,0.740578,440,0.740578,440
0.700809,417,0.718558,425,0.740583,440,0.740583,440
0.700816,417,0.718564,425,0.740589,439,0.740589,439
0.700822,417,0.718571,425,0.740595,439,0.740595,439
0.700829,417,0.718577,425,0.740601,439,0.740601,439
0.700835,417,0.718584,425,0.740607,439,0.740607,439
0.700842,417,0.71859,425,0.740613,439,0.740613,439
0.700849,417,0.718597,425,0.740618,439,0.740618,439
0.700855,417,0.718603,425,0.740624,439,0.740624,439
0.700862,417,0.71861,424,0.74063,439,0.74063,439
0.700869,417,0.718617,424,0.740636,439,0.740636,439
0.700875,417,0.718623,424,0.740642,439,0.740642,439
0.700882,416,0.71863,424,0.740647,439,0.740647,439
0.700888,416,0.718636,424,0.740653,439,0.740653,439
0.700895,416,0.718643,424,0.740659,439,0.740659,439
0.700902,416,0.718649,424,0.740665,439,0.740665,439
0.700908,416,0.718656,424,0.740671,439,0.740671,439
0.700915,416,0.718662,424,0.740677,438,0.740677,438
0.700922,415,0.718669,424,0.740682,438,0.740682,438
0.700928,415,0.718676,424,0.740688,437,0.740688,437
0.700935,415,0.718682,424,0.740694,437,0.740694,437
0.700941,415,0.718689,424,0.7407,436,0.7407,436
0.700948,415,0.718695,424,0.740706,436,0.740706,436
0.700955,416,0.718702,424,0.740712,436,0.740712,436
0.700961,416,0.718708,424,0.740717,436,0.740717,436
0.700968,416,0.718715,424,0.740723,436,0.740723,436
0.700974,416,0.718721,424,0.740729,436,0.740729,436
0.700981,416,0.718728,424,0.740735,436,0.740735,436
0.700988,416,0.718734,424,0.740741,436,0.740741,436
0.700994,416,0.718741,424,0.740747,436,0.740747,436
0.701001,416,0.718748,424,0.740752,436,0.740752,436
0.701008,416,0.718754,423,0.740758,437,0.740758,437
0.701014,416,0.718761,423,0.740764,437,0.740764,437
0.701021,416,0.718767,423,0.74077,436,0.74077,436
0.701027,416,0.718774,423,0.740776,436,0.740776,436
0.701034,416,0.71878,423,0.740781,436,0.740781,436
0.701041,416,0.718787,424,0.740787,436,0.740787,436
0.701047,416,0.718793,424,0.740793,436,0.740793,436
0.701054,417,0.7188,424,0.740799,437,0.740799,437
0.701061,416,0.718807,424,0.740805,437,0.740805,437
0.701067,416,0.718813,424,0.740811,437,0.740811,437
0.701074,416,0.71882,424,0.740816,437,0.740816,437
0.70108,416,0.718826,424,0.740822,437,0.740822,437
0.701087,416,0.718833,424,0.740828,437,0.740828,437
0.701094,416,0.718839,424,0.740834,438,0.740834,438
0.7011,417,0.718846,424,0.74084,438,0.74084,438
0.701107,417,0.718852,424,0.740846,438,0.740846,438
0.701113,417,0.718859,424,0.740851,438,0.740851,438
0.70112,416,0.718866,424,0.740857,438,0.740857,438
0.701127,416,0.718872,423,0.740863,438,0.740863,438
0.701133,416,0.718879,423,0.740869,438,0.740869,438
0.70114,416,0.718885,423,0.740875,438,0.740875,438
0.701147,416,0.718892,423,0.74088,438,0.74088,438
0.701153,417,0.718898,423,0.740886,438,0.740886,438
0.70116,417,0.718905,423,0.740892,437,0.740892,437
0.701166,417,0.718911,423,0.740898,437,0.740898,437
0.701173,417,0.718918,424,0.740904,437,0.740904,437
0.70118,417,0.718925,424,0.74091,437,0.74091,437
0.701186,417,0.718931,424,0.740915,437,0.740915,437
0.701193,417,0.718938,424,0.740921,437,0.740921,437
0.7012,417,0.718944,424,0.740927,437,0.740927,437
0.701206,417,0.718951,424,0.740933,437,0.740933,437
0.701213,417,0.718957,424,0.740939,437,0.740939,437
0.701219,417,0.718964,424,0.740945,438,0.740945,438
0.701226,417,0.71897,424,0.74095,438,0.74095,438
0.701233,417,0.718977,424,0.740956,438,0.740956,438
0.701239,417,0.718984,424,0.740962,438,0.740962,438
0.701246,417,0.71899,423,0.740968,438,0.740968,438
0.701252,417,0.718997,423,0.740974,438,0.740974,438
0.701259,416,0.719003,423,0.74098,438,0.74098,438
0.701266,416,0.71901,423,0.740985,438,0.740985,438
0.701272,416,0.719016,423,0.740991,438,0.740991,438
0.701279,416,0.719023,423,0.740997,438,0.740997,438
0.701286,416,0.719029,423,0.741003,438,0.741003,438
0.701292,416,0.719036,423,0.741009,438,0.741009,438
0.701299,416,0.719043,423,0.741014,439,0.741014,439
0.701305,416,0.719049,423,0.74102,439,0.74102,439
0.701312,416,0.719056,423,0.741026,439,0.741026,439
0.701319,416,0.719062,423,0.741032,440,0.741032,440
0.701325,416,0.719069,424,0.741038,440,0.741038,440
0.701332,416,0.719075,424,0.741044,440,0.741044,440
0.701339,416,0.719082,424,0.741049,440,0.741049,440
0.701345,416,0.719088,424,0.741055,440,0.741055,440
0.701352,416,0.719095,424,0.741061,440,0.741061,440
0.701358,416,0.719101,424,0.741067,440,0.741067,440
0.701365,417,0.719108,425,0.741073,440,0.741073,440
0.701372,417,0.719115,425,0.741079,440,0.741079,440
0.701378,416,0.719121,425,0.741084,439,0.741084,439
0.701385,416,0.719128,425,0.74109,439,0.74109,439
0.701391,417,0.719134,425,0.741096,438,0.741096,438
0.701398,417,0.719141,425,0.741102,438,0.741102,438
0.701405,417,0.719147,425,0.741108,438,0.741108,438
0.701411,417,0.719154,426,0.741114,438,0.741114,438
0.701418,417,0.71916,426,0.741119,437,0.741119,437
0.701425,417,0.719167,426,0.741125,437,0.741125,437
0.701431,417,0.719174,426,0.741131,437,0.741131,437
0.701438,417,0.71918,426,0.741137,437,0.741137,437
0.701444,417,0.719187,426,0.741143,437,0.741143,437
0.701451,417,0.719193,426,0.741148,436,0.741148,436
0.701458,417,0.7192,426,0.741154,436,0.741154,436
0.701464,416,0.719206,426,0.74116,436,0.74116,436
0.701471,416,0.719213,426,0.741166,436,0.741166,436
0.701478,416,0.719219,426,0.741172,436,0.741172,436
0.701484,416,0.719226,427,0.741178,436,0.741178,436
0.701491,416,0.719233,427,0.741183,436,0.741183,436
0.701497,416,0.719239,427,0.741189,437,0.741189,437
0.701504,416,0.719246,427,0.741195,437,0.741195,437
0.701511,417,0.719252,427,0.741201,437,0.741201,437
0.701517,417,0.719259,427,0.741207,438,0.741207,438
0.701524,417,0.719265,427,0.741213,438,0.741213,438
0.70153,417,0.719272,427,0.741218,438,0.741218,438
0.701537,417,0.719278,427,0.741224,439,0.741224,439
0.701544,417,0.719285,427,0.74123,439,0.74123,439
0.70155,417,0.719292,427,0.741236,440,0.741236,440
0.701557,417,0.719298,427,0.741242,440,0.741242,440
0.701564,417,0.719305,427,0.741247,440,0.741247,440
0.70157,417,0.719311,428,0.741253,441,0.741253,441
0.701577,417,0.719318,427,0.741259,441,0.741259,441
0.701583,417,0.719324,427,0.741265,441,0.741265,441
0.70159,417,0.719331,427,0.741271,441,0.741271,441
0.701597,417,0.719337,427,0.741277,441,0.741277,441
0.701603,417,0.719344,427,0.741282,441,0.741282,441
0.70161,417,0.719351,427,0.741288,440,0.741288,440
0.701617,417,0.719357,427,0.741294,440,0.741294,440
0.701623,416,0.719364,426,0.7413,440,0.7413,440
0.70163,416,0.71937,426,0.741306,439,0.741306,439
0.701636,416,0.719377,427,0.741312,439,0.741312,439
0.701643,416,0.719383,427,0.741317,439,0.741317,439
0.70165,416,0.71939,427,0.741323,439,0.741323,439
0.701656,416,0.719396,427,0.741329,439,0.741329,439
0.701663,416,0.719403,427,0.741335,439,0.741335,439
0.701669,416,0.719409,427,0.741341,439,0.741341,439
0.701676,416,0.719416,427,0.741347,439,0.741347,439
0.701683,416,0.719423,427,0.741352,439,0.741352,439
0.701689,416,0.719429,427,0.741358,439,0.741358,439
0.701696,416,0.719436,427,0.741364,439,0.741364,439
0.701703,416,0.719442,427,0.74137,438,0.74137,438
0.701709,416,0.719449,427,0.741376,438,0.741376,438
0.701716,416,0.719455,427,0.741381,438,0.741381,438
0.701722,417,0.719462,427,0.741387,437,0.741387,437
0.701729,417,0.719468,427,0.741393,437,0.741393,437
0.701736,417,0.719475,427,0.741399,436,0.741399,436
0.701742,417,0.719482,427,0.741405,436,0.741405,436
0.701749,417,0.719488,427,0.741411,436,0.741411,436
0.701756,417,0.719495,427,0.741416,436,0.741416,436
0.701762,417,0.719501,427,0.741422,436,0.741422,436
0.701769,417,0.719508,427,0.741428,436,0.741428,436
0.701775,417,0.719514,427,0.741434,436,0.741434,436
0.701782,417,0.719521,427,0.74144,436,0.74144,436
0.701789,417,0.719527,427,0.741446,437,0.741446,437
0.701795,417,0.719534,427,0.741451,437,0.741451,437
0.701802,417,0.719541,426,0.741457,437,0.741457,437
0.701809,417,0.719547,426,0.741463,437,0.741463,437
0.701815,417,0.719554,426,0.741469,437,0.741469,437
0.701822,418,0.71956,426,0.741475,437,0.741475,437
0.701828,418,0.719567,426,0.74148,437,0.74148,437
0.701835,417,0.719573,426,0.741486,437,0.741486,437
0.701842,417,0.71958,426,0.741492,437,0.741492,437
0.701848,417,0.719586,426,0.741498,437,0.741498,437
0.701855,417,0.719593,426,0.741504,437,0.741504,437
0.701861,417,0.7196,426,0.74151,437,0.74151,437
0.701868,416,0.719606,425,0.741515,437,0.741515,437
0.701875,416,0.719613,425,0.741521,437,0.741521,437
0.701881,416,0.719619,425,0.741527,437,0.741527,437
0.701888,416,0.719626,425,0.741533,437,0.741533,437
0.701895,416,0.719632,425,0.741539,437,0.741539,437
0.701901,416,0.719639,425,0.741545,437,0.741545,437
0.701908,416,0.719645,425,0.74155,436,0.74155,436
0.701914,416,0.719652,426,0.741556,436,0.741556,436
0.701921,416,0.719659,426,0.741562,436,0.741562,436
0.701928,416,0.719665,426,0.741568,436,0.741568,436
0.701934,416,0.719672,426,0.741574,437,0.741574,437
0.701941,416,0.719678,426,0.74158,437,0.74158,437
0.701948,416,0.719685,426,0.741585,437,0.741585,437
0.701954,416,0.719691,427,0.741591,437,0.741591,437
0.701961,416,0.719698,427,0.741597,437,0.741597,437
0.701967,416,0.719704,427,0.741603,438,0.741603,438
0.701974,416,0.719711,427,0.741609,438,0.741609,438
0.701981,417,0.719718,427,0.741614,438,0.741614,438
0.701987,417,0.719724,427,0.74162,438,0.74162,438
0.701994,417,0.719731,427,0.741626,438,0.741626,438
0.702,417,0.719737,427,0.741632,438,0.741632,438
0.702007,417,0.719744,427,0.741638,439,0.741638,439
0.702014,417,0.71975,427,0.741644,439,0.741644,439
0.70202,417,0.719757,428,0.741649,439,0.741649,439
0.702027,417,0.719763,428,0.741655,439,0.741655,439
0.702034,417,0.71977,428,0.741661,440,0.741661,440
0.70204,417,0.719776,428,0.741667,440,0.741667,440
0.702047,417,0.719783,428,0.741673,439,0.741673,439
0.702053,417,0.71979,428,0.741679,439,0.741679,439
0.70206,417,0.719796,428,0.741684,439,0.741684,439
0.702067,417,0.719803,428,0.74169,439,0.74169,439
0.702073,417,0.719809,428,0.741696,438,0.741696,438
0.70208,417,0.719816,427,0.741702,438,0.741702,438
0.702087,417,0.719822,427,0.741708,438,0.741708,438
0.702093,417,0.719829,427,0.741714,437,0.741714,437
0.7021,417,0.719835,427,0.741719,437,0.741719,437
0.702106,417,0.719842,427,0.741725,437,0.741725,437
0.702113,417,0.719849,427,0.741731,437,0.741731,437
0.70212,417,0.719855,428,0.741737,437,0.741737,437
0.702126,418,0.719862,428,0.741743,437,0.741743,437
0.702133,418,0.719868,428,0.741748,437,0.741748,437
0.702139,418,0.719875,428,0.741754,438,0.741754,438
0.702146,417,0.719881,427,0.74176,438,0.74176,438
0.702153,417,0.719888,427,0.741766,438,0.741766,438
0.702159,417,0.719894,427,0.741772,438,0.741772,438
0.702166,417,0.719901,427,0.741778,438,0.741778,438
0.702173,417,0.719908,426,0.741783,438,0.741783,438
0.702179,417,0.719914,426,0.741789,438,0.741789,438
0.702186,417,0.719921,426,0.741795,438,0.741795,438
0.702192,417,0.719927,426,0.741801,438,0.741801,438
0.702199,417,0.719934,426,0.741807,438,0.741807,438
0.702206,418,0.71994,425,0.741813,438,0.741813,438
0.702212,418,0.719947,425,0.741818,438,0.741818,438
0.702219,418,0.719953,425,0.741824,438,0.741824,438
0.702226,418,0.71996,425,0.74183,438,0.74183,438
0.702232,417,0.719967,425,0.741836,438,0.741836,438
0.702239,417,0.719973,425,0.741842,438,0.741842,438
0.702245,417,0.71998,425,0.741847,437,0.741847,437
0.702252,417,0.719986,425,0.741853,437,0.741853,437
0.702259,417,0.719993,425,0.741859,437,0.741859,437
0.702265,417,0.719999,425,0.741865,437,0.741865,437
0.702272,417,0.720006,425,0.741871,437,0.741871,437
0.702278,417,0.720012,425,0.741877,437,0.741877,437
0.702285,417,0.720019,425,0.741882,437,0.741882,437
0.702292,417,0.720026,425,0.741888,437,0.741888,437
0.702298,417,0.720032,425,0.741894,437,0.741894,437
0.702305,417,0.720039,425,0.7419,437,0.7419,437
0.702312,417,0.720045,425,0.741906,437,0.741906,437
0.702318,417,0.720052,425,0.741912,437,0.741912,437
0.702325,418,0.720058,425,0.741917,437,0.741917,437
0.702331,418,0.720065,425,0.741923,437,0.741923,437
0.702338,418,0.720071,426,0.741929,436,0.741929,436
0.702345,418,0.720078,426,0.741935,436,0.741935,436
0.702351,418,0.720084,426,0.741941,436,0.741941,436
0.702358,418,0.720091,425,0.741947,436,0.741947,436
0.702365,418,0.720098,425,0.741952,436,0.741952,436
0.702371,418,0.720104,425,0.741958,437,0.741958,437
0.702378,418,0.720111,425,0.741964,437,0.741964,437
0.702384,419,0.720117,425,0.74197,438,0.74197,438
0.702391,419,0.720124,425,0.741976,439,0.741976,439
0.702398,419,0.72013,425,0.741981,439,0.741981,439
0.702404,419,0.720137,425,0.741987,440,0.741987,440
0.702411,419,0.720143,425,0.741993,440,0.741993,440
0.702417,419,0.72015,425,0.741999,441,0.741999,441
0.702424,419,0.720157,425,0.742005,441,0.742005,441
0.702431,419,0.720163,425,0.742011,441,0.742011,441
0.702437,418,0.72017,425,0.742016,441,0.742016,441
0.702444,418,0.720176,426,0.742022,441,0.742022,441
0.702451,418,0.720183,426,0.742028,442,0.742028,442
0.702457,418,0.720189,426,0.742034,442,0.742034,442
0.702464,418,0.720196,426,0.74204,442,0.74204,442
0.70247,418,0.720202,427,0.742046,442,0.742046,442
0.702477,417,0.720209,427,0.742051,442,0.742051,442
0.702484,417,0.720216,427,0.742057,442,0.742057,442
0.70249,417,0.720222,427,0.742063,442,0.742063,442
0.702497,417,0.720229,427,0.742069,442,0.742069,442
0.702504,418,0.720235,427,0.742075,441,0.742075,441
0.70251,418,0.720242,427,0.74208,441,0.74208,441
0.702517,418,0.720248,427,0.742086,441,0.742086,441
0.702523,418,0.720255,427,0.742092,440,0.742092,440
0.70253,418,0.720261,427,0.742098,440,0.742098,440
0.702537,418,0.720268,427,0.742104,439,0.742104,439
0.702543,418,0.720275,427,0.74211,439,0.74211,439
0.70255,418,0.720281,427,0.742115,439,0.742115,439
0.702556,418,0.720288,427,0.742121,438,0.742121,438
0.702563,418,0.720294,427,0.742127,438,0.742127,438
0.70257,419,0.720301,427,0.742133,438,0.742133,438
0.702576,419,0.720307,427,0.742139,438,0.742139,438
