DxNo,FxNo,DxSto1,FxSto1,DxSto2,FxSto2,DxSto3,FxSto3
0.788273,537,0.788273,536,0.788273,536,0.788273,536
0.788289,537,0.788289,536,0.788289,537,0.788289,537
0.788304,536,0.788304,537,0.788304,537,0.788304,537
0.788319,536,0.788319,537,0.788319,537,0.788319,537
0.788335,536,0.788335,537,0.788335,537,0.788335,537
0.78835,536,0.78835,537,0.78835,537,0.78835,537
0.788365,536,0.788365,537,0.788365,538,0.788365,538
0.788381,536,0.788381,538,0.788381,538,0.788381,538
0.788396,536,0.788396,538,0.788396,538,0.788396,538
0.788412,536,0.788412,538,0.788412,538,0.788412,538
0.788427,536,0.788427,538,0.788427,538,0.788427,538
0.788442,536,0.788442,538,0.788442,538,0.788442,538
0.788458,536,0.788458,538,0.788458,538,0.788458,538
0.788473,536,0.788473,538,0.788473,538,0.788473,538
0.788488,536,0.788488,538,0.788488,538,0.788488,538
0.788504,536,0.788504,538,0.788504,538,0.788504,538
0.788519,536,0.788519,539,0.788519,538,0.788519,538
0.788534,536,0.788534,539,0.788534,538,0.788534,538
0.78855,537,0.78855,539,0.78855,538,0.78855,538
0.788565,537,0.788565,539,0.788565,538,0.788565,538
0.788581,537,0.788581,539,0.788581,538,0.788581,538
0.788596,537,0.788596,539,0.788596,538,0.788596,538
0.788611,537,0.788611,539,0.788611,538,0.788611,538
0.788627,537,0.788627,538,0.788627,538,0.788627,538
0.788642,537,0.788642,538,0.788642,538,0.788642,538
0.788657,537,0.788657,538,0.788657,538,0.788657,538
0.788673,537,0.788673,538,0.788673,538,0.788673,538
0.788688,537,0.788688,538,0.788688,538,0.788688,538
0.788703,537,0.788703,538,0.788703,538,0.788703,538
0.788719,537,0.788719,538,0.788719,538,0.788719,538
0.788734,537,0.788734,537,0.788734,537,0.788734,537
0.78875,537,0.78875,537,0.78875,537,0.78875,537
0.788765,537,0.788765,537,0.788765,537,0.788765,537
0.78878,537,0.78878,537,0.78878,537,0.78878,537
0.788796,537,0.788796,536,0.788796,537,0.788796,537
0.788811,537,0.788811,536,0.788811,537,0.788811,537
0.788826,537,0.788826,536,0.788826,536,0.788826,536
0.788842,537,0.788842,536,0.788842,536,0.788842,536
0.788857,537,0.788857,536,0.788857,536,0.788857,536
0.788872,537,0.788872,536,0.788872,536,0.788872,536
0.788888,537,0.788888,536,0.788888,536,0.788888,536
0.788903,537,0.788903,535,0.788903,535,0.788903,535
0.788919,537,0.788919,535,0.788919,535,0.788919,535
0.788934,536,0.788934,535,0.788934,535,0.788934,535
0.788949,536,0.788949,535,0.788949,535,0.788949,535
0.788965,536,0.788965,535,0.788965,535,0.788965,535
0.78898,536,0.78898,535,0.78898,535,0.78898,535
0.788995,536,0.788995,535,0.788995,535,0.788995,535
0.789011,536,0.789011,535,0.789011,535,0.789011,535
0.789026,536,0.789026,535,0.789026,535,0.789026,535
0.789041,536,0.789041,535,0.789041,535,0.789041,535
0.789057,536,0.789057,535,0.789057,535,0.789057,535
0.789072,536,0.789072,535,0.789072,535,0.789072,535
0.789088,536,0.789088,536,0.789088,535,0.789088,535
0.789103,537,0.789103,536,0.789103,535,0.789103,535
0.789118,537,0.789118,536,0.789118,535,0.789118,535
0.789134,537,0.789134,536,0.789134,535,0.789134,535
0.789149,537,0.789149,536,0.789149,535,0.789149,535
0.789164,537,0.789164,536,0.789164,536,0.789164,536
0.78918,537,0.78918,536,0.78918,536,0.78918,536
0.789195,537,0.789195,536,0.789195,536,0.789195,536
0.78921,537,0.78921,536,0.78921,536,0.78921,536
0.789226,537,0.789226,536,0.789226,536,0.789226,536
0.789241,537,0.789241,536,0.789241,536,0.789241,536
0.789257,537,0.789257,536,0.789257,536,0.789257,536
0.789272,537,0.789272,536,0.789272,536,0.789272,536
0.789287,537,0.789287,536,0.789287,536,0.789287,536
0.789303,537,0.789303,536,0.789303,536,0.789303,536
0.789318,538,0.789318,536,0.789318,537,0.789318,537
0.789333,538,0.789333,537,0.789333,537,0.789333,537
0.789349,538,0.789349,537,0.789349,537,0.789349,537
0.789364,538,0.789364,537,0.789364,537,0.789364,537
0.789379,538,0.789379,537,0.789379,537,0.789379,537
0.789395,538,0.789395,537,0.789395,537,0.789395,537
0.78941,538,0.78941,537,0.78941,537,0.78941,537
0.789426,538,0.789426,537,0.789426,536,0.789426,536
0.789441,539,0.789441,536,0.789441,536,0.789441,536
0.789456,539,0.789456,536,0.789456,536,0.789456,536
0.789472,539,0.789472,536,0.789472,536,0.789472,536
0.789487,539,0.789487,536,0.789487,536,0.789487,536
0.789502,539,0.789502,536,0.789502,536,0.789502,536
0.789518,539,0.789518,536,0.789518,536,0.789518,536
0.789533,539,0.789533,536,0.789533,536,0.789533,536
0.789548,539,0.789548,536,0.789548,536,0.789548,536
0.789564,539,0.789564,536,0.789564,536,0.789564,536
0.789579,539,0.789579,536,0.789579,536,0.789579,536
0.789595,539,0.789595,535,0.789595,536,0.789595,536
0.78961,539,0.78961,535,0.78961,536,0.78961,536
0.789625,539,0.789625,535,0.789625,536,0.789625,536
0.789641,538,0.789641,535,0.789641,536,0.789641,536
0.789656,538,0.789656,536,0.789656,536,0.789656,536
0.789671,538,0.789671,536,0.789671,536,0.789671,536
0.789687,538,0.789687,536,0.789687,536,0.789687,536
0.789702,538,0.789702,536,0.789702,536,0.789702,536
0.789717,538,0.789717,536,0.789717,536,0.789717,536
0.789733,538,0.789733,536,0.789733,536,0.789733,536
0.789748,538,0.789748,536,0.789748,536,0.789748,536
0.789764,538,0.789764,536,0.789764,536,0.789764,536
0.789779,538,0.789779,536,0.789779,536,0.789779,536
0.789794,538,0.789794,536,0.789794,536,0.789794,536
0.78981,538,0.78981,536,0.78981,536,0.78981,536
0.789825,538,0.789825,536,0.789825,536,0.789825,536
0.78984,538,0.78984,536,0.78984,536,0.78984,536
0.789856,538,0.789856,536,0.789856,536,0.789856,536
0.789871,538,0.789871,536,0.789871,536,0.789871,536
0.789886,538,0.789886,536,0.789886,536,0.789886,536
0.789902,538,0.789902,536,0.789902,537,0.789902,537
0.789917,538,0.789917,537,0.789917,537,0.789917,537
0.789933,538,0.789933,537,0.789933,537,0.789933,537
0.789948,538,0.789948,537,0.789948,537,0.789948,537
0.789963,538,0.789963,537,0.789963,537,0.789963,537
0.789979,538,0.789979,537,0.789979,537,0.789979,537
0.789994,538,0.789994,538,0.789994,537,0.789994,537
0.790009,538,0.790009,538,0.790009,538,0.790009,538
0.790025,538,0.790025,538,0.790025,538,0.790025,538
0.79004,538,0.79004,538,0.79004,538,0.79004,538
0.790055,539,0.790055,538,0.790055,538,0.790055,538
0.790071,539,0.790071,538,0.790071,537,0.790071,537
0.790086,539,0.790086,538,0.790086,537,0.790086,537
0.790102,539,0.790102,538,0.790102,537,0.790102,537
0.790117,540,0.790117,538,0.790117,537,0.790117,537
0.790132,540,0.790132,538,0.790132,537,0.790132,537
0.790148,540,0.790148,538,0.790148,537,0.790148,537
0.790163,540,0.790163,537,0.790163,537,0.790163,537
0.790178,540,0.790178,537,0.790178,537,0.790178,537
0.790194,541,0.790194,537,0.790194,537,0.790194,537
0.790209,541,0.790209,537,0.790209,538,0.790209,538
0.790224,541,0.790224,537,0.790224,538,0.790224,538
0.79024,541,0.79024,537,0.79024,538,0.79024,538
0.790255,541,0.790255,537,0.790255,538,0.790255,538
0.790271,541,0.790271,537,0.790271,538,0.790271,538
0.790286,541,0.790286,537,0.790286,538,0.790286,538
0.790301,541,0.790301,538,0.790301,538,0.790301,538
0.790317,541,0.790317,538,0.790317,538,0.790317,538
0.790332,542,0.790332,538,0.790332,538,0.790332,538
0.790347,542,0.790347,538,0.790347,538,0.790347,538
0.790363,542,0.790363,538,0.790363,538,0.790363,538
0.790378,542,0.790378,538,0.790378,538,0.790378,538
0.790393,542,0.790393,538,0.790393,538,0.790393,538
0.790409,542,0.790409,538,0.790409,538,0.790409,538
0.790424,542,0.790424,538,0.790424,537,0.790424,537
0.79044,542,0.79044,538,0.79044,537,0.79044,537
0.790455,542,0.790455,538,0.790455,537,0.790455,537
0.79047,542,0.79047,538,0.79047,537,0.79047,537
0.790486,542,0.790486,537,0.790486,537,0.790486,537
0.790501,542,0.790501,537,0.790501,537,0.790501,537
0.790516,542,0.790516,537,0.790516,537,0.790516,537
0.790532,542,0.790532,537,0.790532,538,0.790532,538
0.790547,542,0.790547,538,0.790547,538,0.790547,538
0.790562,542,0.790562,538,0.790562,538,0.790562,538
0.790578,542,0.790578,538,0.790578,538,0.790578,538
0.790593,542,0.790593,538,0.790593,538,0.790593,538
0.790609,542,0.790609,538,0.790609,538,0.790609,538
0.790624,542,0.790624,538,0.790624,538,0.790624,538
0.790639,542,0.790639,538,0.790639,538,0.790639,538
0.790655,542,0.790655,538,0.790655,538,0.790655,538
0.79067,542,0.79067,538,0.79067,538,0.79067,538
0.790685,542,0.790685,538,0.790685,538,0.790685,538
0.790701,542,0.790701,538,0.790701,538,0.790701,538
0.790716,542,0.790716,538,0.790716,538,0.790716,538
0.790731,541,0.790731,538,0.790731,538,0.790731,538
0.790747,541,0.790747,538,0.790747,538,0.790747,538
0.790762,541,0.790762,538,0.790762,538,0.790762,538
0.790778,541,0.790778,538,0.790778,539,0.790778,539
0.790793,541,0.790793,539,0.790793,539,0.790793,539
0.790808,541,0.790808,539,0.790808,539,0.790808,539
0.790824,541,0.790824,539,0.790824,539,0.790824,539
0.790839,541,0.790839,539,0.790839,539,0.790839,539
0.790854,541,0.790854,539,0.790854,540,0.790854,540
0.79087,542,0.79087,539,0.79087,540,0.79087,540
0.790885,542,0.790885,540,0.790885,540,0.790885,540
0.7909,542,0.7909,540,0.7909,540,0.7909,540
0.790916,542,0.790916,540,0.790916,540,0.790916,540
0.790931,542,0.790931,540,0.790931,540,0.790931,540
0.790947,542,0.790947,540,0.790947,540,0.790947,540
0.790962,542,0.790962,540,0.790962,540,0.790962,540
0.790977,542,0.790977,540,0.790977,540,0.790977,540
0.790993,542,0.790993,540,0.790993,540,0.790993,540
0.791008,542,0.791008,540,0.791008,540,0.791008,540
0.791023,542,0.791023,540,0.791023,540,0.791023,540
0.791039,542,0.791039,540,0.791039,540,0.791039,540
0.791054,542,0.791054,540,0.791054,540,0.791054,540
0.791069,542,0.791069,540,0.791069,540,0.791069,540
0.791085,542,0.791085,540,0.791085,540,0.791085,540
0.7911,542,0.7911,540,0.7911,540,0.7911,540
0.791116,541,0.791116,540,0.791116,540,0.791116,540
0.791131,541,0.791131,541,0.791131,540,0.791131,540
0.791146,541,0.791146,541,0.791146,540,0.791146,540
0.791162,542,0.791162,541,0.791162,541,0.791162,541
0.791177,542,0.791177,541,0.791177,541,0.791177,541
0.791192,542,0.791192,541,0.791192,541,0.791192,541
0.791208,542,0.791208,541,0.791208,541,0.791208,541
0.791223,542,0.791223,541,0.791223,541,0.791223,541
0.791238,542,0.791238,541,0.791238,541,0.791238,541
0.791254,542,0.791254,541,0.791254,541,0.791254,541
0.791269,542,0.791269,541,0.791269,541,0.791269,541
0.791285,542,0.791285,541,0.791285,541,0.791285,541
0.7913,542,0.7913,541,0.7913,541,0.7913,541
0.791315,541,0.791315,541,0.791315,541,0.791315,541
0.791331,541,0.791331,541,0.791331,541,0.791331,541
0.791346,541,0.791346,541,0.791346,541,0.791346,541
0.791361,541,0.791361,541,0.791361,541,0.791361,541
0.791377,540,0.791377,541,0.791377,541,0.791377,541
0.791392,540,0.791392,541,0.791392,541,0.791392,541
0.791407,540,0.791407,541,0.791407,541,0.791407,541
0.791423,539,0.791423,541,0.791423,541,0.791423,541
0.791438,539,0.791438,541,0.791438,541,0.791438,541
0.791453,539,0.791453,541,0.791453,541,0.791453,541
0.791469,539,0.791469,541,0.791469,541,0.791469,541
0.791484,539,0.791484,542,0.791484,542,0.791484,542
0.7915,539,0.7915,542,0.7915,542,0.7915,542
0.791515,539,0.791515,542,0.791515,542,0.791515,542
0.79153,539,0.79153,542,0.79153,542,0.79153,542
0.791546,539,0.791546,542,0.791546,542,0.791546,542
0.791561,539,0.791561,542,0.791561,542,0.791561,542
0.791576,539,0.791576,542,0.791576,542,0.791576,542
0.791592,539,0.791592,542,0.791592,542,0.791592,542
0.791607,539,0.791607,542,0.791607,542,0.791607,542
0.791622,539,0.791622,542,0.791622,542,0.791622,542
0.791638,539,0.791638,542,0.791638,542,0.791638,542
0.791653,539,0.791653,542,0.791653,542,0.791653,542
0.791669,539,0.791669,542,0.791669,542,0.791669,542
0.791684,539,0.791684,542,0.791684,542,0.791684,542
0.791699,539,0.791699,542,0.791699,541,0.791699,541
0.791715,540,0.791715,541,0.791715,541,0.791715,541
0.79173,540,0.79173,541,0.79173,541,0.79173,541
0.791745,540,0.791745,541,0.791745,541,0.791745,541
0.791761,540,0.791761,541,0.791761,541,0.791761,541
0.791776,540,0.791776,540,0.791776,540,0.791776,540
0.791791,541,0.791791,540,0.791791,540,0.791791,540
0.791807,541,0.791807,540,0.791807,540,0.791807,540
0.791822,541,0.791822,540,0.791822,540,0.791822,540
0.791838,541,0.791838,540,0.791838,540,0.791838,540
0.791853,541,0.791853,540,0.791853,540,0.791853,540
0.791868,541,0.791868,539,0.791868,540,0.791868,540
0.791884,542,0.791884,539,0.791884,540,0.791884,540
0.791899,542,0.791899,539,0.791899,540,0.791899,540
0.791914,542,0.791914,539,0.791914,540,0.791914,540
0.79193,542,0.79193,539,0.79193,540,0.79193,540
0.791945,542,0.791945,539,0.791945,540,0.791945,540
0.79196,542,0.79196,539,0.79196,540,0.79196,540
0.791976,542,0.791976,539,0.791976,540,0.791976,540
0.791991,542,0.791991,540,0.791991,540,0.791991,540
0.792007,542,0.792007,540,0.792007,540,0.792007,540
0.792022,542,0.792022,539,0.792022,539,0.792022,539
0.792037,542,0.792037,539,0.792037,539,0.792037,539
0.792053,542,0.792053,539,0.792053,539,0.792053,539
0.792068,542,0.792068,539,0.792068,539,0.792068,539
0.792083,542,0.792083,539,0.792083,539,0.792083,539
0.792099,542,0.792099,539,0.792099,539,0.792099,539
0.792114,542,0.792114,539,0.792114,539,0.792114,539
0.792129,542,0.792129,539,0.792129,539,0.792129,539
0.792145,542,0.792145,539,0.792145,538,0.792145,538
0.79216,542,0.79216,538,0.79216,538,0.79216,538
0.792176,542,0.792176,538,0.792176,538,0.792176,538
0.792191,542,0.792191,538,0.792191,538,0.792191,538
0.792206,542,0.792206,538,0.792206,538,0.792206,538
0.792222,542,0.792222,538,0.792222,538,0.792222,538
0.792237,541,0.792237,538,0.792237,538,0.792237,538
0.792252,541,0.792252,538,0.792252,539,0.792252,539
0.792268,541,0.792268,539,0.792268,539,0.792268,539
0.792283,541,0.792283,539,0.792283,539,0.792283,539
0.792298,540,0.792298,539,0.792298,539,0.792298,539
0.792314,540,0.792314,539,0.792314,539,0.792314,539
0.792329,540,0.792329,539,0.792329,540,0.792329,540
0.792345,540,0.792345,540,0.792345,540,0.792345,540
0.79236,539,0.79236,540,0.79236,540,0.79236,540
0.792375,539,0.792375,540,0.792375,540,0.792375,540
0.792391,539,0.792391,540,0.792391,541,0.792391,541
0.792406,539,0.792406,540,0.792406,541,0.792406,541
0.792421,539,0.792421,541,0.792421,541,0.792421,541
0.792437,539,0.792437,541,0.792437,541,0.792437,541
0.792452,539,0.792452,541,0.792452,541,0.792452,541
0.792467,539,0.792467,541,0.792467,541,0.792467,541
0.792483,539,0.792483,541,0.792483,541,0.792483,541
0.792498,539,0.792498,541,0.792498,541,0.792498,541
0.792514,539,0.792514,541,0.792514,541,0.792514,541
0.792529,539,0.792529,541,0.792529,541,0.792529,541
0.792544,539,0.792544,541,0.792544,541,0.792544,541
0.79256,539,0.79256,541,0.79256,541,0.79256,541
0.792575,539,0.792575,541,0.792575,541,0.792575,541
0.79259,539,0.79259,541,0.79259,541,0.79259,541
0.792606,539,0.792606,541,0.792606,541,0.792606,541
0.792621,539,0.792621,541,0.792621,541,0.792621,541
0.792636,539,0.792636,541,0.792636,541,0.792636,541
0.792652,539,0.792652,541,0.792652,541,0.792652,541
0.792667,540,0.792667,541,0.792667,541,0.792667,541
0.792683,540,0.792683,541,0.792683,541,0.792683,541
0.792698,540,0.792698,541,0.792698,541,0.792698,541
0.792713,540,0.792713,541,0.792713,541,0.792713,541
0.792729,540,0.792729,541,0.792729,541,0.792729,541
0.792744,540,0.792744,541,0.792744,541,0.792744,541
0.792759,540,0.792759,541,0.792759,541,0.792759,541
0.792775,540,0.792775,540,0.792775,541,0.792775,541
0.79279,540,0.79279,540,0.79279,541,0.79279,541
0.792805,540,0.792805,540,0.792805,540,0.792805,540
0.792821,540,0.792821,540,0.792821,540,0.792821,540
0.792836,540,0.792836,540,0.792836,540,0.792836,540
0.792852,540,0.792852,540,0.792852,540,0.792852,540
0.792867,540,0.792867,540,0.792867,540,0.792867,540
0.792882,540,0.792882,540,0.792882,540,0.792882,540
0.792898,540,0.792898,540,0.792898,540,0.792898,540
0.792913,540,0.792913,540,0.792913,540,0.792913,540
0.792928,540,0.792928,540,0.792928,540,0.792928,540
0.792944,540,0.792944,539,0.792944,539,0.792944,539
0.792959,540,0.792959,539,0.792959,539,0.792959,539
0.792974,540,0.792974,539,0.792974,539,0.792974,539
0.79299,540,0.79299,539,0.79299,539,0.79299,539
0.793005,540,0.793005,539,0.793005,539,0.793005,539
0.793021,540,0.793021,539,0.793021,539,0.793021,539
0.793036,539,0.793036,539,0.793036,539,0.793036,539
0.793051,539,0.793051,539,0.793051,539,0.793051,539
0.793067,539,0.793067,539,0.793067,539,0.793067,539
0.793082,539,0.793082,539,0.793082,539,0.793082,539
0.793097,539,0.793097,539,0.793097,539,0.793097,539
0.793113,539,0.793113,539,0.793113,539,0.793113,539
0.793128,539,0.793128,539,0.793128,539,0.793128,539
0.793143,539,0.793143,539,0.793143,539,0.793143,539
0.793159,538,0.793159,539,0.793159,539,0.793159,539
0.793174,538,0.793174,539,0.793174,539,0.793174,539
0.79319,538,0.79319,539,0.79319,539,0.79319,539
0.793205,538,0.793205,539,0.793205,539,0.793205,539
0.79322,538,0.79322,539,0.79322,539,0.79322,539
0.793236,538,0.793236,539,0.793236,539,0.793236,539
0.793251,538,0.793251,539,0.793251,539,0.793251,539
0.793266,538,0.793266,539,0.793266,539,0.793266,539
0.793282,538,0.793282,539,0.793282,539,0.793282,539
0.793297,538,0.793297,539,0.793297,539,0.793297,539
0.793312,538,0.793312,539,0.793312,539,0.793312,539
0.793328,539,0.793328,539,0.793328,539,0.793328,539
0.793343,539,0.793343,539,0.793343,539,0.793343,539
0.793359,539,0.793359,539,0.793359,539,0.793359,539
0.793374,539,0.793374,539,0.793374,539,0.793374,539
0.793389,539,0.793389,539,0.793389,539,0.793389,539
0.793405,539,0.793405,539,0.793405,539,0.793405,539
0.79342,540,0.79342,539,0.79342,539,0.79342,539
0.793435,540,0.793435,539,0.793435,539,0.793435,539
0.793451,540,0.793451,539,0.793451,539,0.793451,539
0.793466,540,0.793466,539,0.793466,539,0.793466,539
0.793481,540,0.793481,539,0.793481,539,0.793481,539
0.793497,540,0.793497,539,0.793497,539,0.793497,539
0.793512,540,0.793512,539,0.793512,539,0.793512,539
0.793528,540,0.793528,539,0.793528,539,0.793528,539
0.793543,540,0.793543,539,0.793543,539,0.793543,539
0.793558,540,0.793558,539,0.793558,539,0.793558,539
0.793574,540,0.793574,539,0.793574,539,0.793574,539
0.793589,540,0.793589,539,0.793589,538,0.793589,538
0.793604,540,0.793604,538,0.793604,538,0.793604,538
0.79362,540,0.79362,538,0.79362,538,0.79362,538
0.793635,540,0.793635,538,0.793635,538,0.793635,538
0.79365,540,0.79365,538,0.79365,538,0.79365,538
0.793666,540,0.793666,538,0.793666,538,0.793666,538
0.793681,540,0.793681,538,0.793681,538,0.793681,538
0.793697,540,0.793697,538,0.793697,538,0.793697,538
0.793712,540,0.793712,538,0.793712,538,0.793712,538
0.793727,540,0.793727,538,0.793727,538,0.793727,538
0.793743,540,0.793743,538,0.793743,538,0.793743,538
0.793758,540,0.793758,538,0.793758,538,0.793758,538
0.793773,540,0.793773,538,0.793773,538,0.793773,538
0.793789,540,0.793789,538,0.793789,538,0.793789,538
0.793804,540,0.793804,538,0.793804,538,0.793804,538
0.793819,540,0.793819,538,0.793819,538,0.793819,538
0.793835,540,0.793835,538,0.793835,538,0.793835,538
0.79385,541,0.79385,538,0.79385,538,0.79385,538
0.793866,541,0.793866,538,0.793866,538,0.793866,538
0.793881,541,0.793881,538,0.793881,538,0.793881,538
0.793896,541,0.793896,538,0.793896,538,0.793896,538
0.793912,541,0.793912,538,0.793912,538,0.793912,538
0.793927,541,0.793927,538,0.793927,538,0.793927,538
0.793942,541,0.793942,538,0.793942,538,0.793942,538
0.793958,541,0.793958,538,0.793958,538,0.793958,538
0.793973,541,0.793973,538,0.793973,538,0.793973,538
0.793988,542,0.793988,538,0.793988,538,0.793988,538
0.794004,542,0.794004,538,0.794004,538,0.794004,538
0.794019,542,0.794019,538,0.794019,538,0.794019,538
0.794035,542,0.794035,538,0.794035,538,0.794035,538
0.79405,542,0.79405,539,0.79405,539,0.79405,539
0.794065,542,0.794065,539,0.794065,539,0.794065,539
0.794081,542,0.794081,539,0.794081,539,0.794081,539
0.794096,542,0.794096,539,0.794096,539,0.794096,539
0.794111,542,0.794111,539,0.794111,539,0.794111,539
0.794127,543,0.794127,539,0.794127,539,0.794127,539
0.794142,543,0.794142,539,0.794142,539,0.794142,539
0.794157,543,0.794157,539,0.794157,540,0.794157,540
0.794173,543,0.794173,539,0.794173,540,0.794173,540
0.794188,543,0.794188,540,0.794188,540,0.794188,540
0.794204,543,0.794204,540,0.794204,540,0.794204,540
0.794219,543,0.794219,540,0.794219,540,0.794219,540
0.794234,543,0.794234,540,0.794234,540,0.794234,540
0.79425,543,0.79425,540,0.79425,540,0.79425,540
0.794265,543,0.794265,540,0.794265,540,0.794265,540
0.79428,543,0.79428,540,0.79428,540,0.79428,540
0.794296,543,0.794296,540,0.794296,540,0.794296,540
0.794311,543,0.794311,540,0.794311,540,0.794311,540
0.794326,543,0.794326,540,0.794326,540,0.794326,540
0.794342,543,0.794342,540,0.794342,540,0.794342,540
0.794357,543,0.794357,539,0.794357,540,0.794357,540
0.794373,543,0.794373,539,0.794373,540,0.794373,540
0.794388,543,0.794388,539,0.794388,539,0.794388,539
0.794403,543,0.794403,539,0.794403,539,0.794403,539
0.794419,543,0.794419,539,0.794419,539,0.794419,539
0.794434,543,0.794434,539,0.794434,539,0.794434,539
0.794449,543,0.794449,539,0.794449,539,0.794449,539
0.794465,543,0.794465,539,0.794465,540,0.794465,540
0.79448,543,0.79448,540,0.79448,540,0.79448,540
0.794495,542,0.794495,540,0.794495,540,0.794495,540
0.794511,542,0.794511,540,0.794511,540,0.794511,540
0.794526,542,0.794526,540,0.794526,540,0.794526,540
0.794542,542,0.794542,540,0.794542,540,0.794542,540
0.794557,542,0.794557,540,0.794557,540,0.794557,540
0.794572,542,0.794572,540,0.794572,540,0.794572,540
0.794588,542,0.794588,540,0.794588,540,0.794588,540
0.794603,542,0.794603,540,0.794603,540,0.794603,540
0.794618,542,0.794618,540,0.794618,540,0.794618,540
0.794634,542,0.794634,540,0.794634,540,0.794634,540
0.794649,542,0.794649,541,0.794649,540,0.794649,540
0.794664,542,0.794664,541,0.794664,541,0.794664,541
0.79468,542,0.79468,541,0.79468,541,0.79468,541
0.794695,542,0.794695,541,0.794695,541,0.794695,541
0.794711,542,0.794711,541,0.794711,541,0.794711,541
0.794726,541,0.794726,541,0.794726,541,0.794726,541
0.794741,541,0.794741,541,0.794741,542,0.794741,542
0.794757,541,0.794757,542,0.794757,542,0.794757,542
0.794772,541,0.794772,542,0.794772,542,0.794772,542
0.794787,541,0.794787,542,0.794787,542,0.794787,542
0.794803,541,0.794803,542,0.794803,542,0.794803,542
0.794818,541,0.794818,542,0.794818,542,0.794818,542
0.794833,540,0.794833,542,0.794833,542,0.794833,542
0.794849,540,0.794849,542,0.794849,542,0.794849,542
0.794864,540,0.794864,542,0.794864,542,0.794864,542
0.79488,540,0.79488,542,0.79488,542,0.79488,542
0.794895,540,0.794895,542,0.794895,542,0.794895,542
0.79491,540,0.79491,542,0.79491,542,0.79491,542
0.794926,540,0.794926,542,0.794926,542,0.794926,542
0.794941,540,0.794941,542,0.794941,542,0.794941,542
0.794956,540,0.794956,542,0.794956,542,0.794956,542
0.794972,540,0.794972,542,0.794972,542,0.794972,542
0.794987,540,0.794987,542,0.794987,542,0.794987,542
0.795002,540,0.795002,542,0.795002,542,0.795002,542
0.795018,540,0.795018,542,0.795018,542,0.795018,542
0.795033,540,0.795033,542,0.795033,542,0.795033,542
0.795048,540,0.795048,542,0.795048,542,0.795048,542
0.795064,540,0.795064,542,0.795064,542,0.795064,542
0.795079,540,0.795079,542,0.795079,542,0.795079,542
0.795095,540,0.795095,542,0.795095,542,0.795095,542
0.79511,540,0.79511,542,0.79511,542,0.79511,542
0.795125,540,0.795125,542,0.795125,542,0.795125,542
0.795141,540,0.795141,542,0.795141,542,0.795141,542
0.795156,540,0.795156,542,0.795156,542,0.795156,542
0.795171,540,0.795171,542,0.795171,542,0.795171,542
0.795187,540,0.795187,542,0.795187,542,0.795187,542
0.795202,540,0.795202,542,0.795202,542,0.795202,542
0.795217,540,0.795217,542,0.795217,542,0.795217,542
0.795233,540,0.795233,542,0.795233,542,0.795233,542
0.795248,540,0.795248,542,0.795248,542,0.795248,542
0.795264,540,0.795264,541,0.795264,542,0.795264,542
0.795279,540,0.795279,541,0.795279,541,0.795279,541
0.795294,540,0.795294,541,0.795294,541,0.795294,541
0.79531,540,0.79531,541,0.79531,541,0.79531,541
0.795325,540,0.795325,541,0.795325,541,0.795325,541
0.79534,541,0.79534,541,0.79534,541,0.79534,541
0.795356,541,0.795356,541,0.795356,541,0.795356,541
0.795371,541,0.795371,541,0.795371,541,0.795371,541
0.795386,541,0.795386,541,0.795386,541,0.795386,541
0.795402,541,0.795402,541,0.795402,541,0.795402,541
0.795417,542,0.795417,541,0.795417,540,0.795417,540
0.795433,542,0.795433,540,0.795433,540,0.795433,540
0.795448,542,0.795448,540,0.795448,540,0.795448,540
0.795463,542,0.795463,540,0.795463,540,0.795463,540
0.795479,542,0.795479,540,0.795479,540,0.795479,540
0.795494,542,0.795494,540,0.795494,540,0.795494,540
0.795509,542,0.795509,540,0.795509,540,0.795509,540
0.795525,543,0.795525,540,0.795525,539,0.795525,539
0.79554,543,0.79554,540,0.79554,539,0.79554,539
0.795555,543,0.795555,540,0.795555,539,0.795555,539
0.795571,543,0.795571,539,0.795571,539,0.795571,539
0.795586,543,0.795586,539,0.795586,539,0.795586,539
0.795602,543,0.795602,539,0.795602,539,0.795602,539
0.795617,543,0.795617,539,0.795617,539,0.795617,539
0.795632,543,0.795632,539,0.795632,539,0.795632,539
0.795648,544,0.795648,539,0.795648,539,0.795648,539
0.795663,544,0.795663,539,0.795663,539,0.795663,539
0.795678,544,0.795678,539,0.795678,539,0.795678,539
0.795694,544,0.795694,538,0.795694,539,0.795694,539
0.795709,544,0.795709,538,0.795709,539,0.795709,539
0.795724,544,0.795724,539,0.795724,539,0.795724,539
0.79574,544,0.79574,539,0.79574,539,0.79574,539
0.795755,544,0.795755,539,0.795755,539,0.795755,539
0.795771,544,0.795771,539,0.795771,539,0.795771,539
0.795786,544,0.795786,539,0.795786,539,0.795786,539
0.795801,544,0.795801,539,0.795801,539,0.795801,539
0.795817,544,0.795817,539,0.795817,540,0.795817,540
0.795832,544,0.795832,540,0.795832,540,0.795832,540
0.795847,544,0.795847,540,0.795847,540,0.795847,540
0.795863,543,0.795863,540,0.795863,540,0.795863,540
0.795878,543,0.795878,540,0.795878,540,0.795878,540
0.795893,543,0.795893,540,0.795893,540,0.795893,540
0.795909,543,0.795909,540,0.795909,540,0.795909,540
