Dx1.5,Fx1.5,Dx1,Fx1,Dx0.5625,Fx0.5625
0.780515,618,0.911909,672,0.995009,590
0.780535,618,0.911922,672,0.995016,590
0.780555,618,0.911934,672,0.995022,591
0.780575,619,0.911946,672,0.995029,591
0.780595,619,0.911958,672,0.995036,591
0.780615,619,0.91197,672,0.995042,591
0.780635,619,0.911982,672,0.995049,591
0.780655,619,0.911995,673,0.995056,591
0.780675,619,0.912007,673,0.995062,591
0.780695,619,0.912019,673,0.995069,591
0.780715,620,0.912031,673,0.995075,591
0.780735,620,0.912043,673,0.995082,591
0.780755,620,0.912055,673,0.995089,591
0.780775,620,0.912068,673,0.995095,590
0.780794,620,0.91208,674,0.995102,590
0.780814,620,0.912092,674,0.995109,590
0.780834,620,0.912104,674,0.995115,590
0.780854,620,0.912116,674,0.995122,590
0.780874,620,0.912128,673,0.995128,590
0.780894,620,0.912141,673,0.995135,590
0.780914,620,0.912153,673,0.995142,591
0.780934,620,0.912165,673,0.995148,591
0.780954,620,0.912177,673,0.995155,592
0.780974,620,0.912189,673,0.995161,592
0.780994,620,0.912201,673,0.995168,592
0.781014,621,0.912213,673,0.995175,591
0.781034,621,0.912226,673,0.995181,591
0.781054,621,0.912238,673,0.995188,592
0.781074,621,0.91225,673,0.995195,592
0.781094,621,0.912262,673,0.995201,592
0.781114,622,0.912274,673,0.995208,592
0.781134,622,0.912286,673,0.995214,592
0.781154,622,0.912299,673,0.995221,592
0.781174,622,0.912311,673,0.995228,591
0.781194,622,0.912323,673,0.995234,591
0.781214,622,0.912335,673,0.995241,590
0.781234,622,0.912347,672,0.995248,589
0.781254,622,0.912359,672,0.995254,589
0.781273,621,0.912372,672,0.995261,588
0.781293,621,0.912384,672,0.995267,588
0.781313,621,0.912396,672,0.995274,588
0.781333,621,0.912408,672,0.995281,588
0.781353,621,0.91242,672,0.995287,589
0.781373,621,0.912432,672,0.995294,589
0.781393,621,0.912445,672,0.9953,590
0.781413,621,0.912457,672,0.995307,590
0.781433,621,0.912469,672,0.995314,591
0.781453,621,0.912481,672,0.99532,592
0.781473,621,0.912493,672,0.995327,593
0.781493,621,0.912505,672,0.995334,594
0.781513,621,0.912518,672,0.99534,594
0.781533,621,0.91253,672,0.995347,595
0.781553,621,0.912542,672,0.995353,595
0.781573,621,0.912554,672,0.99536,595
0.781593,621,0.912566,672,0.995367,595
0.781613,621,0.912578,672,0.995373,595
0.781633,621,0.912591,672,0.99538,595
0.781653,621,0.912603,672,0.995387,594
0.781673,621,0.912615,671,0.995393,594
0.781693,621,0.912627,671,0.9954,594
0.781713,621,0.912639,670,0.995406,593
0.781733,621,0.912651,670,0.995413,593
0.781752,621,0.912664,669,0.99542,593
0.781772,621,0.912676,668,0.995426,593
0.781792,621,0.912688,668,0.995433,593
0.781812,621,0.9127,667,0.995439,593
0.781832,620,0.912712,666,0.995446,593
0.781852,620,0.912724,665,0.995453,594
0.781872,620,0.912737,664,0.995459,594
0.781892,620,0.912749,663,0.995466,594
0.781912,620,0.912761,662,0.995473,594
0.781932,620,0.912773,660,0.995479,594
0.781952,620,0.912785,659,0.995486,594
0.781972,620,0.912797,657,0.995492,595
0.781992,619,0.91281,655,0.995499,595
0.782012,619,0.912822,652,0.995506,595
0.782032,619,0.912834,650,0.995512,595
0.782052,619,0.912846,647,0.995519,596
0.782072,619,0.912858,643,0.995526,596
0.782092,619,0.91287,640,0.995532,595
0.782112,619,0.912883,635,0.995539,595
0.782132,619,0.912895,631,0.995545,595
0.782152,619,0.912907,625,0.995552,594
0.782172,619,0.912919,619,0.995559,594
0.782192,619,0.912931,612,0.995565,594
0.782212,619,0.912943,604,0.995572,593
0.782231,619,0.912956,596,0.995578,593
0.782251,619,0.912968,587,0.995585,593
0.782271,619,0.91298,576,0.995592,592
0.782291,620,0.912992,565,0.995598,592
0.782311,620,0.913004,553,0.995605,591
0.782331,620,0.913016,540,0.995612,590
0.782351,620,0.913029,526,0.995618,590
0.782371,620,0.913041,511,0.995625,589
0.782391,620,0.913053,495,0.995631,589
0.782411,620,0.913065,478,0.995638,589
0.782431,620,0.913077,461,0.995645,590
0.782451,620,0.913089,442,0.995651,590
0.782471,620,0.913102,423,0.995658,590
0.782491,620,0.913114,404,0.995665,590
0.782511,620,0.913126,383,0.995671,590
0.782531,620,0.913138,362,0.995678,590
0.782551,620,0.91315,341,0.995684,591
0.782571,620,0.913162,318,0.995691,591
0.782591,620,0.913174,296,0.995698,591
0.782611,620,0.913187,273,0.995704,592
0.782631,620,0.913199,249,0.995711,592
0.782651,620,0.913211,226,0.995717,593
0.782671,620,0.913223,201,0.995724,594
0.78269,620,0.913235,176,0.995731,594
0.78271,620,0.913247,151,0.995737,594
0.78273,620,0.91326,125,0.995744,594
0.78275,620,0.913272,98,0.995751,594
0.78277,620,0.913284,70,0.995757,594
0.78279,620,0.913296,42,0.995764,593
0.78281,620,0.913308,12,0.99577,593
0.78283,620,0.91332,-18,0.995777,593
0.78285,620,,,0.995784,593
0.78287,620,,,0.99579,593
0.78289,620,,,0.995797,593
0.78291,620,,,0.995804,593
0.78293,620,,,0.99581,593
0.78295,620,,,0.995817,593
0.78297,620,,,0.995823,592
0.78299,621,,,0.99583,592
0.78301,621,,,0.995837,591
0.78303,621,,,0.995843,591
0.78305,621,,,0.99585,591
0.78307,621,,,0.995857,592
0.78309,621,,,0.995863,593
0.78311,621,,,0.99587,593
0.78313,621,,,0.995876,594
0.78315,621,,,0.995883,594
0.783169,621,,,0.99589,595
0.783189,621,,,0.995896,595
0.783209,621,,,0.995903,595
0.783229,621,,,0.995909,595
0.783249,621,,,0.995916,594
0.783269,621,,,0.995923,594
0.783289,621,,,0.995929,594
0.783309,621,,,0.995936,594
0.783329,621,,,0.995943,594
0.783349,621,,,0.995949,594
0.783369,621,,,0.995956,594
0.783389,621,,,0.995962,593
0.783409,620,,,0.995969,593
0.783429,620,,,0.995976,593
0.783449,620,,,0.995982,592
0.783469,620,,,0.995989,592
0.783489,620,,,0.995996,592
0.783509,620,,,0.996002,592
0.783529,620,,,0.996009,591
0.783549,620,,,0.996015,591
0.783569,620,,,0.996022,591
0.783589,620,,,0.996029,591
0.783609,620,,,0.996035,591
0.783629,620,,,0.996042,592
0.783648,620,,,0.996048,592
0.783668,619,,,0.996055,592
0.783688,619,,,0.996062,592
0.783708,619,,,0.996068,591
0.783728,619,,,0.996075,591
0.783748,619,,,0.996082,590
0.783768,619,,,0.996088,590
0.783788,619,,,0.996095,589
0.783808,619,,,0.996101,589
0.783828,619,,,0.996108,589
0.783848,619,,,0.996115,589
0.783868,619,,,0.996121,589
0.783888,619,,,0.996128,589
0.783908,619,,,0.996135,589
0.783928,619,,,0.996141,589
0.783948,619,,,0.996148,589
0.783968,619,,,0.996154,589
0.783988,619,,,0.996161,589
0.784008,620,,,0.996168,590
0.784028,620,,,0.996174,590
0.784048,620,,,0.996181,590
0.784068,620,,,0.996187,590
0.784088,620,,,0.996194,591
0.784108,620,,,0.996201,590
0.784127,621,,,0.996207,590
0.784147,621,,,0.996214,590
0.784167,621,,,0.996221,591
0.784187,621,,,0.996227,591
0.784207,621,,,0.996234,591
0.784227,621,,,0.99624,592
0.784247,621,,,0.996247,593
0.784267,621,,,0.996254,593
0.784287,621,,,0.99626,593
0.784307,621,,,0.996267,593
0.784327,621,,,0.996274,592
0.784347,621,,,0.99628,592
0.784367,621,,,0.996287,591
0.784387,621,,,0.996293,591
0.784407,621,,,0.9963,592
0.784427,621,,,0.996307,592
0.784447,621,,,0.996313,592
0.784467,621,,,0.99632,592
0.784487,621,,,0.996326,592
0.784507,621,,,0.996333,592
0.784527,621,,,0.99634,592
0.784547,621,,,0.996346,591
0.784567,621,,,0.996353,591
0.784586,621,,,0.99636,591
0.784606,621,,,0.996366,591
0.784626,621,,,0.996373,592
0.784646,621,,,0.996379,592
0.784666,621,,,0.996386,592
0.784686,621,,,0.996393,592
0.784706,621,,,0.996399,592
0.784726,621,,,0.996406,593
0.784746,621,,,0.996413,593
0.784766,621,,,0.996419,593
0.784786,621,,,0.996426,593
0.784806,621,,,0.996432,594
0.784826,621,,,0.996439,594
0.784846,621,,,0.996446,595
0.784866,621,,,0.996452,595
0.784886,620,,,0.996459,595
0.784906,620,,,0.996465,595
0.784926,620,,,0.996472,595
0.784946,620,,,0.996479,595
0.784966,620,,,0.996485,595
0.784986,620,,,0.996492,595
0.785006,620,,,0.996499,595
0.785026,620,,,0.996505,595
0.785046,620,,,0.996512,595
0.785065,620,,,0.996518,595
0.785085,620,,,0.996525,594
0.785105,620,,,0.996532,593
0.785125,620,,,0.996538,592
0.785145,620,,,0.996545,592
0.785165,620,,,0.996552,591
0.785185,620,,,0.996558,591
0.785205,620,,,0.996565,591
0.785225,620,,,0.996571,590
0.785245,620,,,0.996578,590
0.785265,620,,,0.996585,590
0.785285,620,,,0.996591,590
0.785305,619,,,0.996598,590
0.785325,619,,,0.996604,591
0.785345,619,,,0.996611,591
0.785365,619,,,0.996618,591
0.785385,619,,,0.996624,591
0.785405,619,,,0.996631,591
0.785425,619,,,0.996638,591
0.785445,619,,,0.996644,592
0.785465,619,,,0.996651,592
0.785485,620,,,0.996657,592
0.785505,620,,,0.996664,592
0.785525,620,,,0.996671,592
0.785544,620,,,0.996677,593
0.785564,620,,,0.996684,593
0.785584,621,,,0.996691,594
0.785604,621,,,0.996697,594
0.785624,621,,,0.996704,594
0.785644,621,,,0.99671,594
0.785664,621,,,0.996717,594
0.785684,622,,,0.996724,593
0.785704,622,,,0.99673,593
0.785724,622,,,0.996737,593
0.785744,622,,,0.996743,592
0.785764,622,,,0.99675,592
0.785784,621,,,0.996757,592
0.785804,621,,,0.996763,592
0.785824,621,,,0.99677,592
0.785844,621,,,0.996777,592
0.785864,621,,,0.996783,593
0.785884,621,,,0.99679,593
0.785904,621,,,0.996796,594
0.785924,621,,,0.996803,594
0.785944,621,,,0.99681,595
0.785964,621,,,0.996816,595
0.785984,621,,,0.996823,596
0.786004,621,,,0.99683,596
0.786023,621,,,0.996836,596
0.786043,622,,,0.996843,596
0.786063,622,,,0.996849,596
0.786083,622,,,0.996856,596
0.786103,622,,,0.996863,596
0.786123,622,,,0.996869,596
0.786143,622,,,0.996876,596
0.786163,622,,,0.996882,596
0.786183,622,,,0.996889,596
0.786203,622,,,0.996896,596
0.786223,622,,,0.996902,596
0.786243,623,,,0.996909,596
0.786263,623,,,0.996916,596
0.786283,623,,,0.996922,596
0.786303,623,,,0.996929,597
0.786323,623,,,0.996935,597
0.786343,623,,,0.996942,598
0.786363,623,,,0.996949,599
0.786383,623,,,0.996955,599
0.786403,624,,,0.996962,599
0.786423,624,,,0.996969,600
0.786443,624,,,0.996975,599
0.786463,624,,,0.996982,599
0.786483,624,,,0.996988,599
0.786502,624,,,0.996995,599
0.786522,624,,,0.997002,599
0.786542,624,,,0.997008,599
0.786562,624,,,0.997015,599
0.786582,623,,,0.997021,598
0.786602,623,,,0.997028,598
0.786622,623,,,0.997035,598
0.786642,623,,,0.997041,597
0.786662,622,,,0.997048,597
0.786682,622,,,0.997055,596
0.786702,622,,,0.997061,596
0.786722,621,,,0.997068,595
0.786742,621,,,0.997074,595
0.786762,620,,,0.997081,595
0.786782,619,,,0.997088,595
0.786802,618,,,0.997094,595
0.786822,617,,,0.997101,595
0.786842,615,,,0.997108,595
0.786862,613,,,0.997114,595
0.786882,611,,,0.997121,596
0.786902,608,,,0.997127,596
0.786922,604,,,0.997134,596
0.786942,600,,,0.997141,597
0.786961,595,,,0.997147,597
0.786981,588,,,0.997154,597
0.787001,581,,,0.99716,598
0.787021,572,,,0.997167,598
0.787041,562,,,0.997174,597
0.787061,550,,,0.99718,597
0.787081,537,,,0.997187,597
0.787101,521,,,0.997194,596
0.787121,504,,,0.9972,596
0.787141,486,,,0.997207,596
0.787161,465,,,0.997213,595
0.787181,443,,,0.99722,595
0.787201,419,,,0.997227,595
0.787221,393,,,0.997233,595
0.787241,365,,,0.99724,595
0.787261,336,,,0.997247,595
0.787281,305,,,0.997253,594
0.787301,272,,,0.99726,594
0.787321,239,,,0.997266,593
0.787341,204,,,0.997273,593
0.787361,167,,,0.99728,593
0.787381,130,,,0.997286,593
0.787401,92,,,0.997293,593
0.787421,53,,,0.9973,593
0.78744,14,,,0.997306,594
0.78746,-26,,,0.997313,595
,,,,0.997319,595
,,,,0.997326,595
,,,,0.997333,595
,,,,0.997339,595
,,,,0.997346,595
,,,,0.997352,595
,,,,0.997359,594
,,,,0.997366,594
,,,,0.997372,594
,,,,0.997379,593
,,,,0.997386,593
,,,,0.997392,592
,,,,0.997399,591
,,,,0.997405,591
,,,,0.997412,590
,,,,0.997419,589
,,,,0.997425,589
,,,,0.997432,589
,,,,0.997439,588
,,,,0.997445,588
,,,,0.997452,589
,,,,0.997458,589
,,,,0.997465,589
,,,,0.997472,590
,,,,0.997478,591
,,,,0.997485,592
,,,,0.997491,593
,,,,0.997498,594
,,,,0.997505,594
,,,,0.997511,595
,,,,0.997518,595
,,,,0.997525,595
,,,,0.997531,595
,,,,0.997538,595
,,,,0.997544,595
,,,,0.997551,595
,,,,0.997558,595
,,,,0.997564,595
,,,,0.997571,595
,,,,0.997578,594
,,,,0.997584,594
,,,,0.997591,593
,,,,0.997597,593
,,,,0.997604,593
,,,,0.997611,593
,,,,0.997617,594
,,,,0.997624,594
,,,,0.99763,595
,,,,0.997637,595
,,,,0.997644,595
,,,,0.99765,595
,,,,0.997657,594
,,,,0.997664,594
,,,,0.99767,594
,,,,0.997677,593
,,,,0.997683,593
,,,,0.99769,594
,,,,0.997697,594
,,,,0.997703,594
,,,,0.99771,594
,,,,0.997717,594
,,,,0.997723,594
,,,,0.99773,593
,,,,0.997736,592
,,,,0.997743,592
,,,,0.99775,591
,,,,0.997756,591
,,,,0.997763,591
,,,,0.997769,591
,,,,0.997776,591
,,,,0.997783,591
,,,,0.997789,591
,,,,0.997796,591
,,,,0.997803,590
,,,,0.997809,590
,,,,0.997816,591
,,,,0.997822,591
,,,,0.997829,591
,,,,0.997836,592
,,,,0.997842,592
,,,,0.997849,593
,,,,0.997856,593
,,,,0.997862,593
,,,,0.997869,592
,,,,0.997875,593
,,,,0.997882,593
,,,,0.997889,593
,,,,0.997895,593
,,,,0.997902,594
,,,,0.997908,594
,,,,0.997915,593
,,,,0.997922,593
,,,,0.997928,592
,,,,0.997935,592
,,,,0.997942,592
,,,,0.997948,592
,,,,0.997955,592
,,,,0.997961,592
,,,,0.997968,592
,,,,0.997975,591
,,,,0.997981,591
,,,,0.997988,590
,,,,0.997995,590
,,,,0.998001,589
,,,,0.998008,589
,,,,0.998014,589
,,,,0.998021,589
,,,,0.998028,590
,,,,0.998034,590
,,,,0.998041,591
,,,,0.998047,591
,,,,0.998054,591
,,,,0.998061,591
,,,,0.998067,592
,,,,0.998074,592
,,,,0.998081,592
,,,,0.998087,592
,,,,0.998094,592
,,,,0.9981,593
,,,,0.998107,593
,,,,0.998114,593
,,,,0.99812,593
,,,,0.998127,594
,,,,0.998134,594
,,,,0.99814,594
,,,,0.998147,594
,,,,0.998153,594
,,,,0.99816,594
,,,,0.998167,594
,,,,0.998173,594
,,,,0.99818,593
,,,,0.998186,592
,,,,0.998193,592
,,,,0.9982,591
,,,,0.998206,590
,,,,0.998213,589
,,,,0.99822,588
,,,,0.998226,588
,,,,0.998233,588
,,,,0.998239,588
,,,,0.998246,588
,,,,0.998253,588
,,,,0.998259,589
,,,,0.998266,590
,,,,0.998273,590
,,,,0.998279,590
,,,,0.998286,591
,,,,0.998292,591
,,,,0.998299,591
,,,,0.998306,591
,,,,0.998312,591
,,,,0.998319,591
,,,,0.998325,591
,,,,0.998332,592
,,,,0.998339,592
,,,,0.998345,592
,,,,0.998352,592
,,,,0.998359,592
,,,,0.998365,592
,,,,0.998372,592
,,,,0.998378,591
,,,,0.998385,591
,,,,0.998392,590
,,,,0.998398,590
,,,,0.998405,590
,,,,0.998412,589
,,,,0.998418,589
,,,,0.998425,590
,,,,0.998431,590
,,,,0.998438,590
,,,,0.998445,590
,,,,0.998451,590
,,,,0.998458,591
,,,,0.998464,591
,,,,0.998471,591
,,,,0.998478,591
,,,,0.998484,591
,,,,0.998491,591
,,,,0.998498,591
,,,,0.998504,591
,,,,0.998511,591
,,,,0.998517,591
,,,,0.998524,591
,,,,0.998531,592
,,,,0.998537,592
,,,,0.998544,592
,,,,0.998551,592
,,,,0.998557,592
,,,,0.998564,592
,,,,0.99857,592
,,,,0.998577,593
,,,,0.998584,593
,,,,0.99859,593
,,,,0.998597,594
,,,,0.998603,594
,,,,0.99861,594
,,,,0.998617,594
,,,,0.998623,593
,,,,0.99863,593
,,,,0.998637,593
,,,,0.998643,593
,,,,0.99865,594
,,,,0.998656,594
,,,,0.998663,595
,,,,0.99867,595
,,,,0.998676,595
,,,,0.998683,595
,,,,0.99869,595
,,,,0.998696,595
,,,,0.998703,595
,,,,0.998709,594
,,,,0.998716,594
,,,,0.998723,594
,,,,0.998729,594
,,,,0.998736,594
,,,,0.998743,593
,,,,0.998749,593
,,,,0.998756,593
,,,,0.998762,593
,,,,0.998769,593
,,,,0.998776,593
,,,,0.998782,593
,,,,0.998789,594
,,,,0.998795,594
,,,,0.998802,594
,,,,0.998809,594
,,,,0.998815,594
,,,,0.998822,594
,,,,0.998829,594
,,,,0.998835,594
,,,,0.998842,594
,,,,0.998848,594
,,,,0.998855,594
,,,,0.998862,594
,,,,0.998868,595
,,,,0.998875,595
,,,,0.998882,595
,,,,0.998888,595
,,,,0.998895,595
,,,,0.998901,594
,,,,0.998908,594
,,,,0.998915,594
,,,,0.998921,594
,,,,0.998928,594
,,,,0.998934,594
,,,,0.998941,593
,,,,0.998948,593
,,,,0.998954,592
,,,,0.998961,592
,,,,0.998968,591
,,,,0.998974,592
,,,,0.998981,592
,,,,0.998987,592
,,,,0.998994,593
,,,,0.999001,593
,,,,0.999007,594
,,,,0.999014,594
,,,,0.999021,594
,,,,0.999027,595
,,,,0.999034,595
,,,,0.99904,596
,,,,0.999047,597
,,,,0.999054,597
,,,,0.99906,598
,,,,0.999067,598
,,,,0.999073,598
,,,,0.99908,598
,,,,0.999087,598
,,,,0.999093,598
,,,,0.9991,598
,,,,0.999107,597
,,,,0.999113,597
,,,,0.99912,597
,,,,0.999126,597
,,,,0.999133,596
,,,,0.99914,596
,,,,0.999146,595
,,,,0.999153,595
,,,,0.99916,595
,,,,0.999166,595
,,,,0.999173,595
,,,,0.999179,596
,,,,0.999186,596
,,,,0.999193,596
,,,,0.999199,597
,,,,0.999206,597
,,,,0.999212,597
,,,,0.999219,597
,,,,0.999226,598
,,,,0.999232,598
,,,,0.999239,598
,,,,0.999246,598
,,,,0.999252,598
,,,,0.999259,598
,,,,0.999265,598
,,,,0.999272,598
,,,,0.999279,597
,,,,0.999285,597
,,,,0.999292,597
,,,,0.999299,596
,,,,0.999305,596
,,,,0.999312,595
,,,,0.999318,595
,,,,0.999325,594
,,,,0.999332,593
,,,,0.999338,593
,,,,0.999345,592
,,,,0.999351,591
,,,,0.999358,591
,,,,0.999365,590
,,,,0.999371,590
,,,,0.999378,589
,,,,0.999385,589
,,,,0.999391,589
,,,,0.999398,590
,,,,0.999404,590
,,,,0.999411,590
,,,,0.999418,591
,,,,0.999424,591
,,,,0.999431,592
,,,,0.999438,592
,,,,0.999444,592
,,,,0.999451,592
,,,,0.999457,592
,,,,0.999464,592
,,,,0.999471,592
,,,,0.999477,592
,,,,0.999484,591
,,,,0.99949,590
,,,,0.999497,590
,,,,0.999504,589
,,,,0.99951,588
,,,,0.999517,588
,,,,0.999524,587
,,,,0.99953,587
,,,,0.999537,587
