Dx1.5,Fx1.5,Dx1,Fx1,Dx0.5625,Fx0.5625
,,,,0.999543,588
,,,,0.99955,588
,,,,0.999557,588
,,,,0.999563,589
,,,,0.99957,589
,,,,0.999577,589
,,,,0.999583,590
,,,,0.99959,590
,,,,0.999596,591
,,,,0.999603,592
,,,,0.99961,593
,,,,0.999616,593
,,,,0.999623,594
,,,,0.999629,595
,,,,0.999636,595
,,,,0.999643,595
,,,,0.999649,596
,,,,0.999656,596
,,,,0.999663,596
,,,,0.999669,596
,,,,0.999676,596
,,,,0.999682,596
,,,,0.999689,595
,,,,0.999696,595
,,,,0.999702,594
,,,,0.999709,594
,,,,0.999716,593
,,,,0.999722,593
,,,,0.999729,593
,,,,0.999735,593
,,,,0.999742,593
,,,,0.999749,593
,,,,0.999755,594
,,,,0.999762,594
,,,,0.999768,594
,,,,0.999775,594
,,,,0.999782,594
,,,,0.999788,594
,,,,0.999795,594
,,,,0.999802,593
,,,,0.999808,593
,,,,0.999815,592
,,,,0.999821,592
,,,,0.999828,591
,,,,0.999835,591
,,,,0.999841,590
,,,,0.999848,590
,,,,0.999855,590
,,,,0.999861,590
,,,,0.999868,590
,,,,0.999874,590
,,,,0.999881,590
,,,,0.999888,590
,,,,0.999894,591
,,,,0.999901,591
,,,,0.999907,591
,,,,0.999914,592
,,,,0.999921,592
,,,,0.999927,592
,,,,0.999934,592
,,,,0.999941,592
,,,,0.999947,592
,,,,0.999954,592
,,,,0.99996,592
,,,,0.999967,592
,,,,0.999974,592
,,,,0.99998,592
,,,,0.999987,592
,,,,0.999994,592
,,,,1,592
,,,,1.00001,591
,,,,1.00001,591
,,,,1.00002,590
,,,,1.00003,590
,,,,1.00003,590
,,,,1.00004,590
,,,,1.00005,591
,,,,1.00005,591
,,,,1.00006,592
,,,,1.00007,593
,,,,1.00007,594
,,,,1.00008,594
,,,,1.00009,594
,,,,1.00009,594
,,,,1.0001,594
,,,,1.00011,594
,,,,1.00011,594
,,,,1.00012,595
,,,,1.00013,595
,,,,1.00013,596
,,,,1.00014,596
,,,,1.00015,597
,,,,1.00015,597
,,,,1.00016,597
,,,,1.00017,597
,,,,1.00017,597
,,,,1.00018,597
,,,,1.00019,597
,,,,1.00019,597
,,,,1.0002,597
,,,,1.00021,597
,,,,1.00021,597
,,,,1.00022,596
,,,,1.00023,596
,,,,1.00023,596
,,,,1.00024,595
,,,,1.00025,595
,,,,1.00025,596
,,,,1.00026,596
,,,,1.00026,596
,,,,1.00027,597
,,,,1.00028,598
,,,,1.00028,598
,,,,1.00029,598
,,,,1.0003,598
,,,,1.0003,598
,,,,1.00031,598
,,,,1.00032,598
,,,,1.00032,598
,,,,1.00033,598
,,,,1.00034,598
,,,,1.00034,598
,,,,1.00035,597
,,,,1.00036,597
,,,,1.00036,596
,,,,1.00037,596
,,,,1.00038,595
,,,,1.00038,595
,,,,1.00039,595
,,,,1.0004,595
,,,,1.0004,596
,,,,1.00041,596
,,,,1.00042,596
,,,,1.00042,596
,,,,1.00043,596
,,,,1.00044,597
,,,,1.00044,597
,,,,1.00045,597
,,,,1.00046,597
,,,,1.00046,597
,,,,1.00047,597
,,,,1.00048,597
,,,,1.00048,596
,,,,1.00049,595
,,,,1.0005,594
,,,,1.0005,594
,,,,1.00051,593
,,,,1.00052,592
,,,,1.00052,592
,,,,1.00053,592
,,,,1.00054,592
,,,,1.00054,592
,,,,1.00055,592
,,,,1.00056,591
,,,,1.00056,591
,,,,1.00057,591
,,,,1.00058,591
,,,,1.00058,591
,,,,1.00059,591
,,,,1.0006,591
,,,,1.0006,592
,,,,1.00061,592
,,,,1.00062,593
,,,,1.00062,593
,,,,1.00063,593
,,,,1.00064,593
,,,,1.00064,592
,,,,1.00065,592
,,,,1.00066,592
,,,,1.00066,592
,,,,1.00067,592
,,,,1.00068,593
,,,,1.00068,593
,,,,1.00069,593
,,,,1.0007,594
,,,,1.0007,594
,,,,1.00071,594
,,,,1.00072,594
,,,,1.00072,594
,,,,1.00073,594
,,,,1.00073,594
,,,,1.00074,594
,,,,1.00075,594
,,,,1.00075,595
,,,,1.00076,595
,,,,1.00077,596
,,,,1.00077,597
,,,,1.00078,597
,,,,1.00079,598
,,,,1.00079,598
,,,,1.0008,598
,,,,1.00081,598
,,,,1.00081,598
,,,,1.00082,597
,,,,1.00083,597
,,,,1.00083,596
,,,,1.00084,596
,,,,1.00085,596
,,,,1.00085,596
,,,,1.00086,595
,,,,1.00087,595
,,,,1.00087,595
,,,,1.00088,595
,,,,1.00089,595
,,,,1.00089,595
,,,,1.0009,595
,,,,1.00091,595
,,,,1.00091,595
,,,,1.00092,595
,,,,1.00093,596
,,,,1.00093,596
,,,,1.00094,597
,,,,1.00095,597
,,,,1.00095,598
,,,,1.00096,598
,,,,1.00097,598
,,,,1.00097,599
,,,,1.00098,599
,,,,1.00099,599
,,,,1.00099,599
,,,,1.001,599
,,,,1.00101,598
,,,,1.00101,598
,,,,1.00102,598
,,,,1.00103,597
,,,,1.00103,596
,,,,1.00104,595
,,,,1.00105,595
,,,,1.00105,594
,,,,1.00106,593
,,,,1.00107,592
,,,,1.00107,591
,,,,1.00108,591
,,,,1.00109,591
,,,,1.00109,590
,,,,1.0011,590
,,,,1.00111,590
,,,,1.00111,590
,,,,1.00112,590
,,,,1.00113,591
,,,,1.00113,591
,,,,1.00114,591
,,,,1.00115,592
,,,,1.00115,592
,,,,1.00116,593
,,,,1.00117,593
,,,,1.00117,594
,,,,1.00118,594
,,,,1.00119,595
,,,,1.00119,595
,,,,1.0012,595
,,,,1.0012,595
,,,,1.00121,595
,,,,1.00122,595
,,,,1.00122,595
,,,,1.00123,595
,,,,1.00124,595
,,,,1.00124,595
,,,,1.00125,595
,,,,1.00126,595
,,,,1.00126,594
,,,,1.00127,594
,,,,1.00128,594
,,,,1.00128,594
,,,,1.00129,594
,,,,1.0013,594
,,,,1.0013,594
,,,,1.00131,594
,,,,1.00132,595
,,,,1.00132,595
,,,,1.00133,595
,,,,1.00134,595
,,,,1.00134,595
,,,,1.00135,595
,,,,1.00136,594
,,,,1.00136,594
,,,,1.00137,594
,,,,1.00138,594
,,,,1.00138,594
,,,,1.00139,595
,,,,1.0014,595
,,,,1.0014,595
,,,,1.00141,596
,,,,1.00142,596
,,,,1.00142,596
,,,,1.00143,596
,,,,1.00144,596
,,,,1.00144,596
,,,,1.00145,596
,,,,1.00146,596
,,,,1.00146,596
,,,,1.00147,595
,,,,1.00148,595
,,,,1.00148,595
,,,,1.00149,595
,,,,1.0015,594
,,,,1.0015,594
,,,,1.00151,594
,,,,1.00152,594
,,,,1.00152,595
,,,,1.00153,595
,,,,1.00154,595
,,,,1.00154,595
,,,,1.00155,595
,,,,1.00156,594
,,,,1.00156,593
,,,,1.00157,593
,,,,1.00158,592
,,,,1.00158,592
,,,,1.00159,592
,,,,1.0016,592
,,,,1.0016,592
,,,,1.00161,592
,,,,1.00162,592
,,,,1.00162,591
,,,,1.00163,591
,,,,1.00164,591
,,,,1.00164,591
,,,,1.00165,591
,,,,1.00165,591
,,,,1.00166,591
,,,,1.00167,592
,,,,1.00167,592
,,,,1.00168,592
,,,,1.00169,592
,,,,1.00169,592
,,,,1.0017,592
,,,,1.00171,592
,,,,1.00171,593
,,,,1.00172,593
,,,,1.00173,592
,,,,1.00173,592
,,,,1.00174,592
,,,,1.00175,592
,,,,1.00175,592
,,,,1.00176,592
,,,,1.00177,592
,,,,1.00177,592
,,,,1.00178,592
,,,,1.00179,592
,,,,1.00179,592
,,,,1.0018,592
,,,,1.00181,593
,,,,1.00181,593
,,,,1.00182,593
,,,,1.00183,594
,,,,1.00183,594
,,,,1.00184,594
,,,,1.00185,594
,,,,1.00185,594
,,,,1.00186,594
,,,,1.00187,594
,,,,1.00187,594
,,,,1.00188,594
,,,,1.00189,595
,,,,1.00189,596
,,,,1.0019,596
,,,,1.00191,597
,,,,1.00191,598
,,,,1.00192,598
,,,,1.00193,598
,,,,1.00193,598
,,,,1.00194,598
,,,,1.00195,598
,,,,1.00195,598
,,,,1.00196,598
,,,,1.00197,598
,,,,1.00197,598
,,,,1.00198,598
,,,,1.00199,598
,,,,1.00199,597
,,,,1.002,597
,,,,1.00201,596
,,,,1.00201,596
,,,,1.00202,596
,,,,1.00203,595
,,,,1.00203,596
,,,,1.00204,596
,,,,1.00205,596
,,,,1.00205,597
,,,,1.00206,597
,,,,1.00207,597
,,,,1.00207,597
,,,,1.00208,598
,,,,1.00209,597
,,,,1.00209,597
,,,,1.0021,597
,,,,1.00211,597
,,,,1.00211,597
,,,,1.00212,597
,,,,1.00212,597
,,,,1.00213,597
,,,,1.00214,597
,,,,1.00214,596
,,,,1.00215,595
,,,,1.00216,595
,,,,1.00216,594
,,,,1.00217,594
,,,,1.00218,594
,,,,1.00218,594
,,,,1.00219,595
,,,,1.0022,595
,,,,1.0022,595
,,,,1.00221,595
,,,,1.00222,596
,,,,1.00222,596
,,,,1.00223,596
,,,,1.00224,596
,,,,1.00224,597
,,,,1.00225,597
,,,,1.00226,597
,,,,1.00226,596
,,,,1.00227,596
,,,,1.00228,596
,,,,1.00228,596
,,,,1.00229,595
,,,,1.0023,595
,,,,1.0023,595
,,,,1.00231,595
,,,,1.00232,595
,,,,1.00232,595
,,,,1.00233,595
,,,,1.00234,595
,,,,1.00234,594
,,,,1.00235,594
,,,,1.00236,594
,,,,1.00236,594
,,,,1.00237,595
,,,,1.00238,595
,,,,1.00238,595
,,,,1.00239,595
,,,,1.0024,596
,,,,1.0024,596
,,,,1.00241,596
,,,,1.00242,597
,,,,1.00242,597
,,,,1.00243,597
,,,,1.00244,598
,,,,1.00244,598
,,,,1.00245,598
,,,,1.00246,598
,,,,1.00246,598
,,,,1.00247,597
,,,,1.00248,597
,,,,1.00248,597
,,,,1.00249,596
,,,,1.0025,596
,,,,1.0025,595
,,,,1.00251,595
,,,,1.00252,594
,,,,1.00252,594
,,,,1.00253,594
,,,,1.00254,594
,,,,1.00254,595
,,,,1.00255,596
,,,,1.00256,596
,,,,1.00256,597
,,,,1.00257,598
,,,,1.00258,599
,,,,1.00258,599
,,,,1.00259,599
,,,,1.00259,599
,,,,1.0026,598
,,,,1.00261,598
,,,,1.00261,598
,,,,1.00262,597
,,,,1.00263,597
,,,,1.00263,597
,,,,1.00264,597
,,,,1.00265,597
,,,,1.00265,596
,,,,1.00266,596
,,,,1.00267,596
,,,,1.00267,596
,,,,1.00268,596
,,,,1.00269,597
,,,,1.00269,597
,,,,1.0027,597
,,,,1.00271,598
,,,,1.00271,598
,,,,1.00272,599
,,,,1.00273,599
,,,,1.00273,599
,,,,1.00274,599
,,,,1.00275,600
,,,,1.00275,600
,,,,1.00276,599
,,,,1.00277,599
,,,,1.00277,599
,,,,1.00278,598
,,,,1.00279,598
,,,,1.00279,597
,,,,1.0028,597
,,,,1.00281,596
,,,,1.00281,596
,,,,1.00282,595
,,,,1.00283,595
,,,,1.00283,595
,,,,1.00284,594
,,,,1.00285,594
,,,,1.00285,594
,,,,1.00286,595
,,,,1.00287,595
,,,,1.00287,595
,,,,1.00288,595
,,,,1.00289,596
,,,,1.00289,596
,,,,1.0029,597
,,,,1.00291,597
,,,,1.00291,598
,,,,1.00292,599
,,,,1.00293,599
,,,,1.00293,600
,,,,1.00294,600
,,,,1.00295,600
,,,,1.00295,600
,,,,1.00296,600
,,,,1.00297,600
,,,,1.00297,599
,,,,1.00298,599
,,,,1.00299,599
,,,,1.00299,599
,,,,1.003,598
,,,,1.00301,598
,,,,1.00301,597
,,,,1.00302,596
,,,,1.00303,595
,,,,1.00303,595
,,,,1.00304,594
,,,,1.00305,594
,,,,1.00305,593
,,,,1.00306,593
,,,,1.00306,593
,,,,1.00307,594
,,,,1.00308,594
,,,,1.00308,595
,,,,1.00309,595
,,,,1.0031,595
,,,,1.0031,595
,,,,1.00311,595
,,,,1.00312,595
,,,,1.00312,594
,,,,1.00313,593
,,,,1.00314,593
,,,,1.00314,593
,,,,1.00315,593
,,,,1.00316,593
,,,,1.00316,594
,,,,1.00317,594
,,,,1.00318,594
,,,,1.00318,594
,,,,1.00319,594
,,,,1.0032,593
,,,,1.0032,593
,,,,1.00321,592
,,,,1.00322,592
,,,,1.00322,592
,,,,1.00323,592
,,,,1.00324,592
,,,,1.00324,592
,,,,1.00325,592
,,,,1.00326,592
,,,,1.00326,592
,,,,1.00327,591
,,,,1.00328,591
,,,,1.00328,590
,,,,1.00329,590
,,,,1.0033,590
,,,,1.0033,589
,,,,1.00331,589
,,,,1.00332,589
,,,,1.00332,589
,,,,1.00333,588
,,,,1.00334,588
,,,,1.00334,588
,,,,1.00335,587
,,,,1.00336,587
,,,,1.00336,587
,,,,1.00337,587
,,,,1.00338,587
,,,,1.00338,588
,,,,1.00339,589
,,,,1.0034,590
,,,,1.0034,591
,,,,1.00341,592
,,,,1.00342,592
,,,,1.00342,593
,,,,1.00343,593
,,,,1.00344,593
,,,,1.00344,594
,,,,1.00345,594
,,,,1.00346,594
,,,,1.00346,594
,,,,1.00347,594
,,,,1.00348,594
,,,,1.00348,594
,,,,1.00349,593
,,,,1.0035,593
,,,,1.0035,593
,,,,1.00351,593
,,,,1.00352,594
,,,,1.00352,594
,,,,1.00353,595
,,,,1.00353,596
,,,,1.00354,596
,,,,1.00355,596
,,,,1.00355,597
,,,,1.00356,597
,,,,1.00357,597
,,,,1.00357,598
,,,,1.00358,598
,,,,1.00359,598
,,,,1.00359,599
,,,,1.0036,599
,,,,1.00361,599
,,,,1.00361,599
,,,,1.00362,599
,,,,1.00363,598
,,,,1.00363,598
,,,,1.00364,597
,,,,1.00365,596
,,,,1.00365,596
,,,,1.00366,595
,,,,1.00367,595
,,,,1.00367,595
,,,,1.00368,594
,,,,1.00369,594
,,,,1.00369,594
,,,,1.0037,595
,,,,1.00371,595
,,,,1.00371,595
,,,,1.00372,596
,,,,1.00373,596
,,,,1.00373,596
,,,,1.00374,596
,,,,1.00375,596
,,,,1.00375,596
,,,,1.00376,596
,,,,1.00377,596
,,,,1.00377,596
,,,,1.00378,596
,,,,1.00379,596
,,,,1.00379,595
,,,,1.0038,595
,,,,1.00381,595
,,,,1.00381,595
,,,,1.00382,595
,,,,1.00383,595
,,,,1.00383,595
,,,,1.00384,596
,,,,1.00385,596
,,,,1.00385,596
,,,,1.00386,597
,,,,1.00387,597
,,,,1.00387,597
,,,,1.00388,598
,,,,1.00389,598
,,,,1.00389,598
,,,,1.0039,599
,,,,1.00391,599
,,,,1.00391,599
,,,,1.00392,600
,,,,1.00393,600
,,,,1.00393,600
,,,,1.00394,600
,,,,1.00395,600
,,,,1.00395,600
,,,,1.00396,600
,,,,1.00397,600
,,,,1.00397,600
,,,,1.00398,600
,,,,1.00398,600
,,,,1.00399,600
,,,,1.004,601
,,,,1.004,601
,,,,1.00401,600
,,,,1.00402,600
,,,,1.00402,599
,,,,1.00403,599
,,,,1.00404,598
,,,,1.00404,598
,,,,1.00405,597
,,,,1.00406,597
,,,,1.00406,596
,,,,1.00407,596
,,,,1.00408,595
,,,,1.00408,594
,,,,1.00409,594
,,,,1.0041,593
,,,,1.0041,592
,,,,1.00411,592
,,,,1.00412,591
,,,,1.00412,591
,,,,1.00413,591
,,,,1.00414,590
,,,,1.00414,589
,,,,1.00415,589
,,,,1.00416,588
,,,,1.00416,587
,,,,1.00417,587
,,,,1.00418,586
,,,,1.00418,585
,,,,1.00419,585
,,,,1.0042,584
,,,,1.0042,583
,,,,1.00421,582
,,,,1.00422,581
,,,,1.00422,580
,,,,1.00423,580
,,,,1.00424,579
,,,,1.00424,579
,,,,1.00425,579
,,,,1.00426,578
,,,,1.00426,577
,,,,1.00427,576
,,,,1.00428,575
,,,,1.00428,574
,,,,1.00429,572
,,,,1.0043,571
,,,,1.0043,569
,,,,1.00431,567
,,,,1.00432,565
,,,,1.00432,563
,,,,1.00433,561
,,,,1.00434,559
,,,,1.00434,557
,,,,1.00435,556
,,,,1.00436,554
,,,,1.00436,552
,,,,1.00437,550
,,,,1.00438,548
,,,,1.00438,545
,,,,1.00439,542
,,,,1.0044,539
,,,,1.0044,536
,,,,1.00441,532
,,,,1.00442,529
,,,,1.00442,526
,,,,1.00443,523
,,,,1.00444,519
,,,,1.00444,516
,,,,1.00445,512
,,,,1.00445,508
,,,,1.00446,503
,,,,1.00447,499
,,,,1.00447,494
,,,,1.00448,490
,,,,1.00449,485
,,,,1.00449,480
,,,,1.0045,475
,,,,1.00451,469
,,,,1.00451,464
,,,,1.00452,458
,,,,1.00453,451
,,,,1.00453,445
,,,,1.00454,438
,,,,1.00455,431
,,,,1.00455,424
,,,,1.00456,416
,,,,1.00457,408
,,,,1.00457,399
,,,,1.00458,390
,,,,1.00459,381
,,,,1.00459,371
,,,,1.0046,361
,,,,1.00461,351
,,,,1.00461,340
,,,,1.00462,330
,,,,1.00463,319
,,,,1.00463,308
,,,,1.00464,298
,,,,1.00465,288
,,,,1.00465,277
,,,,1.00466,267
,,,,1.00467,256
,,,,1.00467,246
,,,,1.00468,235
,,,,1.00469,225
,,,,1.00469,214
,,,,1.0047,202
,,,,1.00471,191
,,,,1.00471,180
,,,,1.00472,169
,,,,1.00473,158
,,,,1.00473,146
,,,,1.00474,135
,,,,1.00475,124
,,,,1.00475,113
,,,,1.00476,102
,,,,1.00477,91
,,,,1.00477,79
,,,,1.00478,68
,,,,1.00479,56
,,,,1.00479,45
,,,,1.0048,34
,,,,1.00481,23
,,,,1.00481,12
,,,,1.00482,1
,,,,1.00483,-10
