Dx1.5,Fx1.5,Dx1,Fx1,Dx0.5625,Fx0.5625
0.753033,598,0.851451,628,0.750506,446
0.753053,598,0.851463,628,0.750513,446
0.753073,598,0.851475,628,0.75052,446
0.753093,598,0.851488,628,0.750526,446
0.753113,598,0.8515,628,0.750533,446
0.753133,598,0.851512,628,0.75054,446
0.753153,598,0.851524,628,0.750546,446
0.753173,598,0.851536,628,0.750553,446
0.753193,598,0.851548,628,0.750559,446
0.753213,598,0.851561,628,0.750566,446
0.753233,598,0.851573,628,0.750573,446
0.753253,598,0.851585,628,0.750579,446
0.753272,598,0.851597,628,0.750586,446
0.753292,598,0.851609,628,0.750593,446
0.753312,598,0.851621,628,0.750599,446
0.753332,598,0.851634,628,0.750606,446
0.753352,598,0.851646,628,0.750612,446
0.753372,598,0.851658,629,0.750619,446
0.753392,598,0.85167,629,0.750626,446
0.753412,598,0.851682,629,0.750632,446
0.753432,598,0.851694,629,0.750639,446
0.753452,598,0.851707,629,0.750646,446
0.753472,598,0.851719,629,0.750652,445
0.753492,598,0.851731,629,0.750659,445
0.753512,598,0.851743,629,0.750665,445
0.753532,598,0.851755,629,0.750672,445
0.753552,598,0.851767,629,0.750679,445
0.753572,598,0.85178,629,0.750685,445
0.753592,598,0.851792,629,0.750692,445
0.753612,598,0.851804,629,0.750698,445
0.753632,598,0.851816,629,0.750705,445
0.753652,598,0.851828,629,0.750712,445
0.753672,599,0.85184,629,0.750718,445
0.753692,599,0.851853,629,0.750725,445
0.753712,599,0.851865,629,0.750732,445
0.753732,599,0.851877,629,0.750738,445
0.753751,599,0.851889,629,0.750745,445
0.753771,599,0.851901,629,0.750751,445
0.753791,599,0.851913,629,0.750758,444
0.753811,599,0.851926,629,0.750765,444
0.753831,599,0.851938,629,0.750771,444
0.753851,599,0.85195,629,0.750778,444
0.753871,599,0.851962,629,0.750785,444
0.753891,599,0.851974,629,0.750791,444
0.753911,599,0.851986,629,0.750798,444
0.753931,598,0.851999,629,0.750804,444
0.753951,598,0.852011,629,0.750811,444
0.753971,598,0.852023,629,0.750818,444
0.753991,598,0.852035,629,0.750824,444
0.754011,598,0.852047,629,0.750831,444
0.754031,598,0.852059,629,0.750837,444
0.754051,597,0.852072,629,0.750844,444
0.754071,597,0.852084,629,0.750851,444
0.754091,597,0.852096,629,0.750857,444
0.754111,597,0.852108,629,0.750864,444
0.754131,597,0.85212,629,0.750871,444
0.754151,597,0.852132,629,0.750877,444
0.754171,596,0.852145,629,0.750884,444
0.754191,596,0.852157,629,0.75089,445
0.754211,596,0.852169,629,0.750897,445
0.75423,596,0.852181,629,0.750904,445
0.75425,597,0.852193,629,0.75091,445
0.75427,597,0.852205,629,0.750917,445
0.75429,597,0.852218,629,0.750924,445
0.75431,597,0.85223,629,0.75093,445
0.75433,597,0.852242,629,0.750937,445
0.75435,597,0.852254,630,0.750943,445
0.75437,597,0.852266,630,0.75095,445
0.75439,598,0.852278,630,0.750957,445
0.75441,598,0.852291,630,0.750963,445
0.75443,598,0.852303,630,0.75097,445
0.75445,598,0.852315,630,0.750976,445
0.75447,598,0.852327,630,0.750983,445
0.75449,599,0.852339,630,0.75099,445
0.75451,599,0.852351,630,0.750996,445
0.75453,599,0.852364,630,0.751003,445
0.75455,599,0.852376,630,0.75101,445
0.75457,599,0.852388,630,0.751016,445
0.75459,599,0.8524,630,0.751023,445
0.75461,599,0.852412,630,0.751029,445
0.75463,599,0.852424,630,0.751036,445
0.75465,599,0.852436,630,0.751043,445
0.75467,599,0.852449,630,0.751049,445
0.75469,599,0.852461,630,0.751056,446
0.754709,599,0.852473,630,0.751063,446
0.754729,599,0.852485,630,0.751069,446
0.754749,599,0.852497,630,0.751076,446
0.754769,599,0.852509,630,0.751082,446
0.754789,599,0.852522,630,0.751089,446
0.754809,599,0.852534,630,0.751096,446
0.754829,599,0.852546,630,0.751102,446
0.754849,599,0.852558,630,0.751109,446
0.754869,599,0.85257,630,0.751115,446
0.754889,599,0.852582,630,0.751122,446
0.754909,599,0.852595,630,0.751129,446
0.754929,599,0.852607,631,0.751135,446
0.754949,599,0.852619,631,0.751142,446
0.754969,599,0.852631,631,0.751149,446
0.754989,599,0.852643,631,0.751155,446
0.755009,599,0.852655,631,0.751162,446
0.755029,599,0.852668,631,0.751168,446
0.755049,599,0.85268,631,0.751175,446
0.755069,599,0.852692,631,0.751182,446
0.755089,599,0.852704,631,0.751188,446
0.755109,599,0.852716,631,0.751195,446
0.755129,599,0.852728,631,0.751202,446
0.755149,599,0.852741,631,0.751208,446
0.755168,600,0.852753,631,0.751215,446
0.755188,600,0.852765,631,0.751221,446
0.755208,600,0.852777,631,0.751228,446
0.755228,600,0.852789,631,0.751235,446
0.755248,600,0.852801,631,0.751241,446
0.755268,600,0.852814,631,0.751248,446
0.755288,600,0.852826,631,0.751254,446
0.755308,600,0.852838,631,0.751261,446
0.755328,600,0.85285,631,0.751268,446
0.755348,600,0.852862,631,0.751274,446
0.755368,600,0.852874,631,0.751281,446
0.755388,600,0.852887,631,0.751288,446
0.755408,600,0.852899,631,0.751294,446
0.755428,600,0.852911,631,0.751301,446
0.755448,600,0.852923,631,0.751307,446
0.755468,600,0.852935,631,0.751314,446
0.755488,600,0.852947,632,0.751321,446
0.755508,600,0.85296,632,0.751327,446
0.755528,600,0.852972,632,0.751334,446
0.755548,600,0.852984,632,0.751341,446
0.755568,600,0.852996,632,0.751347,446
0.755588,600,0.853008,632,0.751354,446
0.755608,600,0.85302,632,0.75136,446
0.755628,600,0.853033,632,0.751367,446
0.755647,600,0.853045,633,0.751374,446
0.755667,600,0.853057,633,0.75138,446
0.755687,600,0.853069,633,0.751387,446
0.755707,600,0.853081,633,0.751393,446
0.755727,600,0.853093,633,0.7514,446
0.755747,599,0.853106,633,0.751407,446
0.755767,599,0.853118,633,0.751413,446
0.755787,599,0.85313,634,0.75142,446
0.755807,599,0.853142,634,0.751427,446
0.755827,599,0.853154,634,0.751433,446
0.755847,598,0.853166,634,0.75144,446
0.755867,598,0.853179,634,0.751446,446
0.755887,598,0.853191,634,0.751453,446
0.755907,598,0.853203,634,0.75146,446
0.755927,598,0.853215,634,0.751466,446
0.755947,597,0.853227,634,0.751473,446
0.755967,597,0.853239,634,0.75148,446
0.755987,597,0.853252,634,0.751486,446
0.756007,597,0.853264,634,0.751493,446
0.756027,597,0.853276,634,0.751499,446
0.756047,597,0.853288,634,0.751506,446
0.756067,597,0.8533,634,0.751513,446
0.756087,597,0.853312,634,0.751519,447
0.756107,597,0.853325,634,0.751526,447
0.756126,597,0.853337,634,0.751532,447
0.756146,597,0.853349,634,0.751539,447
0.756166,597,0.853361,634,0.751546,447
0.756186,597,0.853373,634,0.751552,447
0.756206,597,0.853385,634,0.751559,447
0.756226,597,0.853398,634,0.751566,447
0.756246,597,0.85341,633,0.751572,447
0.756266,597,0.853422,633,0.751579,447
0.756286,597,0.853434,633,0.751585,447
0.756306,597,0.853446,633,0.751592,447
0.756326,597,0.853458,633,0.751599,447
0.756346,596,0.85347,633,0.751605,447
0.756366,596,0.853483,633,0.751612,447
0.756386,596,0.853495,633,0.751619,447
0.756406,596,0.853507,633,0.751625,447
0.756426,596,0.853519,633,0.751632,447
0.756446,596,0.853531,633,0.751638,447
0.756466,596,0.853543,633,0.751645,447
0.756486,596,0.853556,633,0.751652,447
0.756506,596,0.853568,633,0.751658,447
0.756526,596,0.85358,633,0.751665,447
0.756546,596,0.853592,633,0.751671,447
0.756566,596,0.853604,633,0.751678,447
0.756586,596,0.853616,633,0.751685,447
0.756605,596,0.853629,633,0.751691,447
0.756625,596,0.853641,633,0.751698,447
0.756645,596,0.853653,633,0.751705,447
0.756665,596,0.853665,633,0.751711,447
0.756685,596,0.853677,633,0.751718,447
0.756705,596,0.853689,633,0.751724,447
0.756725,597,0.853702,633,0.751731,447
0.756745,597,0.853714,633,0.751738,447
0.756765,597,0.853726,633,0.751744,447
0.756785,597,0.853738,633,0.751751,447
0.756805,598,0.85375,633,0.751758,447
0.756825,598,0.853762,633,0.751764,448
0.756845,598,0.853775,633,0.751771,448
0.756865,598,0.853787,633,0.751777,448
0.756885,599,0.853799,633,0.751784,448
0.756905,599,0.853811,633,0.751791,448
0.756925,599,0.853823,633,0.751797,448
0.756945,599,0.853835,633,0.751804,448
0.756965,599,0.853848,633,0.75181,448
0.756985,599,0.85386,633,0.751817,448
0.757005,600,0.853872,633,0.751824,448
0.757025,600,0.853884,633,0.75183,448
0.757045,600,0.853896,633,0.751837,448
0.757064,600,0.853908,633,0.751844,448
0.757084,600,0.853921,632,0.75185,448
0.757104,600,0.853933,632,0.751857,448
0.757124,600,0.853945,632,0.751863,448
0.757144,600,0.853957,632,0.75187,448
0.757164,600,0.853969,632,0.751877,448
0.757184,600,0.853981,632,0.751883,449
0.757204,600,0.853994,632,0.75189,449
0.757224,600,0.854006,632,0.751897,449
0.757244,600,0.854018,631,0.751903,449
0.757264,600,0.85403,631,0.75191,449
0.757284,600,0.854042,631,0.751916,449
0.757304,599,0.854054,631,0.751923,449
0.757324,599,0.854067,631,0.75193,449
0.757344,599,0.854079,631,0.751936,449
0.757364,599,0.854091,631,0.751943,449
0.757384,598,0.854103,631,0.75195,449
0.757404,598,0.854115,630,0.751956,449
0.757424,598,0.854127,630,0.751963,449
0.757444,598,0.85414,630,0.751969,449
0.757464,598,0.854152,630,0.751976,449
0.757484,598,0.854164,630,0.751983,450
0.757504,598,0.854176,630,0.751989,450
0.757524,598,0.854188,630,0.751996,450
0.757543,598,0.8542,630,0.752002,450
0.757563,598,0.854213,630,0.752009,450
0.757583,598,0.854225,630,0.752016,450
0.757603,598,0.854237,630,0.752022,450
0.757623,599,0.854249,630,0.752029,450
0.757643,599,0.854261,630,0.752036,450
0.757663,599,0.854273,630,0.752042,450
0.757683,599,0.854286,630,0.752049,450
0.757703,600,0.854298,630,0.752055,450
0.757723,600,0.85431,630,0.752062,450
0.757743,600,0.854322,630,0.752069,450
0.757763,600,0.854334,630,0.752075,450
0.757783,600,0.854346,630,0.752082,450
0.757803,600,0.854359,630,0.752089,450
0.757823,600,0.854371,630,0.752095,450
0.757843,600,0.854383,630,0.752102,450
0.757863,600,0.854395,630,0.752108,450
0.757883,600,0.854407,630,0.752115,450
0.757903,600,0.854419,630,0.752122,450
0.757923,600,0.854431,630,0.752128,450
0.757943,600,0.854444,630,0.752135,451
0.757963,600,0.854456,630,0.752141,451
0.757983,600,0.854468,630,0.752148,451
0.758003,600,0.85448,630,0.752155,450
0.758022,600,0.854492,630,0.752161,450
0.758042,600,0.854504,630,0.752168,450
0.758062,600,0.854517,630,0.752175,450
0.758082,600,0.854529,630,0.752181,450
0.758102,600,0.854541,630,0.752188,450
0.758122,600,0.854553,630,0.752194,450
0.758142,601,0.854565,630,0.752201,450
0.758162,601,0.854577,630,0.752208,450
0.758182,601,0.85459,630,0.752214,450
0.758202,601,0.854602,630,0.752221,450
0.758222,602,0.854614,630,0.752228,450
0.758242,602,0.854626,630,0.752234,450
0.758262,602,0.854638,630,0.752241,450
0.758282,602,0.85465,630,0.752247,450
0.758302,602,0.854663,631,0.752254,450
0.758322,602,0.854675,631,0.752261,450
0.758342,602,0.854687,631,0.752267,450
0.758362,603,0.854699,631,0.752274,450
0.758382,603,0.854711,631,0.75228,450
0.758402,603,0.854723,631,0.752287,450
0.758422,603,0.854736,631,0.752294,450
0.758442,603,0.854748,631,0.7523,450
0.758462,603,0.85476,631,0.752307,450
0.758482,603,0.854772,631,0.752314,450
0.758501,603,0.854784,631,0.75232,450
0.758521,603,0.854796,631,0.752327,450
0.758541,603,0.854809,631,0.752333,450
0.758561,603,0.854821,631,0.75234,450
0.758581,603,0.854833,631,0.752347,450
0.758601,603,0.854845,631,0.752353,450
0.758621,603,0.854857,631,0.75236,450
0.758641,603,0.854869,631,0.752367,450
0.758661,603,0.854882,631,0.752373,450
0.758681,603,0.854894,631,0.75238,450
0.758701,603,0.854906,631,0.752386,450
0.758721,603,0.854918,632,0.752393,450
0.758741,603,0.85493,632,0.7524,450
0.758761,603,0.854942,632,0.752406,450
0.758781,603,0.854955,632,0.752413,450
0.758801,603,0.854967,632,0.752419,450
0.758821,603,0.854979,632,0.752426,450
0.758841,603,0.854991,632,0.752433,450
0.758861,603,0.855003,632,0.752439,450
0.758881,603,0.855015,632,0.752446,450
0.758901,603,0.855028,632,0.752453,450
0.758921,603,0.85504,633,0.752459,449
0.758941,603,0.855052,633,0.752466,449
0.758961,603,0.855064,633,0.752472,449
0.75898,603,0.855076,633,0.752479,449
0.759,603,0.855088,633,0.752486,449
0.75902,603,0.855101,633,0.752492,449
0.75904,603,0.855113,633,0.752499,449
0.75906,603,0.855125,633,0.752506,449
0.75908,603,0.855137,633,0.752512,449
0.7591,603,0.855149,633,0.752519,449
0.75912,603,0.855161,633,0.752525,449
0.75914,602,0.855174,633,0.752532,449
0.75916,602,0.855186,633,0.752539,449
0.75918,602,0.855198,633,0.752545,449
0.7592,602,0.85521,633,0.752552,449
0.75922,603,0.855222,633,0.752558,449
0.75924,603,0.855234,633,0.752565,449
0.75926,603,0.855247,633,0.752572,449
0.75928,603,0.855259,633,0.752578,449
0.7593,603,0.855271,633,0.752585,449
0.75932,603,0.855283,633,0.752592,449
0.75934,603,0.855295,633,0.752598,449
0.75936,603,0.855307,633,0.752605,449
0.75938,603,0.85532,633,0.752611,449
0.7594,603,0.855332,632,0.752618,449
0.75942,603,0.855344,632,0.752625,449
0.759439,603,0.855356,632,0.752631,449
0.759459,603,0.855368,632,0.752638,449
0.759479,603,0.85538,632,0.752645,449
0.759499,603,0.855393,632,0.752651,449
0.759519,603,0.855405,632,0.752658,449
0.759539,603,0.855417,632,0.752664,449
0.759559,603,0.855429,632,0.752671,449
0.759579,603,0.855441,632,0.752678,449
0.759599,603,0.855453,632,0.752684,449
0.759619,603,0.855465,631,0.752691,449
0.759639,602,0.855478,631,0.752697,449
0.759659,602,0.85549,631,0.752704,449
0.759679,602,0.855502,631,0.752711,449
0.759699,602,0.855514,631,0.752717,449
0.759719,602,0.855526,631,0.752724,449
0.759739,602,0.855538,631,0.752731,449
0.759759,602,0.855551,631,0.752737,449
0.759779,602,0.855563,631,0.752744,449
0.759799,602,0.855575,631,0.75275,448
0.759819,602,0.855587,631,0.752757,448
0.759839,602,0.855599,631,0.752764,448
0.759859,602,0.855611,631,0.75277,448
0.759879,602,0.855624,631,0.752777,448
0.759899,602,0.855636,631,0.752784,448
0.759918,602,0.855648,631,0.75279,448
0.759938,602,0.85566,631,0.752797,448
0.759958,602,0.855672,631,0.752803,448
0.759978,602,0.855684,631,0.75281,448
0.759998,602,0.855697,631,0.752817,448
0.760018,602,0.855709,631,0.752823,448
0.760038,603,0.855721,632,0.75283,448
0.760058,603,0.855733,632,0.752836,448
0.760078,603,0.855745,632,0.752843,448
0.760098,603,0.855757,632,0.75285,448
0.760118,603,0.85577,632,0.752856,448
0.760138,603,0.855782,631,0.752863,449
0.760158,603,0.855794,631,0.75287,449
0.760178,603,0.855806,631,0.752876,449
0.760198,603,0.855818,631,0.752883,449
0.760218,603,0.85583,631,0.752889,449
0.760238,603,0.855843,631,0.752896,449
0.760258,603,0.855855,631,0.752903,449
0.760278,603,0.855867,631,0.752909,449
0.760298,603,0.855879,631,0.752916,449
0.760318,603,0.855891,631,0.752923,449
0.760338,603,0.855903,631,0.752929,449
0.760358,603,0.855916,631,0.752936,449
0.760378,603,0.855928,631,0.752942,449
0.760397,602,0.85594,631,0.752949,449
0.760417,602,0.855952,632,0.752956,449
0.760437,602,0.855964,632,0.752962,449
0.760457,602,0.855976,632,0.752969,449
0.760477,602,0.855989,632,0.752975,449
0.760497,602,0.856001,632,0.752982,449
0.760517,602,0.856013,632,0.752989,449
0.760537,602,0.856025,632,0.752995,449
0.760557,602,0.856037,632,0.753002,449
0.760577,602,0.856049,632,0.753009,449
0.760597,602,0.856062,632,0.753015,449
0.760617,602,0.856074,632,0.753022,449
0.760637,602,0.856086,632,0.753028,449
0.760657,603,0.856098,632,0.753035,449
0.760677,603,0.85611,632,0.753042,449
0.760697,603,0.856122,632,0.753048,449
0.760717,603,0.856135,632,0.753055,449
0.760737,603,0.856147,632,0.753062,449
0.760757,603,0.856159,632,0.753068,449
0.760777,604,0.856171,632,0.753075,449
0.760797,604,0.856183,632,0.753081,449
0.760817,604,0.856195,632,0.753088,449
0.760837,604,0.856208,632,0.753095,449
0.760857,604,0.85622,632,0.753101,449
0.760876,604,0.856232,632,0.753108,449
0.760896,605,0.856244,632,0.753114,449
0.760916,605,0.856256,632,0.753121,449
0.760936,605,0.856268,632,0.753128,449
0.760956,605,0.856281,632,0.753134,449
0.760976,605,0.856293,632,0.753141,449
0.760996,605,0.856305,632,0.753148,449
0.761016,605,0.856317,632,0.753154,449
0.761036,605,0.856329,632,0.753161,449
0.761056,605,0.856341,632,0.753167,449
0.761076,605,0.856354,632,0.753174,450
0.761096,605,0.856366,632,0.753181,450
0.761116,605,0.856378,632,0.753187,450
0.761136,605,0.85639,632,0.753194,450
0.761156,604,0.856402,632,0.753201,450
0.761176,604,0.856414,632,0.753207,450
0.761196,604,0.856426,632,0.753214,450
0.761216,604,0.856439,632,0.75322,450
0.761236,604,0.856451,632,0.753227,450
0.761256,603,0.856463,632,0.753234,450
0.761276,603,0.856475,632,0.75324,450
0.761296,603,0.856487,631,0.753247,450
0.761316,603,0.856499,631,0.753253,450
0.761335,603,0.856512,631,0.75326,450
0.761355,603,0.856524,631,0.753267,450
0.761375,603,0.856536,631,0.753273,450
0.761395,603,0.856548,631,0.75328,450
0.761415,603,0.85656,631,0.753287,450
0.761435,603,0.856572,631,0.753293,450
0.761455,603,0.856585,631,0.7533,450
0.761475,603,0.856597,631,0.753306,450
0.761495,603,0.856609,631,0.753313,450
0.761515,603,0.856621,631,0.75332,450
0.761535,604,0.856633,631,0.753326,450
0.761555,604,0.856645,631,0.753333,450
0.761575,604,0.856658,631,0.75334,450
0.761595,604,0.85667,631,0.753346,450
0.761615,604,0.856682,631,0.753353,451
0.761635,604,0.856694,631,0.753359,451
0.761655,604,0.856706,631,0.753366,451
0.761675,604,0.856718,631,0.753373,451
0.761695,604,0.856731,631,0.753379,451
0.761715,603,0.856743,631,0.753386,451
0.761735,603,0.856755,631,0.753393,451
0.761755,603,0.856767,631,0.753399,451
0.761775,603,0.856779,631,0.753406,451
0.761795,603,0.856791,631,0.753412,451
0.761814,603,0.856804,631,0.753419,451
0.761834,602,0.856816,631,0.753426,451
0.761854,602,0.856828,631,0.753432,451
0.761874,602,0.85684,631,0.753439,451
0.761894,602,0.856852,631,0.753445,451
0.761914,602,0.856864,631,0.753452,451
0.761934,601,0.856877,631,0.753459,451
0.761954,601,0.856889,631,0.753465,451
0.761974,601,0.856901,631,0.753472,451
0.761994,601,0.856913,631,0.753479,451
0.762014,601,0.856925,631,0.753485,451
0.762034,601,0.856937,631,0.753492,451
0.762054,601,0.85695,632,0.753498,451
0.762074,601,0.856962,632,0.753505,451
0.762094,601,0.856974,632,0.753512,451
0.762114,601,0.856986,632,0.753518,451
0.762134,601,0.856998,632,0.753525,451
0.762154,601,0.85701,632,0.753532,451
0.762174,601,0.857023,632,0.753538,451
0.762194,601,0.857035,632,0.753545,451
0.762214,601,0.857047,632,0.753551,451
0.762234,601,0.857059,632,0.753558,451
0.762254,601,0.857071,632,0.753565,451
0.762274,601,0.857083,632,0.753571,451
0.762293,601,0.857096,632,0.753578,451
0.762313,601,0.857108,632,0.753584,451
0.762333,601,0.85712,632,0.753591,451
0.762353,601,0.857132,633,0.753598,450
0.762373,601,0.857144,633,0.753604,450
