Dx5,Fx5,Dx4,Fx4,Dx3,Fx3,Dx2,Fx2,Dx1.5,Fx1.5,Dx1.2,Fx1.2,Dx1,Fx1,Dx0.875,Fx0.875
,,,,,,,,0.8633,628,,,0.818631,618,0.811699,780
,,,,,,,,0.86332,629,,,0.818643,618,0.81171,780
,,,,,,,,0.86334,629,,,0.818655,618,0.811721,780
,,,,,,,,0.863361,629,,,0.818668,618,0.811732,780
,,,,,,,,0.863381,629,,,0.81868,619,0.811743,780
,,,,,,,,0.863401,629,,,0.818692,619,0.811754,780
,,,,,,,,0.863421,629,,,0.818705,619,0.811766,780
,,,,,,,,0.863442,629,,,0.818717,619,0.811777,780
,,,,,,,,0.863462,628,,,0.818729,619,0.811788,780
,,,,,,,,0.863482,628,,,0.818742,619,0.811799,780
,,,,,,,,0.863502,628,,,0.818754,619,0.81181,780
,,,,,,,,0.863523,628,,,0.818766,619,0.811821,780
,,,,,,,,0.863543,628,,,0.818779,619,0.811832,780
,,,,,,,,0.863563,628,,,0.818791,619,0.811843,781
,,,,,,,,0.863583,628,,,0.818803,619,0.811854,781
,,,,,,,,0.863604,628,,,0.818816,619,0.811865,781
,,,,,,,,0.863624,628,,,0.818828,619,0.811876,781
,,,,,,,,0.863644,628,,,0.81884,619,0.811887,781
,,,,,,,,0.863664,628,,,0.818852,619,0.811899,781
,,,,,,,,0.863685,628,,,0.818865,619,0.81191,781
,,,,,,,,0.863705,628,,,0.818877,619,0.811921,781
,,,,,,,,0.863725,628,,,0.818889,619,0.811932,781
,,,,,,,,0.863745,628,,,0.818902,619,0.811943,781
,,,,,,,,0.863766,628,,,0.818914,618,0.811954,781
,,,,,,,,0.863786,628,,,0.818926,618,0.811965,781
,,,,,,,,0.863806,628,,,0.818939,618,0.811976,781
,,,,,,,,0.863826,628,,,0.818951,618,0.811987,781
,,,,,,,,0.863847,628,,,0.818963,618,0.811998,781
,,,,,,,,0.863867,628,,,0.818976,618,0.812009,781
,,,,,,,,0.863887,627,,,0.818988,618,0.812021,781
,,,,,,,,0.863907,627,,,0.819,619,0.812032,781
,,,,,,,,0.863928,627,,,0.819013,619,0.812043,781
,,,,,,,,0.863948,627,,,0.819025,619,0.812054,781
,,,,,,,,0.863968,627,,,0.819037,619,0.812065,781
,,,,,,,,0.863988,627,,,0.81905,619,0.812076,781
,,,,,,,,0.864009,627,,,0.819062,619,0.812087,781
,,,,,,,,0.864029,627,,,0.819074,619,0.812098,782
,,,,,,,,0.864049,627,,,0.819086,619,0.812109,782
,,,,,,,,0.864069,627,,,0.819099,619,0.81212,782
,,,,,,,,0.86409,627,,,0.819111,619,0.812131,782
,,,,,,,,0.86411,627,,,0.819123,619,0.812142,782
,,,,,,,,0.86413,627,,,0.819136,618,0.812154,782
,,,,,,,,0.86415,626,,,0.819148,618,0.812165,782
,,,,,,,,0.86417,626,,,0.81916,618,0.812176,782
,,,,,,,,0.864191,626,,,0.819173,618,0.812187,782
,,,,,,,,0.864211,626,,,0.819185,618,0.812198,782
,,,,,,,,0.864231,626,,,0.819197,618,0.812209,782
,,,,,,,,0.864251,626,,,0.81921,618,0.81222,782
,,,,,,,,0.864272,626,,,0.819222,618,0.812231,781
,,,,,,,,0.864292,626,,,0.819234,618,0.812242,781
,,,,,,,,0.864312,626,,,0.819247,618,0.812253,781
,,,,,,,,0.864332,626,,,0.819259,618,0.812264,781
,,,,,,,,0.864353,626,,,0.819271,618,0.812275,781
,,,,,,,,0.864373,626,,,0.819283,618,0.812287,781
,,,,,,,,0.864393,626,,,0.819296,618,0.812298,781
,,,,,,,,0.864413,626,,,0.819308,619,0.812309,781
,,,,,,,,0.864434,626,,,0.81932,619,0.81232,781
,,,,,,,,0.864454,626,,,0.819333,619,0.812331,780
,,,,,,,,0.864474,626,,,0.819345,619,0.812342,780
,,,,,,,,0.864494,626,,,0.819357,619,0.812353,780
,,,,,,,,0.864515,626,,,0.81937,619,0.812364,780
,,,,,,,,0.864535,626,,,0.819382,619,0.812375,780
,,,,,,,,0.864555,626,,,0.819394,619,0.812386,780
,,,,,,,,0.864575,626,,,0.819407,619,0.812397,780
,,,,,,,,0.864596,626,,,0.819419,619,0.812408,780
,,,,,,,,0.864616,626,,,0.819431,619,0.81242,780
,,,,,,,,0.864636,626,,,0.819444,620,0.812431,780
,,,,,,,,0.864656,626,,,0.819456,620,0.812442,780
,,,,,,,,0.864677,626,,,0.819468,620,0.812453,780
,,,,,,,,0.864697,626,,,0.819481,620,0.812464,780
,,,,,,,,0.864717,627,,,0.819493,620,0.812475,780
,,,,,,,,0.864737,627,,,0.819505,620,0.812486,780
,,,,,,,,0.864758,627,,,0.819517,620,0.812497,780
,,,,,,,,0.864778,627,,,0.81953,620,0.812508,780
,,,,,,,,0.864798,627,,,0.819542,620,0.812519,780
,,,,,,,,0.864818,627,,,0.819554,620,0.81253,780
,,,,,,,,0.864839,628,,,0.819567,620,0.812541,780
,,,,,,,,0.864859,628,,,0.819579,620,0.812553,780
,,,,,,,,0.864879,628,,,0.819591,621,0.812564,780
,,,,,,,,0.864899,628,,,0.819604,621,0.812575,780
,,,,,,,,0.86492,628,,,0.819616,621,0.812586,780
,,,,,,,,0.86494,628,,,0.819628,621,0.812597,780
,,,,,,,,0.86496,628,,,0.819641,621,0.812608,780
,,,,,,,,0.86498,628,,,0.819653,621,0.812619,780
,,,,,,,,0.865001,628,,,0.819665,621,0.81263,780
,,,,,,,,0.865021,628,,,0.819678,621,0.812641,780
,,,,,,,,0.865041,628,,,0.81969,621,0.812652,780
,,,,,,,,0.865061,627,,,0.819702,621,0.812663,780
,,,,,,,,0.865082,627,,,0.819715,621,0.812674,781
,,,,,,,,0.865102,627,,,0.819727,621,0.812686,781
,,,,,,,,0.865122,627,,,0.819739,621,0.812697,781
,,,,,,,,0.865142,627,,,0.819751,621,0.812708,781
,,,,,,,,0.865163,627,,,0.819764,621,0.812719,781
,,,,,,,,0.865183,627,,,0.819776,621,0.81273,781
,,,,,,,,0.865203,627,,,0.819788,621,0.812741,781
,,,,,,,,0.865223,627,,,0.819801,621,0.812752,781
,,,,,,,,0.865244,627,,,0.819813,621,0.812763,781
,,,,,,,,0.865264,627,,,0.819825,621,0.812774,781
,,,,,,,,0.865284,627,,,0.819838,621,0.812785,782
,,,,,,,,0.865304,627,,,0.81985,621,0.812796,782
,,,,,,,,0.865325,627,,,0.819862,621,0.812808,782
,,,,,,,,0.865345,627,,,0.819875,621,0.812819,782
,,,,,,,,0.865365,627,,,0.819887,621,0.81283,782
,,,,,,,,0.865385,627,,,0.819899,621,0.812841,782
,,,,,,,,0.865406,627,,,0.819912,621,0.812852,782
,,,,,,,,0.865426,627,,,0.819924,621,0.812863,782
,,,,,,,,0.865446,627,,,0.819936,621,0.812874,783
,,,,,,,,0.865466,627,,,0.819949,621,0.812885,783
,,,,,,,,0.865487,627,,,0.819961,621,0.812896,783
,,,,,,,,0.865507,627,,,0.819973,621,0.812907,783
,,,,,,,,0.865527,627,,,0.819985,621,0.812918,783
,,,,,,,,0.865547,628,,,0.819998,621,0.812929,783
,,,,,,,,0.865568,628,,,0.82001,621,0.812941,784
,,,,,,,,0.865588,628,,,0.820022,621,0.812952,784
,,,,,,,,0.865608,628,,,0.820035,621,0.812963,784
,,,,,,,,0.865628,628,,,0.820047,621,0.812974,784
,,,,,,,,0.865649,628,,,0.820059,621,0.812985,784
,,,,,,,,0.865669,628,,,0.820072,621,0.812996,784
,,,,,,,,0.865689,628,,,0.820084,621,0.813007,785
,,,,,,,,0.865709,628,,,0.820096,621,0.813018,785
,,,,,,,,0.86573,628,,,0.820109,621,0.813029,785
,,,,,,,,0.86575,628,,,0.820121,621,0.81304,785
,,,,,,,,0.86577,628,,,0.820133,621,0.813051,785
,,,,,,,,0.86579,628,,,0.820146,621,0.813062,785
,,,,,,,,0.865811,628,,,0.820158,621,0.813074,785
,,,,,,,,0.865831,628,,,0.82017,621,0.813085,785
,,,,,,,,0.865851,628,,,0.820182,621,0.813096,785
,,,,,,,,0.865871,628,,,0.820195,621,0.813107,785
,,,,,,,,0.865892,628,,,0.820207,620,0.813118,785
,,,,,,,,0.865912,628,,,0.820219,620,0.813129,785
,,,,,,,,0.865932,628,,,0.820232,620,0.81314,785
,,,,,,,,0.865952,628,,,0.820244,620,0.813151,785
,,,,,,,,0.865972,628,,,0.820256,620,0.813162,785
,,,,,,,,0.865993,628,,,0.820269,620,0.813173,785
,,,,,,,,0.866013,628,,,0.820281,620,0.813184,785
,,,,,,,,0.866033,628,,,0.820293,620,0.813195,785
,,,,,,,,0.866053,628,,,0.820306,620,0.813207,785
,,,,,,,,0.866074,628,,,0.820318,620,0.813218,785
,,,,,,,,0.866094,628,,,0.82033,620,0.813229,786
,,,,,,,,0.866114,628,,,0.820343,620,0.81324,786
,,,,,,,,0.866134,628,,,0.820355,620,0.813251,786
,,,,,,,,0.866155,628,,,0.820367,620,0.813262,786
,,,,,,,,0.866175,628,,,0.82038,620,0.813273,786
,,,,,,,,0.866195,627,,,0.820392,619,0.813284,786
,,,,,,,,0.866215,627,,,0.820404,619,0.813295,786
,,,,,,,,0.866236,627,,,0.820416,619,0.813306,786
,,,,,,,,0.866256,627,,,0.820429,619,0.813317,787
,,,,,,,,0.866276,627,,,0.820441,619,0.813328,787
,,,,,,,,0.866296,627,,,0.820453,619,0.81334,787
,,,,,,,,0.866317,627,,,0.820466,619,0.813351,787
,,,,,,,,0.866337,627,,,0.820478,619,0.813362,787
,,,,,,,,0.866357,627,,,0.82049,619,0.813373,787
,,,,,,,,0.866377,627,,,0.820503,619,0.813384,787
,,,,,,,,0.866398,627,,,0.820515,619,0.813395,787
,,,,,,,,0.866418,626,,,0.820527,619,0.813406,787
,,,,,,,,0.866438,626,,,0.82054,619,0.813417,787
,,,,,,,,0.866458,626,,,0.820552,619,0.813428,787
,,,,,,,,0.866479,626,,,0.820564,619,0.813439,787
,,,,,,,,0.866499,626,,,0.820577,619,0.81345,787
,,,,,,,,0.866519,626,,,0.820589,619,0.813462,787
,,,,,,,,0.866539,626,,,0.820601,619,0.813473,787
,,,,,,,,0.86656,626,,,0.820614,619,0.813484,787
,,,,,,,,0.86658,626,,,0.820626,619,0.813495,787
,,,,,,,,0.8666,626,,,0.820638,619,0.813506,787
,,,,,,,,0.86662,626,,,0.82065,619,0.813517,787
,,,,,,,,0.866641,626,,,0.820663,619,0.813528,787
,,,,,,,,0.866661,626,,,0.820675,619,0.813539,787
,,,,,,,,0.866681,626,,,0.820687,619,0.81355,787
,,,,,,,,0.866701,626,,,0.8207,619,0.813561,787
,,,,,,,,0.866722,626,,,0.820712,619,0.813572,787
,,,,,,,,0.866742,626,,,0.820724,619,0.813583,787
,,,,,,,,0.866762,626,,,0.820737,619,0.813595,787
,,,,,,,,0.866782,626,,,0.820749,619,0.813606,787
,,,,,,,,0.866803,626,,,0.820761,618,0.813617,787
,,,,,,,,0.866823,626,,,0.820774,618,0.813628,787
,,,,,,,,0.866843,626,,,0.820786,618,0.813639,787
,,,,,,,,0.866863,626,,,0.820798,618,0.81365,787
,,,,,,,,0.866884,626,,,0.820811,618,0.813661,787
,,,,,,,,0.866904,626,,,0.820823,617,0.813672,787
,,,,,,,,0.866924,626,,,0.820835,617,0.813683,787
,,,,,,,,0.866944,626,,,0.820848,617,0.813694,787
,,,,,,,,0.866965,626,,,0.82086,617,0.813705,787
,,,,,,,,0.866985,626,,,0.820872,617,0.813716,787
,,,,,,,,0.867005,626,,,0.820884,617,0.813728,787
,,,,,,,,0.867025,626,,,0.820897,617,0.813739,787
,,,,,,,,0.867046,627,,,0.820909,617,0.81375,787
,,,,,,,,0.867066,627,,,0.820921,617,0.813761,787
,,,,,,,,0.867086,627,,,0.820934,617,0.813772,787
,,,,,,,,0.867106,627,,,0.820946,617,0.813783,787
,,,,,,,,0.867127,628,,,0.820958,617,0.813794,787
,,,,,,,,0.867147,628,,,0.820971,617,0.813805,787
,,,,,,,,0.867167,628,,,0.820983,617,0.813816,787
,,,,,,,,0.867187,628,,,0.820995,617,0.813827,787
,,,,,,,,0.867208,628,,,0.821008,617,0.813838,787
,,,,,,,,0.867228,629,,,0.82102,617,0.813849,786
,,,,,,,,0.867248,629,,,0.821032,617,0.813861,786
,,,,,,,,0.867268,629,,,0.821045,617,0.813872,786
,,,,,,,,0.867289,629,,,0.821057,617,0.813883,786
,,,,,,,,0.867309,629,,,0.821069,617,0.813894,786
,,,,,,,,0.867329,629,,,0.821081,617,0.813905,786
,,,,,,,,0.867349,629,,,0.821094,617,0.813916,786
,,,,,,,,0.86737,629,,,0.821106,618,0.813927,786
,,,,,,,,0.86739,629,,,0.821118,618,0.813938,786
,,,,,,,,0.86741,630,,,0.821131,618,0.813949,785
,,,,,,,,0.86743,630,,,0.821143,618,0.81396,785
,,,,,,,,0.867451,630,,,0.821155,618,0.813971,785
,,,,,,,,0.867471,630,,,0.821168,618,0.813982,785
,,,,,,,,0.867491,630,,,0.82118,618,0.813994,785
,,,,,,,,0.867511,629,,,0.821192,618,0.814005,785
,,,,,,,,0.867532,629,,,0.821205,618,0.814016,785
,,,,,,,,0.867552,629,,,0.821217,618,0.814027,785
,,,,,,,,0.867572,629,,,0.821229,618,0.814038,785
,,,,,,,,0.867592,629,,,0.821242,618,0.814049,785
,,,,,,,,0.867613,629,,,0.821254,618,0.81406,785
,,,,,,,,0.867633,629,,,0.821266,618,0.814071,785
,,,,,,,,0.867653,629,,,0.821279,619,0.814082,785
,,,,,,,,0.867673,629,,,0.821291,619,0.814093,785
,,,,,,,,0.867694,629,,,0.821303,618,0.814104,785
,,,,,,,,0.867714,628,,,0.821315,618,0.814116,785
,,,,,,,,0.867734,628,,,0.821328,618,0.814127,785
,,,,,,,,0.867754,628,,,0.82134,618,0.814138,785
,,,,,,,,0.867774,628,,,0.821352,618,0.814149,786
,,,,,,,,0.867795,628,,,0.821365,618,0.81416,786
,,,,,,,,0.867815,628,,,0.821377,618,0.814171,786
,,,,,,,,0.867835,628,,,0.821389,618,0.814182,786
,,,,,,,,0.867855,628,,,0.821402,618,0.814193,786
,,,,,,,,0.867876,628,,,0.821414,618,0.814204,786
,,,,,,,,0.867896,628,,,0.821426,618,0.814215,786
,,,,,,,,0.867916,628,,,0.821439,618,0.814226,786
,,,,,,,,0.867936,628,,,0.821451,618,0.814237,786
,,,,,,,,0.867957,628,,,0.821463,618,0.814249,786
,,,,,,,,0.867977,628,,,0.821476,618,0.81426,786
,,,,,,,,0.867997,628,,,0.821488,618,0.814271,786
,,,,,,,,0.868017,628,,,0.8215,618,0.814282,786
,,,,,,,,0.868038,628,,,0.821513,618,0.814293,786
,,,,,,,,0.868058,628,,,0.821525,618,0.814304,786
,,,,,,,,0.868078,628,,,0.821537,618,0.814315,786
,,,,,,,,0.868098,628,,,0.821549,618,0.814326,786
,,,,,,,,0.868119,628,,,0.821562,618,0.814337,786
,,,,,,,,0.868139,628,,,0.821574,618,0.814348,786
,,,,,,,,0.868159,628,,,0.821586,618,0.814359,786
,,,,,,,,0.868179,628,,,0.821599,618,0.81437,786
,,,,,,,,0.8682,628,,,0.821611,618,0.814382,786
,,,,,,,,0.86822,629,,,0.821623,618,0.814393,786
,,,,,,,,0.86824,629,,,0.821636,618,0.814404,786
,,,,,,,,0.86826,629,,,0.821648,618,0.814415,786
,,,,,,,,0.868281,629,,,0.82166,618,0.814426,786
,,,,,,,,0.868301,629,,,0.821673,618,0.814437,786
,,,,,,,,0.868321,629,,,0.821685,618,0.814448,786
,,,,,,,,0.868341,630,,,0.821697,618,0.814459,786
,,,,,,,,0.868362,630,,,0.82171,618,0.81447,786
,,,,,,,,0.868382,630,,,0.821722,618,0.814481,786
,,,,,,,,0.868402,630,,,0.821734,618,0.814492,786
,,,,,,,,0.868422,630,,,0.821747,618,0.814503,786
,,,,,,,,0.868443,630,,,0.821759,618,0.814515,786
,,,,,,,,0.868463,630,,,0.821771,618,0.814526,786
,,,,,,,,0.868483,630,,,0.821783,618,0.814537,786
,,,,,,,,0.868503,630,,,0.821796,618,0.814548,786
,,,,,,,,0.868524,630,,,0.821808,618,0.814559,786
,,,,,,,,0.868544,630,,,0.82182,618,0.81457,786
,,,,,,,,0.868564,630,,,0.821833,618,0.814581,786
,,,,,,,,0.868584,630,,,0.821845,619,0.814592,786
,,,,,,,,0.868605,631,,,0.821857,619,0.814603,786
,,,,,,,,0.868625,631,,,0.82187,619,0.814614,786
,,,,,,,,0.868645,631,,,0.821882,619,0.814625,786
,,,,,,,,0.868665,631,,,0.821894,619,0.814636,786
,,,,,,,,0.868686,631,,,0.821907,619,0.814648,786
,,,,,,,,0.868706,631,,,0.821919,618,0.814659,786
,,,,,,,,0.868726,632,,,0.821931,618,0.81467,786
,,,,,,,,0.868746,632,,,0.821944,618,0.814681,786
,,,,,,,,0.868767,632,,,0.821956,618,0.814692,785
,,,,,,,,0.868787,633,,,0.821968,618,0.814703,785
,,,,,,,,0.868807,633,,,0.82198,618,0.814714,785
,,,,,,,,0.868827,633,,,0.821993,618,0.814725,785
,,,,,,,,0.868848,633,,,0.822005,618,0.814736,785
,,,,,,,,0.868868,633,,,0.822017,618,0.814747,785
,,,,,,,,0.868888,633,,,0.82203,618,0.814758,785
,,,,,,,,0.868908,633,,,0.822042,618,0.81477,785
,,,,,,,,0.868929,633,,,0.822054,618,0.814781,785
,,,,,,,,0.868949,633,,,0.822067,618,0.814792,785
,,,,,,,,0.868969,633,,,0.822079,618,0.814803,785
,,,,,,,,0.868989,633,,,0.822091,619,0.814814,785
,,,,,,,,0.86901,633,,,0.822104,619,0.814825,785
,,,,,,,,0.86903,633,,,0.822116,619,0.814836,785
,,,,,,,,0.86905,633,,,0.822128,619,0.814847,786
,,,,,,,,0.86907,633,,,0.822141,619,0.814858,786
,,,,,,,,0.869091,633,,,0.822153,619,0.814869,786
,,,,,,,,0.869111,633,,,0.822165,619,0.81488,786
,,,,,,,,0.869131,633,,,0.822178,620,0.814891,786
,,,,,,,,0.869151,633,,,0.82219,620,0.814903,786
,,,,,,,,0.869172,633,,,0.822202,620,0.814914,786
,,,,,,,,0.869192,633,,,0.822214,620,0.814925,786
,,,,,,,,0.869212,633,,,0.822227,620,0.814936,786
,,,,,,,,0.869232,633,,,0.822239,620,0.814947,786
,,,,,,,,0.869253,633,,,0.822251,620,0.814958,786
,,,,,,,,0.869273,633,,,0.822264,620,0.814969,786
,,,,,,,,0.869293,633,,,0.822276,620,0.81498,786
,,,,,,,,0.869313,633,,,0.822288,620,0.814991,786
,,,,,,,,0.869334,633,,,0.822301,620,0.815002,786
,,,,,,,,0.869354,633,,,0.822313,620,0.815013,786
,,,,,,,,0.869374,633,,,0.822325,620,0.815024,786
,,,,,,,,0.869394,633,,,0.822338,620,0.815036,786
,,,,,,,,0.869415,633,,,0.82235,620,0.815047,786
,,,,,,,,0.869435,633,,,0.822362,620,0.815058,786
,,,,,,,,0.869455,633,,,0.822375,620,0.815069,786
,,,,,,,,0.869475,633,,,0.822387,620,0.81508,786
,,,,,,,,0.869496,633,,,0.822399,620,0.815091,786
,,,,,,,,0.869516,633,,,0.822412,620,0.815102,786
,,,,,,,,0.869536,633,,,0.822424,620,0.815113,786
,,,,,,,,0.869556,633,,,0.822436,620,0.815124,786
,,,,,,,,0.869576,633,,,0.822448,620,0.815135,786
,,,,,,,,0.869597,633,,,0.822461,619,0.815146,786
,,,,,,,,0.869617,633,,,0.822473,619,0.815157,786
,,,,,,,,0.869637,633,,,0.822485,619,0.815169,786
,,,,,,,,0.869657,632,,,0.822498,619,0.81518,786
,,,,,,,,0.869678,632,,,0.82251,619,0.815191,786
,,,,,,,,0.869698,632,,,0.822522,619,0.815202,786
,,,,,,,,0.869718,632,,,0.822535,619,0.815213,786
,,,,,,,,0.869738,632,,,0.822547,619,0.815224,786
,,,,,,,,0.869759,632,,,0.822559,619,0.815235,786
,,,,,,,,0.869779,632,,,0.822572,619,0.815246,786
,,,,,,,,0.869799,631,,,0.822584,619,0.815257,786
,,,,,,,,0.869819,631,,,0.822596,619,0.815268,786
,,,,,,,,0.86984,631,,,0.822609,619,0.815279,786
,,,,,,,,0.86986,631,,,0.822621,619,0.81529,786
,,,,,,,,0.86988,631,,,0.822633,619,0.815302,786
,,,,,,,,0.8699,631,,,0.822646,619,0.815313,786
,,,,,,,,0.869921,631,,,0.822658,619,0.815324,786
,,,,,,,,0.869941,631,,,0.82267,619,0.815335,786
,,,,,,,,0.869961,631,,,0.822682,619,0.815346,786
,,,,,,,,0.869981,630,,,0.822695,619,0.815357,786
,,,,,,,,0.870002,630,,,0.822707,619,0.815368,786
,,,,,,,,0.870022,630,,,0.822719,619,0.815379,786
,,,,,,,,0.870042,630,,,0.822732,619,0.81539,786
,,,,,,,,0.870062,631,,,0.822744,619,0.815401,786
,,,,,,,,0.870083,631,,,0.822756,619,0.815412,786
,,,,,,,,0.870103,631,,,0.822769,619,0.815424,786
,,,,,,,,0.870123,631,,,0.822781,619,0.815435,786
,,,,,,,,0.870143,631,,,0.822793,619,0.815446,786
,,,,,,,,0.870164,631,,,0.822806,619,0.815457,786
,,,,,,,,0.870184,631,,,0.822818,619,0.815468,786
,,,,,,,,0.870204,631,,,0.82283,619,0.815479,786
,,,,,,,,0.870224,632,,,0.822843,619,0.81549,786
,,,,,,,,0.870245,632,,,0.822855,619,0.815501,786
,,,,,,,,0.870265,632,,,0.822867,619,0.815512,787
,,,,,,,,0.870285,632,,,0.822879,619,0.815523,787
,,,,,,,,0.870305,631,,,0.822892,619,0.815534,787
,,,,,,,,0.870326,631,,,0.822904,619,0.815545,787
,,,,,,,,0.870346,631,,,0.822916,619,0.815557,787
,,,,,,,,0.870366,631,,,0.822929,619,0.815568,787
,,,,,,,,0.870386,631,,,0.822941,619,0.815579,787
,,,,,,,,0.870407,631,,,0.822953,619,0.81559,788
,,,,,,,,0.870427,630,,,0.822966,619,0.815601,788
,,,,,,,,0.870447,630,,,0.822978,620,0.815612,788
,,,,,,,,0.870467,630,,,0.82299,620,0.815623,788
,,,,,,,,0.870488,630,,,0.823003,620,0.815634,788
,,,,,,,,0.870508,630,,,0.823015,620,0.815645,788
,,,,,,,,0.870528,630,,,0.823027,620,0.815656,788
,,,,,,,,0.870548,631,,,0.82304,620,0.815667,788
,,,,,,,,0.870569,631,,,0.823052,620,0.815678,788
,,,,,,,,0.870589,631,,,0.823064,620,0.81569,788
,,,,,,,,0.870609,631,,,0.823077,621,0.815701,788
,,,,,,,,0.870629,631,,,0.823089,621,0.815712,788
,,,,,,,,0.87065,631,,,0.823101,621,0.815723,788
,,,,,,,,0.87067,631,,,0.823113,621,0.815734,788
,,,,,,,,0.87069,631,,,0.823126,621,0.815745,788
,,,,,,,,0.87071,631,,,0.823138,621,0.815756,788
,,,,,,,,0.870731,631,,,0.82315,622,0.815767,788
,,,,,,,,0.870751,631,,,0.823163,622,0.815778,788
,,,,,,,,0.870771,631,,,0.823175,622,0.815789,788
,,,,,,,,0.870791,630,,,0.823187,622,0.8158,788
,,,,,,,,0.870812,630,,,0.8232,622,0.815811,788
,,,,,,,,0.870832,630,,,0.823212,622,0.815823,788
,,,,,,,,0.870852,630,,,0.823224,623,0.815834,788
,,,,,,,,0.870872,630,,,0.823237,623,0.815845,788
,,,,,,,,0.870893,630,,,0.823249,623,0.815856,788
,,,,,,,,0.870913,630,,,0.823261,623,0.815867,788
,,,,,,,,0.870933,630,,,0.823274,623,0.815878,788
,,,,,,,,0.870953,630,,,0.823286,623,0.815889,788
,,,,,,,,0.870974,630,,,0.823298,623,0.8159,788
,,,,,,,,0.870994,630,,,0.823311,624,0.815911,788
,,,,,,,,0.871014,630,,,0.823323,624,0.815922,788
,,,,,,,,0.871034,630,,,0.823335,624,0.815933,788
,,,,,,,,0.871055,631,,,0.823347,624,0.815944,788
,,,,,,,,0.871075,631,,,0.82336,624,0.815956,788
,,,,,,,,0.871095,631,,,0.823372,624,0.815967,788
,,,,,,,,0.871115,631,,,0.823384,624,0.815978,788
,,,,,,,,0.871136,632,,,0.823397,624,0.815989,788
,,,,,,,,0.871156,632,,,0.823409,624,0.816,788
,,,,,,,,0.871176,632,,,0.823421,624,0.816011,788
,,,,,,,,0.871196,632,,,0.823434,624,0.816022,787
,,,,,,,,0.871217,632,,,0.823446,624,0.816033,787
,,,,,,,,0.871237,632,,,0.823458,624,0.816044,787
,,,,,,,,0.871257,632,,,0.823471,624,0.816055,787
,,,,,,,,0.871277,632,,,0.823483,624,0.816066,787
,,,,,,,,0.871298,632,,,0.823495,624,0.816078,787
,,,,,,,,0.871318,632,,,0.823508,624,0.816089,786
,,,,,,,,0.871338,632,,,0.82352,624,0.8161,786
,,,,,,,,0.871358,632,,,0.823532,624,0.816111,786
,,,,,,,,0.871378,632,,,0.823545,623,0.816122,786
,,,,,,,,0.871399,632,,,0.823557,623,0.816133,786
,,,,,,,,0.871419,632,,,0.823569,623,0.816144,786
,,,,,,,,0.871439,632,,,0.823581,623,0.816155,786
,,,,,,,,0.871459,632,,,0.823594,624,0.816166,786
,,,,,,,,0.87148,633,,,0.823606,624,0.816177,786
,,,,,,,,0.8715,633,,,0.823618,624,0.816188,785
,,,,,,,,0.87152,632,,,0.823631,624,0.816199,785
,,,,,,,,0.87154,632,,,0.823643,624,0.816211,785
,,,,,,,,0.871561,632,,,0.823655,624,0.816222,785
,,,,,,,,0.871581,632,,,0.823668,624,0.816233,785
,,,,,,,,0.871601,632,,,0.82368,624,0.816244,785
,,,,,,,,0.871621,632,,,0.823692,624,0.816255,785
,,,,,,,,0.871642,632,,,0.823705,624,0.816266,785
,,,,,,,,0.871662,632,,,0.823717,623,0.816277,785
,,,,,,,,0.871682,632,,,0.823729,623,0.816288,785
,,,,,,,,0.871702,632,,,0.823742,623,0.816299,785
,,,,,,,,0.871723,632,,,0.823754,623,0.81631,785
,,,,,,,,0.871743,632,,,0.823766,623,0.816321,785
,,,,,,,,0.871763,632,,,0.823778,623,0.816332,785
,,,,,,,,0.871783,632,,,0.823791,623,0.816344,785
,,,,,,,,0.871804,632,,,0.823803,623,0.816355,785
,,,,,,,,0.871824,631,,,0.823815,623,0.816366,785
,,,,,,,,0.871844,631,,,0.823828,623,0.816377,785
,,,,,,,,0.871864,631,,,0.82384,623,0.816388,785
,,,,,,,,0.871885,631,,,0.823852,622,0.816399,785
,,,,,,,,0.871905,631,,,0.823865,622,0.81641,785
,,,,,,,,0.871925,631,,,0.823877,622,0.816421,785
,,,,,,,,0.871945,631,,,0.823889,622,0.816432,785
,,,,,,,,0.871966,631,,,0.823902,622,0.816443,784
,,,,,,,,0.871986,632,,,0.823914,622,0.816454,784
,,,,,,,,0.872006,632,,,0.823926,622,0.816465,784
,,,,,,,,0.872026,632,,,0.823939,622,0.816477,784
,,,,,,,,0.872047,632,,,0.823951,622,0.816488,784
,,,,,,,,0.872067,632,,,0.823963,622,0.816499,784
,,,,,,,,0.872087,632,,,0.823976,622,0.81651,784
,,,,,,,,0.872107,632,,,0.823988,622,0.816521,784
,,,,,,,,0.872128,632,,,0.824,622,0.816532,784
,,,,,,,,0.872148,632,,,0.824012,623,0.816543,784
,,,,,,,,0.872168,632,,,0.824025,623,0.816554,784
,,,,,,,,0.872188,632,,,0.824037,623,0.816565,784
,,,,,,,,0.872209,632,,,0.824049,623,0.816576,784
,,,,,,,,0.872229,632,,,0.824062,623,0.816587,785
,,,,,,,,0.872249,632,,,0.824074,623,0.816598,785
,,,,,,,,0.872269,632,,,0.824086,623,0.81661,785
,,,,,,,,0.87229,632,,,0.824099,623,0.816621,785
,,,,,,,,0.87231,632,,,0.824111,623,0.816632,785
,,,,,,,,0.87233,632,,,0.824123,622,0.816643,785
,,,,,,,,0.87235,632,,,0.824136,622,0.816654,785
