Gage_Displacement_NodeSet:0,Gage_Displacement_NodeSet:1,Gage_Displacement_NodeSet:2,Reaction_Force:0,Reaction_Force:1,Reaction_Force:2,Time
0,0,0,0,0,0,0
-1.22401e-007,-6.7869e-010,-3.25499e-010,9.27118e-005,-3.41953e-007,3.7399e-008,1.46881e-008
-2.44802e-007,-5.38281e-009,-2.59412e-009,0.000182099,-6.5885e-007,7.34381e-008,2.93762e-008
-3.67203e-007,-1.77074e-008,-8.6034e-009,0.000265042,-9.27749e-007,1.06823e-007,4.40644e-008
-4.89604e-007,-4.04325e-008,-1.98722e-008,0.000338819,-1.12974e-006,1.36387e-007,5.87525e-008
-6.12005e-007,-7.52238e-008,-3.75316e-008,0.000401265,-1.25151e-006,1.61145e-007,7.34406e-008
-7.34406e-007,-1.22452e-007,-6.22482e-008,0.000450895,-1.28644e-006,1.80341e-007,8.81287e-008
-8.56807e-007,-1.81145e-007,-9.41927e-008,0.000486968,-1.23507e-006,1.9348e-007,1.02817e-007
-9.79208e-007,-2.49083e-007,-1.33201e-007,0.000509508,-1.10499e-006,2.0035e-007,1.17505e-007
-1.10161e-006,-3.23021e-007,-1.78452e-007,0.000519257,-9.1009e-007,2.01025e-007,1.32193e-007
-1.22401e-006,-3.99012e-007,-2.28806e-007,0.000517596,-6.6929e-007,1.95854e-007,1.46881e-007
-1.34641e-006,-4.72806e-007,-2.82827e-007,0.000506408,-4.04829e-007,1.85435e-007,1.61569e-007
-1.46881e-006,-5.40264e-007,-3.38889e-007,0.000487927,-1.40296e-007,1.70574e-007,1.76257e-007
-1.59121e-006,-5.9777e-007,-4.04357e-007,0.000464561,1.01428e-007,1.52234e-007,1.90946e-007
-1.71361e-006,-6.4257e-007,-4.74157e-007,0.00043872,3.00153e-007,1.31473e-007,2.05634e-007
-1.83601e-006,-6.73027e-007,-5.44986e-007,0.000412653,4.40092e-007,1.09384e-007,2.20322e-007
-1.95842e-006,-6.88756e-007,-6.15177e-007,0.00038831,5.11172e-007,8.7021e-008,2.3501e-007
-2.08082e-006,-6.90632e-007,-6.83042e-007,0.000367238,5.09824e-007,6.53471e-008,2.49698e-007
-2.20322e-006,-6.80675e-007,-7.47478e-007,0.000350518,4.39203e-007,4.51742e-008,2.64386e-007
-2.32562e-006,-6.61831e-007,-8.07249e-007,0.000338739,3.0881e-007,2.71245e-008,2.79074e-007
-2.44802e-006,-6.37661e-007,-8.60582e-007,0.000332016,1.3357e-007,1.16019e-008,2.93762e-007
-2.57042e-006,-6.11991e-007,-9.0653e-007,0.000330044,-6.75439e-008,-1.21815e-009,3.08451e-007
-2.69282e-006,-5.88555e-007,-9.44436e-007,0.000332174,-2.73227e-007,-1.13832e-008,3.23139e-007
-2.81522e-006,-5.70655e-007,-9.73207e-007,0.000337523,-4.61739e-007,-1.91416e-008,3.37827e-007
-2.93762e-006,-5.60889e-007,-9.92301e-007,0.000345071,-6.12809e-007,-2.49063e-008,3.52515e-007
-3.06002e-006,-5.60961e-007,-1.00138e-006,0.000353778,-7.09398e-007,-2.92076e-008,3.67203e-007
-3.18242e-006,-5.71588e-007,-1.00119e-006,0.000362679,-7.39155e-007,-3.26389e-008,3.81891e-007
-3.30483e-006,-5.92506e-007,-9.92039e-007,0.000370962,-6.95468e-007,-3.58001e-008,3.96579e-007
-3.42723e-006,-6.2258e-007,-9.73374e-007,0.000378026,-5.78003e-007,-3.92434e-008,4.11267e-007
-3.54963e-006,-6.59976e-007,-9.4562e-007,0.000383511,-3.92717e-007,-4.34255e-008,4.25955e-007
-3.67203e-006,-7.02399e-007,-9.09345e-007,0.000387306,-1.51335e-007,-4.86708e-008,4.40644e-007
-3.79443e-006,-7.4735e-007,-8.65245e-007,0.000389525,1.29647e-007,-5.51477e-008,4.55332e-007
-3.91683e-006,-7.92381e-007,-8.14128e-007,0.00039047,4.30346e-007,-6.28599e-008,4.7002e-007
-4.03923e-006,-8.35323e-007,-7.56899e-007,0.000390577,7.29138e-007,-7.16536e-008,4.84708e-007
-4.16163e-006,-8.74465e-007,-7.14586e-007,0.000390356,1.00444e-006,-8.12382e-008,4.99396e-007
-4.28403e-006,-9.08667e-007,-6.8548e-007,0.000390323,1.23646e-006,-9.12192e-008,5.14084e-007
-4.40643e-006,-9.37416e-007,-6.88328e-007,0.000390949,1.40878e-006,-1.0114e-007,5.28772e-007
-4.52884e-006,-9.60802e-007,-7.24719e-007,0.000392604,1.50968e-006,-1.10527e-007,5.4346e-007
-4.65124e-006,-9.7945e-007,-7.61657e-007,0.000395526,1.53305e-006,-1.18938e-007,5.58149e-007
-4.77364e-006,-9.94401e-007,-7.99063e-007,0.0003998,1.4788e-006,-1.26001e-007,5.72837e-007
-4.89604e-006,-1.00698e-006,-8.36808e-007,0.000405351,1.35292e-006,-1.31452e-007,5.87525e-007
-5.01844e-006,-1.01862e-006,-8.74724e-007,0.000411962,1.16692e-006,-1.35158e-007,6.02213e-007
-5.14084e-006,-1.03077e-006,-9.12615e-007,0.000419294,9.36908e-007,-1.3713e-007,6.16901e-007
-5.26324e-006,-1.04472e-006,-9.50272e-007,0.000426919,6.82341e-007,-1.37519e-007,6.31589e-007
-5.38564e-006,-1.06153e-006,-9.87495e-007,0.000434366,4.24473e-007,-1.36607e-007,6.46277e-007
-5.50804e-006,-1.08201e-006,-1.02411e-006,0.000441161,1.84718e-007,-1.3478e-007,6.60965e-007
-5.63044e-006,-1.10661e-006,-1.06e-006,0.000446864,-1.69982e-008,-1.32498e-007,6.75654e-007
-5.75285e-006,-1.1355e-006,-1.09511e-006,0.000451112,-1.63758e-007,-1.30258e-007,6.90342e-007
-5.87525e-006,-1.16856e-006,-1.13372e-006,0.000453638,-2.42928e-007,-1.28555e-007,7.0503e-007
-5.99765e-006,-1.20543e-006,-1.19837e-006,0.000454298,-2.47105e-007,-1.27845e-007,7.19718e-007
-6.12005e-006,-1.24552e-006,-1.26401e-006,0.000453067,-1.74653e-007,-1.28516e-007,7.34406e-007
-6.24245e-006,-1.2881e-006,-1.33051e-006,0.000450047,-2.98133e-008,-1.30858e-007,7.49094e-007
-6.36485e-006,-1.33234e-006,-1.39772e-006,0.000445444,1.77639e-007,-1.35049e-007,7.63782e-007
-6.48725e-006,-1.37731e-006,-1.4655e-006,0.000439551,4.33139e-007,-1.41147e-007,7.7847e-007
-6.60965e-006,-1.42205e-006,-1.5337e-006,0.000432722,7.18434e-007,-1.49092e-007,7.93158e-007
-6.73205e-006,-1.46559e-006,-1.60218e-006,0.000425337,1.01295e-006,-1.58714e-007,8.07847e-007
-6.85445e-006,-1.50699e-006,-1.67078e-006,0.000417778,1.29532e-006,-1.69748e-007,8.22535e-007
-6.97685e-006,-1.54537e-006,-1.73936e-006,0.000410393,1.54499e-006,-1.81856e-007,8.37223e-007
-7.09926e-006,-1.57995e-006,-1.80777e-006,0.000403476,1.74371e-006,-1.94651e-007,8.51911e-007
-7.22166e-006,-1.61012e-006,-1.87589e-006,0.00039725,1.87686e-006,-2.07718e-007,8.66599e-007
-7.34406e-006,-1.63546e-006,-1.94357e-006,0.000391852,1.93457e-006,-2.2064e-007,8.81287e-007
-7.46646e-006,-1.6558e-006,-2.0107e-006,0.000387333,1.91241e-006,-2.33018e-007,8.95975e-007
-7.58886e-006,-1.67126e-006,-2.07719e-006,0.000383666,1.81167e-006,-2.44491e-007,9.10663e-007
-7.71126e-006,-1.68225e-006,-2.14293e-006,0.000380754,1.63931e-006,-2.54747e-007,9.25352e-007
-7.83366e-006,-1.68949e-006,-2.20786e-006,0.000378449,1.40741e-006,-2.63536e-007,9.4004e-007
-7.95606e-006,-1.69397e-006,-2.27193e-006,0.000376576,1.1323e-006,-2.70674e-007,9.54728e-007
-8.07846e-006,-1.69691e-006,-2.33509e-006,0.000374958,8.33342e-007,-2.76051e-007,9.69416e-007
-8.20086e-006,-1.69968e-006,-2.39731e-006,0.000373432,5.31555e-007,-2.79628e-007,9.84104e-007
-8.32327e-006,-1.70368e-006,-2.45858e-006,0.000371879,2.48073e-007,-2.81434e-007,9.98792e-007
-8.44567e-006,-1.71024e-006,-2.5189e-006,0.000370228,2.63873e-009,-2.81562e-007,1.01348e-006
-8.56807e-006,-1.72053e-006,-2.57827e-006,0.000368476,-1.87804e-007,-2.80164e-007,1.02817e-006
-8.69047e-006,-1.73542e-006,-2.63668e-006,0.00036668,-3.10301e-007,-2.77437e-007,1.04286e-006
-8.81287e-006,-1.7554e-006,-2.69417e-006,0.000364956,-3.56778e-007,-2.73618e-007,1.05754e-006
-8.93527e-006,-1.78057e-006,-2.75072e-006,0.000363467,-3.24571e-007,-2.68967e-007,1.07223e-006
-9.05767e-006,-1.81059e-006,-2.80638e-006,0.000362402,-2.16557e-007,-2.63756e-007,1.08692e-006
-9.18007e-006,-1.84471e-006,-2.86114e-006,0.000361957,-4.08751e-008,-2.58255e-007,1.10161e-006
-9.30247e-006,-1.88186e-006,-2.91505e-006,0.000362309,1.89719e-007,-2.52715e-007,1.1163e-006
-9.42487e-006,-1.92072e-006,-2.96812e-006,0.000363597,4.58841e-007,-2.47355e-007,1.13099e-006
-9.54727e-006,-1.95989e-006,-3.02041e-006,0.000365903,7.47712e-007,-2.42352e-007,1.14567e-006
-9.66968e-006,-1.99798e-006,-3.07195e-006,0.000369237,1.03655e-006,-2.37828e-007,1.16036e-006
-9.79208e-006,-2.03377e-006,-3.1228e-006,0.000373531,1.30601e-006,-2.33843e-007,1.17505e-006
-9.91448e-006,-2.06631e-006,-3.17303e-006,0.000378643,1.53862e-006,-2.30396e-007,1.18974e-006
-1.00369e-005,-2.09504e-006,-3.22272e-006,0.000384364,1.71997e-006,-2.27425e-007,1.20443e-006
-1.01593e-005,-2.11979e-006,-3.27196e-006,0.000390434,1.83975e-006,-2.24812e-007,1.21911e-006
-1.02817e-005,-2.14081e-006,-3.32082e-006,0.000396565,1.89245e-006,-2.22401e-007,1.2338e-006
-1.04041e-005,-2.15875e-006,-3.36939e-006,0.000402464,1.87766e-006,-2.20007e-007,1.24849e-006
-1.05265e-005,-2.17456e-006,-3.41777e-006,0.000407858,1.80007e-006,-2.17436e-007,1.26318e-006
-1.06489e-005,-2.18938e-006,-3.46603e-006,0.000412517,1.66905e-006,-2.14507e-007,1.27787e-006
-1.07713e-005,-2.20448e-006,-3.51425e-006,0.000416271,1.49787e-006,-2.11072e-007,1.29255e-006
-1.08937e-005,-2.22106e-006,-3.56248e-006,0.000419025,1.30276e-006,-2.07028e-007,1.30724e-006
-1.10161e-005,-2.24018e-006,-3.61079e-006,0.000420762,1.10162e-006,-2.02338e-007,1.32193e-006
-1.11385e-005,-2.26545e-006,-3.65922e-006,0.000421537,9.12769e-007,-1.97037e-007,1.33662e-006
-1.12609e-005,-2.29321e-006,-3.70779e-006,0.00042147,7.5356e-007,-1.91238e-007,1.35131e-006
-1.13833e-005,-2.32163e-006,-3.75655e-006,0.000420724,6.3915e-007,-1.85128e-007,1.366e-006
-1.15057e-005,-2.35382e-006,-3.8055e-006,0.000419488,5.81417e-007,-1.78958e-007,1.38068e-006
-1.16281e-005,-2.39158e-006,-3.85468e-006,0.000417952,5.88116e-007,-1.73036e-007,1.39537e-006
-1.17505e-005,-2.43203e-006,-3.90412e-006,0.000416282,6.62335e-007,-1.67701e-007,1.41006e-006
-1.18729e-005,-2.4743e-006,-3.95383e-006,0.000414608,8.02284e-007,-1.63306e-007,1.42475e-006
-1.19953e-005,-2.51737e-006,-4.00387e-006,0.000413003,1.00143e-006,-1.60193e-007,1.43944e-006
-1.21177e-005,-2.56022e-006,-4.05428e-006,0.000411485,1.24895e-006,-1.58672e-007,1.45412e-006
-1.22401e-005,-2.6019e-006,-4.1051e-006,0.000410013,1.53049e-006,-1.58998e-007,1.46881e-006
-1.23625e-005,-2.64153e-006,-4.1564e-006,0.000408498,1.82917e-006,-1.61353e-007,1.4835e-006
-1.24849e-005,-2.67839e-006,-4.20822e-006,0.000406817,2.12675e-006,-1.65837e-007,1.49819e-006
-1.26073e-005,-2.71194e-006,-4.26063e-006,0.000404836,2.40486e-006,-1.72454e-007,1.51288e-006
-1.27297e-005,-2.7418e-006,-4.31367e-006,0.000402427,2.6463e-006,-1.81114e-007,1.52756e-006
-1.28521e-005,-2.76777e-006,-4.36739e-006,0.000399489,2.83621e-006,-1.91633e-007,1.54225e-006
-1.29745e-005,-2.79311e-006,-4.42181e-006,0.000395969,2.96309e-006,-2.03745e-007,1.55694e-006
-1.30969e-005,-2.83119e-006,-4.47695e-006,0.00039187,3.01956e-006,-2.17114e-007,1.57163e-006
-1.32193e-005,-2.86675e-006,-4.53284e-006,0.000387254,3.00293e-006,-2.3135e-007,1.58632e-006
-1.33417e-005,-2.899e-006,-4.58945e-006,0.000382247,2.91532e-006,-2.46028e-007,1.60101e-006
-1.34641e-005,-2.92731e-006,-4.64678e-006,0.000377021,2.76356e-006,-2.60713e-007,1.61569e-006
-1.35865e-005,-2.95127e-006,-4.70481e-006,0.000371783,2.55873e-006,-2.74977e-007,1.63038e-006
-1.37089e-005,-2.97074e-006,-4.76353e-006,0.000366754,2.31533e-006,-2.88424e-007,1.64507e-006
-1.38313e-005,-2.98595e-006,-4.82291e-006,0.000362146,2.05038e-006,-3.00707e-007,1.65976e-006
-1.39537e-005,-2.99749e-006,-4.88293e-006,0.000358146,1.78218e-006,-3.11545e-007,1.67445e-006
-1.40761e-005,-3.00627e-006,-4.94359e-006,0.000354892,1.52903e-006,-3.20739e-007,1.68913e-006
-1.41985e-005,-3.01352e-006,-5.00487e-006,0.000352464,1.30802e-006,-3.28176e-007,1.70382e-006
-1.43209e-005,-3.02063e-006,-5.06679e-006,0.000350881,1.13378e-006,-3.33841e-007,1.71851e-006
-1.44433e-005,-3.02909e-006,-5.12934e-006,0.0003501,1.0175e-006,-3.37807e-007,1.7332e-006
-1.45657e-005,-3.04028e-006,-5.19253e-006,0.000350025,9.66113e-007,-3.4024e-007,1.74789e-006
-1.46881e-005,-3.0554e-006,-5.25637e-006,0.000350524,9.81858e-007,-3.41378e-007,1.76257e-006
-1.48105e-005,-3.07531e-006,-5.32086e-006,0.000351445,1.06212e-006,-3.41522e-007,1.77726e-006
-1.49329e-005,-3.10045e-006,-5.38598e-006,0.000352638,1.19966e-006,-3.41011e-007,1.79195e-006
-1.50553e-005,-3.13075e-006,-5.45172e-006,0.000353975,1.38315e-006,-3.40205e-007,1.80664e-006
-1.51777e-005,-3.16566e-006,-5.51804e-006,0.000355365,1.59802e-006,-3.39451e-007,1.82133e-006
-1.53001e-005,-3.20419e-006,-5.5849e-006,0.000356763,1.82759e-006,-3.39065e-007,1.83601e-006
