Reaction_Force:0,Reaction_Force:1,Reaction_Force:2,External_Displacement:0,External_Displacement:1,External_Displacement:2,Time,vtkOriginalIndices,__vtkIsSelected__
0,0,0,0,0,0,0,0,0
-4.37599e-006,-0.145598,1.34043e-019,-7.26422e-009,1.56143e-008,-6.9786e-010,3.90356e-006,1,0
-8.02432e-005,-0.117897,-1.14773e-019,-1.49405e-008,3.12285e-008,-1.08936e-009,7.80713e-006,2,0
0.00202211,-0.0800251,-1.24372e-013,-2.34638e-008,4.68428e-008,-1.24361e-009,1.17107e-005,3,0
0.00527317,-0.0416715,3.08409e-014,-3.41504e-008,6.2457e-008,-1.80752e-009,1.56143e-005,4,0
0.000517318,-0.0881187,-2.17292e-013,-4.36918e-008,7.80713e-008,-2.35738e-009,1.95178e-005,5,0
-0.00491748,-0.137004,-1.63437e-012,-4.75982e-008,9.36855e-008,-2.39912e-009,2.34214e-005,6,0
-0.00213863,-0.16524,-1.87387e-012,-5.12178e-008,1.093e-007,-2.54062e-009,2.73249e-005,7,0
-0.00106834,-0.240777,5.26983e-013,-5.59718e-008,1.24914e-007,-3.09359e-009,3.12285e-005,8,0
0.00157868,-0.265245,1.03023e-013,-6.58633e-008,1.40528e-007,-3.89805e-009,3.51321e-005,9,0
-0.0014341,-0.273121,6.79718e-013,-7.8542e-008,1.56143e-007,-3.87073e-009,3.90356e-005,10,0
-0.000166866,-0.29049,1.12889e-012,-8.61528e-008,1.71757e-007,-4.64725e-009,4.29392e-005,11,0
0.0020516,-0.280282,4.19378e-012,-9.57575e-008,1.87371e-007,-5.2157e-009,4.68428e-005,12,0
0.00116464,-0.327529,2.18265e-012,-1.03791e-007,2.02985e-007,-6.0482e-009,5.07463e-005,13,0
0.00164133,-0.366026,7.4372e-013,-1.09783e-007,2.186e-007,-6.70104e-009,5.46499e-005,14,0
-0.00228373,-0.38447,-2.28466e-012,-1.15741e-007,2.34214e-007,-6.92077e-009,5.85535e-005,15,0
7.88227e-005,-0.432074,1.1516e-013,-1.19973e-007,2.49828e-007,-6.76843e-009,6.2457e-005,16,0
0.000344254,-0.446938,2.98598e-012,-1.28094e-007,2.65442e-007,-7.09349e-009,6.63606e-005,17,0
-0.000163971,-0.473047,1.40731e-012,-1.38594e-007,2.81057e-007,-7.46678e-009,7.02642e-005,18,0
-0.00140526,-0.49032,5.56405e-012,-1.47646e-007,2.96671e-007,-8.12593e-009,7.41677e-005,19,0
-0.000570728,-0.498451,6.40806e-013,-1.56323e-007,3.12285e-007,-8.44737e-009,7.80713e-005,20,0
0.000880298,-0.538312,4.84513e-012,-1.63467e-007,3.27899e-007,-9.35588e-009,8.19748e-005,21,0
0.0015266,-0.578104,-1.92062e-012,-1.70072e-007,3.43514e-007,-1.01599e-008,8.58784e-005,22,0
0.00041195,-0.608395,-1.23062e-012,-1.76824e-007,3.59128e-007,-1.0376e-008,8.9782e-005,23,0
0.00100159,-0.639244,2.22745e-012,-1.82675e-007,3.74742e-007,-1.06202e-008,9.36855e-005,24,0
-0.00138113,-0.655083,-3.34304e-012,-1.91212e-007,3.90356e-007,-1.06154e-008,9.75891e-005,25,0
-0.00291518,-0.671835,-3.83166e-012,-2.00606e-007,4.05971e-007,-1.12853e-008,0.000101493,26,0
-0.00115814,-0.696577,6.10023e-013,-2.09162e-007,4.21585e-007,-1.14139e-008,0.000105396,27,0
0.00285087,-0.71519,-1.75892e-012,-2.18141e-007,4.37199e-007,-1.2062e-008,0.0001093,28,0
0.00420454,-0.745645,-1.05567e-012,-2.24585e-007,4.52813e-007,-1.2516e-008,0.000113203,29,0
-0.000844405,-0.781111,6.26292e-012,-2.30553e-007,4.68428e-007,-1.27851e-008,0.000117107,30,0
-0.00588479,-0.813917,6.0591e-012,-2.37526e-007,4.84042e-007,-1.37315e-008,0.00012101,31,0
-0.000383787,-0.853342,-7.06349e-012,-2.45343e-007,4.99656e-007,-1.39071e-008,0.000124914,32,0
0.00515679,-0.87021,6.3201e-012,-2.53621e-007,5.1527e-007,-1.42261e-008,0.000128818,33,0
0.000172492,-0.873541,-2.96606e-012,-2.62006e-007,5.30885e-007,-1.41803e-008,0.000132721,34,0
-0.00331759,-0.889135,5.8925e-012,-2.70932e-007,5.46499e-007,-1.46715e-008,0.000136625,35,0
0.00195104,-0.921843,2.87793e-012,-2.80911e-007,5.62113e-007,-1.54209e-008,0.000140528,36,0
0.00262403,-0.974863,2.59517e-012,-2.86723e-007,5.77727e-007,-1.57858e-008,0.000144432,37,0
-0.000592357,-1.00977,-1.17838e-012,-2.9012e-007,5.93342e-007,-1.63917e-008,0.000148335,38,0
-0.00422185,-1.01252,-1.40204e-011,-2.96012e-007,6.08956e-007,-1.67236e-008,0.000152239,39,0
-0.00637053,-1.0225,5.5034e-012,-3.06596e-007,6.2457e-007,-1.74433e-008,0.000156143,40,0
0.00806311,-1.04443,-3.12556e-012,-3.19252e-007,6.40185e-007,-1.71967e-008,0.000160046,41,0
0.00118408,-1.10199,-1.15179e-011,-3.25831e-007,6.55799e-007,-1.76532e-008,0.00016395,42,0
0.00310003,-1.15859,4.80675e-012,-3.29703e-007,6.71413e-007,-1.86513e-008,0.000167853,43,0
-0.0024002,-1.15118,1.15293e-011,-3.37795e-007,6.87027e-007,-1.85389e-008,0.000171757,44,0
-0.00491606,-1.14447,-2.61958e-012,-3.46839e-007,7.02642e-007,-1.96286e-008,0.00017566,45,0
0.0045236,-1.16467,4.93264e-012,-3.58369e-007,7.18256e-007,-1.97047e-008,0.000179564,46,0
0.00196751,-1.2107,1.05653e-012,-3.63738e-007,7.3387e-007,-2.06098e-008,0.000183468,47,0
-0.00213436,-1.24031,-3.20069e-013,-3.68052e-007,7.49484e-007,-2.05888e-008,0.000187371,48,0
0.00226247,-1.32346,-3.72137e-012,-3.74625e-007,7.65099e-007,-2.13227e-008,0.000191275,49,0
-0.00992082,-1.35067,-1.09575e-011,-3.82403e-007,7.80713e-007,-2.22827e-008,0.000195178,50,0
0.00655019,-1.34775,-1.37439e-012,-3.92717e-007,7.96327e-007,-2.23277e-008,0.000199082,51,0
0.00199848,-1.2811,7.94667e-012,-4.03482e-007,8.11941e-007,-2.21945e-008,0.000202985,52,0
-0.00154047,-1.29234,-1.03285e-011,-4.08623e-007,8.27556e-007,-2.26512e-008,0.000206889,53,0
-0.00543084,-1.38911,-1.00493e-011,-4.15075e-007,8.4317e-007,-2.38417e-008,0.000210792,54,0
0.00116105,-1.50456,1.93407e-011,-4.22733e-007,8.58784e-007,-2.35193e-008,0.000214696,55,0
0.00725664,-1.50998,6.32212e-012,-4.32313e-007,8.74398e-007,-2.4359e-008,0.0002186,56,0
0.00648723,-1.51525,1.52815e-012,-4.43161e-007,8.90013e-007,-2.49289e-008,0.000222503,57,0
-0.00735929,-1.48365,-4.66854e-012,-4.50646e-007,9.05627e-007,-2.49072e-008,0.000226407,58,0
